Company Name,City,State,Plant Name,Plant City,Plant State >,Prime Mover,Unit Status Short Desc,Planned Online Year,Planned Online Month,Summer Capacity,Primary Fuel Type,Alternate Fuel Type
River Falls Municipal Utilities,River Falls,WI,River Falls (Junction),River Falls,WI,INT COMB,ACTIVE,1998,1,11.56,OIL-L,GAS
River Falls Municipal Utilities,River Falls,WI,River Falls (Junction),River Falls,WI,INT COMB,ACTIVE,1998,1,2.5,OIL-L,OTHER
"SkyGen Energy, L.L.C.",Northbrook,IL,De Pere Energy Center,De Pere,WI,COMB CYC,ACTIVE,2004,1,255,GAS,OTHER
"SkyGen Energy, L.L.C.",Northbrook,IL,De Pere Energy Center,De Pere,WI,GAS TURB,ACTIVE,1999,6,179,GAS,OIL-L
"SkyGen Energy, L.L.C.",Northbrook,IL,De Pere Energy Center,De Pere,WI,GAS TURB,RETIRED,2003,12,-179,GAS,OIL-L
"SkyGen Energy, L.L.C.",Northbrook,IL,Rockgen Energy Center,Cambridge,WI,GAS TURB,ACTIVE,2001,6,450,GAS,OIL-L
"Southern Energy, Inc.",Atlanta,GA,Neenah,Neenah,WI,GAS TURB,ACTIVE,2000,6,300,GAS,OTHER
"TPC Whitewater, Inc.",Not Given,,Whitewater Cogeneration Facility,Whitewater,WI,COMB CYC,ACTIVE,1998,1,81.36,GAS,OTHER
Tomahawk Power & Pulp Co.,Tomahawk,WI,Tomahawk Power & Pulp,Tomahawk,WI,HYDRO,ACTIVE,1998,1,2.66,WATER,OTHER
U.S. Paper Mills Corp.,Menasha,WI,U S Paper Mills Corp-Menasha,Menasha,WI,COG,ACTIVE,1998,1,6,OTHER,OTHER
Viola Municipal Electric Utilities,Viola,WI,Viola,Viola,WI,INT COMB,ACTIVE,1998,1,1.05,OIL-L,OTHER
"Washington Island Electric Coop, Inc.",Washington Island,WI,Washington Island,Washington Island,WI,INT COMB,ACTIVE,1998,1,5.07,OIL-L,OTHER
Waupaca Foundry Co.,Waupaca,WI,Waupaca Foundry Inc. 1,Waupaca,WI,COG,ACTIVE,1998,1,1,OTHER,OTHER
Waupaca Foundry Co.,Waupaca,WI,Waupaca Foundry Inc. 2,Waupaca,WI,COG,ACTIVE,1998,1,1.5,OTHER,OTHER
Weyerhaeuser Co.,Federal Way,WA,Rothschild WI,Rothschild,WI,HYDRO,ACTIVE,1998,1,9.66,WATER,OTHER
Winnebago County Landfill,Oshkosh,WI,Winnebago County Landfill Gas,Oshkosh,WI,COG,ACTIVE,1998,1,3.15,OTHER,OTHER
"Wisconsin Dept. Administration, State of",Madison,WI,Capitol Heat and Power Plant,Madison,WI,COG,ACTIVE,1998,1,2,OTHER,OTHER
"Wisconsin Dept. Administration, State of",Madison,WI,UW-Madison - Charter St. Plant,Madison,WI,COG,ACTIVE,1998,1,3.5,OTHER,OTHER
"Wisconsin Dept. Administration, State of",Madison,WI,Waupun Correctional Institutio,Waupun,WI,COG,ACTIVE,1998,1,2,OTHER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Appleton (WI),Not Given,WI,HYDRO,ACTIVE,1998,1,1.31,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Appleton (WI),Not Given,WI,HYDRO,RERATE,1998,4,-0.22,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Appleton (WI),Not Given,WI,HYDRO,RERATE,1998,11,0.59,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Concord,Weyauwega,WI,GAS TURB,ACTIVE,1998,1,320,GAS,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Concord,Weyauwega,WI,GAS TURB,RERATE,1999,6,56,GAS,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Edgewater (WI),Sheboygan,WI,STEAM,ACTIVE,1998,1,100.5,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Fond Du Lac Wind Project,Byron,WI,WIND,ACTIVE,1999,6,1.32,OTHER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Germantown,Germantown,WI,GAS TURB,ACTIVE,1998,1,212,OIL-L,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Germantown,Germantown,WI,GAS TURB,ACTIVE,2000,6,135,GAS,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Milwaukee County,Not Given,WI,STEAM,ACTIVE,1998,1,11,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Oak Creek South,Oak Creek,WI,GAS TURB,ACTIVE,1998,1,20,GAS,OIL-L
Wisconsin Electric Power Co.,Milwaukee,WI,Oak Creek South,Oak Creek,WI,STEAM,ACTIVE,1998,1,1135,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Oconto Falls,Oconto Falls,WI,HYDRO,ACTIVE,1998,1,1.32,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Paris (WI),Union Grove,WI,GAS TURB,ACTIVE,1998,1,320,GAS,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Paris (WI),Union Grove,WI,GAS TURB,RERATE,1999,6,56,GAS,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Pine,Florence,WI,HYDRO,ACTIVE,1998,1,4,WATER,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Pleasant Prairie,Pleasant Prairie,WI,STEAM,ACTIVE,1998,1,1200,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,GAS TURB,ACTIVE,1998,1,16,OIL-L,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,ACTIVE,1998,1,493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1998,1,0,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1998,2,-493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1998,3,-492,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1998,12,-441,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1999,4,-493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1999,5,-493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,1999,10,-493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,OUT OF SVC,2000,2,-493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,RERATE,1998,4,-51,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,RETIRED,2010,10,0,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1998,2,492,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1998,3,492,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1998,7,493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1999,3,441,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1999,4,493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1999,5,493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Point Beach,Manitowoc,WI,NUCLEAR,SVC RETURN,1999,12,493,URAN,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Port Washington,Port Washington,WI,GAS TURB,ACTIVE,1998,1,18,OIL-L,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Port Washington,Port Washington,WI,STEAM,ACTIVE,1998,1,326,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Valley (WI),Milwaukee,WI,INT COMB,ACTIVE,1998,1,3,OIL-L,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Valley (WI),Milwaukee,WI,STEAM,ACTIVE,1998,1,280,COAL,OTHER
Wisconsin Electric Power Co.,Milwaukee,WI,Weyauwega,Weyauwega,WI,HYDRO,ACTIVE,1998,1,0.4,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Biomass Plant,Not Given,WI,GAS TURB,ACTIVE,2004,5,50,OTHER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Blackhawk,Beloit,WI,HYDRO,ACTIVE,1998,1,0.63,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Blackhawk,Beloit,WI,HYDRO,RETIRED,1998,4,-0.63,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Blackhawk,Beloit,WI,STEAM,ACTIVE,1998,1,60,GAS,OTHER
Wisconsin Power & Light Co.,Madison,WI,Columbia (WI) - WPL,Portage,WI,STEAM,ACTIVE,1998,1,485.1,COAL,OTHER
Wisconsin Power & Light Co.,Madison,WI,Dewey,Cassville,WI,STEAM,ACTIVE,1998,1,226,COAL,OTHER
Wisconsin Power & Light Co.,Madison,WI,Edgewater (WI),Sheboygan,WI,STEAM,ACTIVE,1998,1,608.74,COAL,OTHER
Wisconsin Power & Light Co.,Madison,WI,Janesville (WI),Janesville,WI,HYDRO,ACTIVE,1998,1,0.5,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Janesville (WI),Janesville,WI,HYDRO,RETIRED,1998,4,-0.25,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,ACTIVE,1998,1,211.15,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,OUT OF SVC,1998,2,-211.15,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,OUT OF SVC,1998,10,-206.31,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,RERATE,1998,4,-4.84,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,RERATE,2000,1,12.3,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,SVC RETURN,1998,2,211.15,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kewaunee,Kewaunee,WI,NUCLEAR,SVC RETURN,1998,11,206.31,URAN,OTHER
Wisconsin Power & Light Co.,Madison,WI,Kilbourn,Wisconsin Dells,WI,HYDRO,ACTIVE,1998,1,9.48,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Portable (WI),Not Given,WI,INT COMB,ACTIVE,1998,1,0.5,OIL-L,OTHER
Wisconsin Power & Light Co.,Madison,WI,Prairie Du Sac,Prairie Du Sac,WI,HYDRO,ACTIVE,1998,1,29.98,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Rock River,Beloit,WI,GAS TURB,ACTIVE,1998,1,151.41,OIL-L,GAS
Wisconsin Power & Light Co.,Madison,WI,Rock River,Beloit,WI,GAS TURB,RERATE,1999,5,28,OIL-L,GAS
Wisconsin Power & Light Co.,Madison,WI,Rock River,Beloit,WI,STEAM,ACTIVE,1998,1,161,COAL,OTHER
Wisconsin Power & Light Co.,Madison,WI,Shawano,Shawano,WI,HYDRO,ACTIVE,1998,1,0.41,WATER,OTHER
Wisconsin Power & Light Co.,Madison,WI,Sheepskin,Not Given,WI,GAS TURB,ACTIVE,1998,1,36.7,OIL-L,GAS
Wisconsin Power & Light Co.,Madison,WI,South Fond Du Lac,Not Given,WI,GAS TURB,ACTIVE,1998,1,169.7,GAS,OIL-H
Wisconsin Power & Light Co.,Madison,WI,South Fond Du Lac,Not Given,WI,GAS TURB,RERATE,1999,5,20,GAS,OIL-H
"Wisconsin Public Power, Inc. System",Sun Prairie,WI,South Fond Du Lac,Not Given,WI,GAS TURB,ACTIVE,1998,1,171.07,GAS,OIL-H
"Wisconsin Public Power, Inc. System",Sun Prairie,WI,South Fond Du Lac,Not Given,WI,GAS TURB,RERATE,1999,5,20,GAS,OIL-H
Wisconsin Public Service Corp.,Green Bay,WI,Alexander (WPS),Not Given,WI,HYDRO,ACTIVE,1998,1,2.19,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Caldron Falls,Not Given,WI,HYDRO,ACTIVE,1998,1,6.8,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Columbia (WI) - WPL,Portage,WI,STEAM,ACTIVE,1998,1,333.9,COAL,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Eagle River,Not Given,WI,INT COMB,ACTIVE,1998,1,3.9,OIL-L,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Edgewater (WI),Sheboygan,WI,STEAM,ACTIVE,1998,1,108.76,COAL,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Grandfather Falls,Not Given,WI,HYDRO,ACTIVE,1998,1,17.5,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Hat Rapids,Not Given,WI,HYDRO,ACTIVE,1998,1,0.6,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,High Falls (WI),Not Given,WI,HYDRO,ACTIVE,1998,1,7,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Jersey,Not Given,WI,HYDRO,ACTIVE,1998,1,0.21,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Johnson Falls,Not Given,WI,HYDRO,ACTIVE,1998,1,4,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,ACTIVE,1998,1,212.18,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,OUT OF SVC,1998,2,-212.18,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,OUT OF SVC,1998,10,-207.32,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,RERATE,1998,4,-4.86,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,RERATE,2000,1,12.36,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,SVC RETURN,1998,2,212.18,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee,Kewaunee,WI,NUCLEAR,SVC RETURN,1998,11,207.32,URAN,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Kewaunee Wind Farm (Lincoln),Not Given,WI,WIND,ACTIVE,1999,6,9,OTHER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Merrill,Merrill,WI,HYDRO,ACTIVE,1998,1,0.96,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Oneida Casino,Not Given,WI,INT COMB,ACTIVE,1998,1,4,OIL-L,OIL-L
Wisconsin Public Service Corp.,Green Bay,WI,Otter Rapids (WI),Not Given,WI,HYDRO,ACTIVE,1998,1,0.28,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Peshtigo,Peshtigo,WI,HYDRO,ACTIVE,1998,1,0.24,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Potato Rapids,Peshtigo,WI,HYDRO,ACTIVE,1998,1,0.5,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Pulliam,Green Bay,WI,STEAM,ACTIVE,1998,1,406,COAL,GAS
Wisconsin Public Service Corp.,Green Bay,WI,Pulliam,Green Bay,WI,STEAM,RETIRED,2000,2,-26.5,COAL,GAS
Wisconsin Public Service Corp.,Green Bay,WI,Sandstone Rapids,Not Given,WI,HYDRO,ACTIVE,1998,1,4,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Tomahawk,Tomahawk,WI,HYDRO,ACTIVE,1998,1,2.2,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Wausau,Wausau,WI,HYDRO,ACTIVE,1998,1,2.79,WATER,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,West Marinette,Not Given,WI,GAS TURB,ACTIVE,1998,1,137.63,GAS,OIL-L
Wisconsin Public Service Corp.,Green Bay,WI,West Marinette,Not Given,WI,GAS TURB,ACTIVE,2000,6,83,GAS,OTHER
Wisconsin Public Service Corp.,Green Bay,WI,Weston (WI),Rothschild,WI,GAS TURB,ACTIVE,1998,1,68.3,GAS,OIL-L
Wisconsin Public Service Corp.,Green Bay,WI,Weston (WI),Rothschild,WI,STEAM,ACTIVE,1998,1,477.6,COAL,GAS
Wisconsin River Power Co.,Wisconsin Rapids,WI,Castle Rock,Friendship,WI,HYDRO,ACTIVE,1998,1,17.5,WATER,OTHER
Wisconsin River Power Co.,Wisconsin Rapids,WI,Petenwell,Not Given,WI,HYDRO,ACTIVE,1998,1,20,WATER,OTHER
"Wisconsin, State of",Chippewa Falls,WI,White Water Campus,Whitewater,WI,COMB CYC,ACTIVE,1998,1,240,OTHER,OTHER
