,,,,,,,
,,,,,,,
"Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided."
MEC   ,RVRHLS_8,RVHLS12G_2    ,RVHLS12G,16.1,,,
MEC   ,RVRHLS_8,RVHLS34G_3    ,RVHLS34G,16.1,,,
MEC   ,RVRHLS_8,RVHLS34G_4    ,RVHLS34G,16.1,,,
MEC   ,RVRHLS_8,RVHLS56G_5    ,RVHLS56G,16,,,
MEC   ,RVRHLS_8,RVHLS56G_6    ,RVHLS56G,16,,,
MEC   ,RVRHLS_8,RVHLS78G_7    ,RVHLS78G,16,,,
MEC   ,RVRHLS_8,RVHLS78G_8    ,RVHLS78G,16,,,
MEC   ,SB_27_8 ,SB_27_8_5     ,SB 27 8 ,4,,,
MEC   ,SB_47_5 ,SB_47_5_1     ,SB 47  5,3,,,
MEC   ,SB_G_8  ,SB_G_8_1      ,SB  G 8 ,1,,,
MEC   ,SB_JIC_5,SB_JIC_5_1    ,SB JIC 5,3.4,,,
MEC   ,SB_JIC_5,SB_JIC_5_5    ,SB JIC 5,3.8,,,
MEC   ,SB_JIC_5,SB_JIC_5_6    ,SB JIC 5,16.9,,,
MEC   ,SB_P_8  ,SB_P_8_4      ,SB P  8 ,3.2,,,
MEC   ,SB_P_8  ,MOLIN12G_1    ,MOLIN12G,16,,,
MEC   ,SB_P_8  ,MOLIN12G_2    ,MOLIN12G,16,,,
MEC   ,SB_P_8  ,MOLIN34G_3    ,MOLIN34G,16,,,
MEC   ,SB_P_8  ,MOLIN34G_4    ,MOLIN34G,16,,,
MEC   ,SB_PIC_5,CORVL12G_1    ,CORVL12G,16,,,
MEC   ,SB_PIC_5,CORVL12G_2    ,CORVL12G,16,,,
MEC   ,SB_PIC_5,CORVL34G_3    ,CORVL34G,16,,,
MEC   ,SB_PIC_5,CORVL34G_4    ,CORVL34G,16,,,
MEC   ,SB_S_8  ,SB_S_8_1      ,SB  S 8 ,2,,,
MEC   ,SHENAND8,SHENAND8_3    ,SHENAND8,20,,,
MEC   ,SYCAMOR5,SYCAMOR8_1    ,SYCAMOR8,75,,,
MEC   ,SYCAMOR5,SYCAMOR8_2    ,SYCAMOR8,75,,,
MEC   ,UNIONTP5,UNIONCF8_1    ,UNIONCF8,20,,,
MEC   ,UNIONTP5,UNIONCF8_2    ,UNIONCF8,24,,,
MEC   ,UNIONTP5,UNIONCF8_6    ,UNIONCF8,20,,,
MEC   ,UNIONTP5,UNIONCF8_7    ,UNIONCF8,37,,,
MEC   ,UNIONTP5,UNIONCF8_9    ,UNIONCF8,7.8,,,
MEC   ,WABASH_8,WABASH_8_1    ,WABASH 8,12,,,
MEC   ,WAVRLYJ8,WAVRLYJ8_1    ,WAVRLYJ8,23.4,,,
MEC   ,WISDOM_8,WISDOM_8_1    ,WISDOM 8,38,,,
MEC   ,WRIGHT_5,WRIGHT_8_1    ,WRIGHT 8,20,,,
MECS  ,18ALCONA,18ALCONA_1    ,18ALCONA,4.01,,,
MECS  ,18BINGHM,18BINGHM_1    ,18BINGHM,5.3,,,
MECS  ,18CAMPBE,18CAMP_P_P    ,18CAMP P,13,,,
MECS  ,18CAMPBE,18CAMP1G_A    ,18CAMP1G,127,,,
MECS  ,18CAMPBE,18CAMP1G_B    ,18CAMP1G,127,,,
MECS  ,18CAMPBE,18CAMP2G_2    ,18CAMP2G,355,,,
MECS  ,18CAMPBE,18CAMP3G_3    ,18CAMP3G,790,,,
MECS  ,18COBB  ,18COBB4G_4    ,18COBB4G,150,,,
MECS  ,18COBB  ,18COBB5G_5    ,18COBB5G,150,,,
MECS  ,18COBB  ,18COBB_2_2    ,18COBB 2,56,,,
MECS  ,18COBB  ,18COBB_1_1    ,18COBB 1,56,,,
MECS  ,18COBB  ,18COBB_3_3    ,18COBB 3,56,,,
MECS  ,18CORNEL,18CORNEL_1    ,18CORNEL,1.5,,,
MECS  ,18CROTON,18CROTON_1    ,18CROTON,20.4,,,
MECS  ,18DORT  ,18DORT_1      ,18DORT  ,35.09,,,
MECS  ,18EDENVJ,18EDENVJ_1    ,18EDENVJ,11,,,
MECS  ,18GAYLOR,18GAYD5G_5    ,18GAYD5G,14,,,
MECS  ,18GAYLOR,18GAY12G_1    ,18GAY12G,14,,,
MECS  ,18GAYLOR,18GAY12G_2    ,18GAY12G,14,,,
MECS  ,18GAYLOR,18GAY34G_3    ,18GAY34G,14,,,
MECS  ,18GAYLOR,18GAY34G_4    ,18GAY34G,14,,,
MECS  ,18HIGGNS,18HIGGNS_1    ,18HIGGNS,36.03,,,
MECS  ,18HILLMJ,18HILLMJ_1    ,18HILLMJ,16.08,,,
MECS  ,18HODENP,18HODENP_1    ,18HODENP,9.22,,,
MECS  ,18IOSCO ,18IOSCO_1     ,18IOSCO ,14.8,,,
MECS  ,18KARN_3,18KARN3G_3    ,18KARN3G,638,,,
MECS  ,18KARN_4,18KARN4G_4    ,18KARN4G,638,,,
MECS  ,18KARN1A,18KARN1A_A    ,18KARN1A,128,,,
MECS  ,18KARN1A,18KARN1B_B    ,18KARN1B,128,,,
MECS  ,18KARN1A,18KARN2A_A    ,18KARN2A,130,,,
MECS  ,18KARN1A,18KARN2B_B    ,18KARN2B,130,,,
MECS  ,18LINCOJ,18LINCOJ_1    ,18LINCOJ,18.05,,,
MECS  ,18LITCH1,18LITCHT_1    ,18LITCHF,60,,,
MECS  ,18LIVIN3,18LIVN_A_A    ,18LIVN A,34,,,
MECS  ,18LIVIN3,18LIVN_B_B    ,18LIVN B,34,,,
MECS  ,18LIVIN3,18LIVN_C_C    ,18LIVN C,34,,,
MECS  ,18LIVIN3,18LIVN_D_D    ,18LIVN D,34,,,
MECS  ,18LUDING,18LUD12G_1    ,18LUD12G,312,,,
MECS  ,18LUDING,18LUD12G_2    ,18LUD12G,312,,,
MECS  ,18LUDING,18LUD34G_3    ,18LUD34G,312,,,
MECS  ,18LUDING,18LUD34G_4    ,18LUD34G,312,,,
MECS  ,18LUDING,18LUD56G_5    ,18LUD56G,312,,,
MECS  ,18LUDING,18LUD56G_6    ,18LUD56G,312,,,
MECS  ,18MARQUE,18MARQUE_1    ,18MARQUE,1.6,,,
MECS  ,18MCGULP,18MCGULP_P    ,18MCGULP,16,,,
MECS  ,18MCV   ,18MCV1_1      ,18MCV1  ,541,,,
MECS  ,18MCV   ,18MCV2_2      ,18MCV2  ,541,,,
MECS  ,18MCV   ,18MCVSTG_1    ,18MCVSTG,268,,,
MECS  ,18MECOS1,18MECOS1_1    ,18MECOST,3.01,,,
MECS  ,18MIO   ,18MIO_1       ,18MIO   ,2.2,,,
MECS  ,18MORROW,18MOROWP_A    ,18MOROWP,14,,,
MECS  ,18MORROW,18MOROWP_B    ,18MOROWP,14,,,
MECS  ,18MORROW,18MORW_1_1    ,18MORW 1,63,,,
MECS  ,18PALISA,18PALISG_1    ,18PALISG,760,,,
MECS  ,18PEREM3,18PEREM1_1    ,18PEREMR,124,,,
MECS  ,18SCOTTL,18SCOTTL_1    ,18SCOTTL,2.3,,,
MECS  ,18SPAULD,18SPAULD_1    ,18SPAULD,29.09,,,
MECS  ,18STRONA,18STRONA_1    ,18STRONA,50.01,,,
MECS  ,18THETF1,18THET1G_1    ,18THET1G,30,,,
MECS  ,18THETF1,18THET2G_2    ,18THET2G,29,,,
MECS  ,18THETF1,18THET3G_3    ,18THET3G,30,,,
MECS  ,18THETF1,18THET4G_4    ,18THET4G,30,,,
MECS  ,18THETF1,18THT78G_7    ,18THT78G,14,,,
MECS  ,18THETF1,18THT78G_8    ,18THT78G,15,,,
MECS  ,18THETF1,18TH569G_5    ,18TH569G,15,,,
MECS  ,18THETF1,18TH569G_6    ,18TH569G,15,,,
MECS  ,18THETF1,18TH569G_9    ,18TH569G,14,,,
MECS  ,18TIPPYD,18TIPPYD_1    ,18TIPPYD,10.52,,,
MECS  ,18WEAD_B,18WEAD7G_7    ,18WEAD7G,155,,,
MECS  ,18WEAD_B,18WEAD_T_P    ,18WEAD P,13,,,
MECS  ,18WEAD_W,18WEAD8G_8    ,18WEAD8G,155,,,
MECS  ,18WEALTH,18WEALTH_1    ,18WEALTH,15.6,,,
MECS  ,18WEXFRD,18WEXFRD_1    ,18WEXFRD,52.1,,,
MECS  ,18WHITI1,18WHTG1G_1    ,18WHTG1G,95,,,
MECS  ,18WHITI1,18WHTG2G_2    ,18WHTG2G,95,,,
MECS  ,18WHITI1,18WHTG3G_3    ,18WHTG3G,120,,,
MECS  ,18WHITI1,18WHIT_P_P    ,18WHIT P,13,,,
MECS  ,19ANITA ,19ANITA_1     ,19ANITA ,18,,,
MECS  ,19BLRPP ,19BR_G1_1     ,19BR G1 ,600,,,
MECS  ,19BLRPP ,19BR_G2_2     ,19BR G2 ,600,,,
MECS  ,19BLRPP ,19BR_PA_P     ,19BR PA ,75,,,
MECS  ,19BLRPP ,19BR_PA_Q     ,19BR PA ,75,,,
MECS  ,19BLRPP ,19BR_PB_P     ,19BR PB ,75,,,
MECS  ,19BYRON ,19BYRON_1     ,19BYRON ,5,,,
MECS  ,19COLFX ,19COLFX_1     ,19COLFX ,14,,,
MECS  ,19DAYTF ,19DAYTQ_1     ,19DAYTN ,10,,,
MECS  ,19DIG   ,19DIG_1       ,19DIG   ,160,,,
MECS  ,19DIG   ,19DIG_2       ,19DIG   ,250,,,
MECS  ,19DIGIA ,19DIGIA_1     ,19DIGIA ,8,,,
MECS  ,19ENFP3 ,19FERMI2_1    ,19FERMI2,1110,,,
MECS  ,19ENFPF ,19ENFPF_1     ,19ENFPP ,51,,,
MECS  ,19ESSEF ,19ESSES_1     ,19ESSEX ,5,,,
MECS  ,19ESSEF ,19ESSES_F     ,19ESSEX ,167,,,
MECS  ,19GRNE3 ,19GRN_G1_1    ,19GRN G1,785,,,
MECS  ,19GRNE3 ,19GN_PA_P     ,19GN PA ,100,,,
MECS  ,19GRNE3 ,19GN_PA_Q     ,19GN PA ,100,,,
MECS  ,19GRNE3 ,19GN_PB_P     ,19GN PB ,100,,,
MECS  ,19HANCF ,19HANCQ_1     ,19HANCK ,63,,,
MECS  ,19HANCF ,19HANCF_1     ,19HANCK ,78,,,
MECS  ,19HBHPP ,19HBHPP_1     ,19HBHPP ,4,,,
MECS  ,19HBHPP ,19HB_G1_1     ,19HB G1 ,103,,,
MECS  ,19MON12 ,19MON12_1     ,19MON12 ,14,,,
MECS  ,19MON12 ,19MON_G1_1    ,19MON G1,750,,,
MECS  ,19MON12 ,19MON_G2_2    ,19MON G2,750,,,
MECS  ,19MON34 ,19MON_G3_3    ,19MON G3,750,,,
MECS  ,19MON34 ,19MON_G4_4    ,19MON G4,750,,,
MECS  ,19MRYPP ,19MARYS7_7    ,19MARYS7,80,,,
MECS  ,19MRYPP ,19MARYS8_8    ,19MARYS8,85,,,
MECS  ,19NEASF ,19NEASS_1     ,19NEAST ,80,,,
MECS  ,19NEASF ,19NEASF_1     ,19NEAST ,39,,,
MECS  ,19OLIVR ,19OLIVR_1     ,19OLIVR ,14,,,
MECS  ,19PLACF ,19PLACQ_1     ,19PLACD ,14,,,
MECS  ,19PUTNM ,19PUTNM_1     ,19PUTNM ,14,,,
MECS  ,19REMER1,19REMER1_1    ,19REMER1,14,,,
MECS  ,19RESRC ,19RESRC_1     ,19RESRC ,50,,,
MECS  ,19RR1   ,19RR1_1       ,19RR1   ,11,,,
MECS  ,19RR1   ,19RR1_G       ,19RR1   ,200,,,
MECS  ,19RR2   ,19RR_G2_2     ,19RR G2 ,238,,,
MECS  ,19RR3   ,19RR_G3_3     ,19RR G3 ,267,,,
MECS  ,19SC123 ,19SC123_1     ,19SC123 ,5,,,
MECS  ,19SC123 ,19SC123_2     ,19SC123 ,5,,,
MECS  ,19SC123 ,19SC_G3_3     ,19SC G3 ,163,,,
MECS  ,19SC123 ,19SC_G2_2     ,19SC G2 ,163,,,
MECS  ,19SC123 ,19SC_G1_1     ,19SC G1 ,162,,,
MECS  ,19SC45  ,19SC_G4_4     ,19SC G4 ,300,,,
MECS  ,19STCPP ,19SC_G7_7     ,19SC G7 ,435,,,
MECS  ,19STCPP ,19SC_G6_6     ,19SC G6 ,294,,,
MECS  ,19SUPEF ,19SUPEQ_1     ,19SUPER ,52,,,
MECS  ,19TC79  ,19SLOCM_1     ,19SLOCM ,14,,,
MECS  ,19TC79  ,19TC_G8_8     ,19TC G8 ,115,,,
MECS  ,19TC79  ,19TC_G7_7     ,19TC G7 ,110,,,
MECS  ,19TC79  ,19TC_G9_9     ,19TC G9 ,515,,,
MECS  ,19WAYER ,19WAYER_1     ,19WAYER ,1,,,
MECS  ,19WILMT ,19WILMT_1     ,19WILMT ,14,,,
MECS  ,19WTRM2 ,19DLRAY_P     ,19DLRAY ,63,,,
MECS  ,19WTRM2 ,19DLRAY_Q     ,19DLRAY ,63,,,
MECS  ,DAFTER  ,DFTR_123_1    ,DFTR 123,3,,,
MECS  ,DAFTER  ,DFTR_45_1     ,DFTR  45,6,,,
MECS  ,DETOUO  ,DETR_DIE_1    ,DETR-DIE,6,,,
MECS  ,ESHYDR_1,ESHYDR_1_1    ,ESHYDR-1,8,,,
MECS  ,ESHYDR_2,ESHYDR_2_1    ,ESHYDR-2,7.2,,,
MECS  ,ESHYDR_3,ESHYDR_3_1    ,ESHYDR-3,7.6,,,
MECS  ,ESHYDR_4,ESHYDR_4_1    ,ESHYDR-4,7.6,,,
MECS  ,MANISTQU,MANSTQ_D_1    ,MANSTQ-D,4.75,,,
MECS  ,MANISTQU,MANSTQPA_1    ,MANSTQPA,4.75,,,
MECS  ,US_HYDRO,US_HYDRO_1    ,US HYDRO,16.4,,,
MECS  ,US_HYDRO,USHYDRO1_1    ,USHYDRO1,4.1,,,
MGE   ,BLT69_2 ,BLT_14_1      ,BLT 14  ,6.8,,,
MGE   ,BLT69_2 ,BLT_14_3      ,BLT 14  ,39.2,,,
MGE   ,BLT69_2 ,BLT_14_4      ,BLT 14  ,22.4,,,
MGE   ,BLT69_2 ,BLT_14_5      ,BLT 14  ,28.5,,,
MGE   ,BLT69_2 ,BLT_G7_7      ,BLT G7  ,49.8,,,
MGE   ,BLT69_2 ,BLT_G6_6      ,BLT G6  ,49.3,,,
MGE   ,FCH_69  ,FCH_14_1_1    ,FCH 14-1,21.4,,,
MGE   ,FCH_69  ,FCH_14_2_2    ,FCH 14-2,21.6,,,
MGE   ,HKP_14  ,HKP_14_X      ,HKP 14  ,10,,,
MGE   ,NSP_14_1,NSP_14_1_1    ,NSP 14-1,12.3,,,
MGE   ,SYC_14_1,SYC_14_1_1    ,SYC 14-1,14.7,,,
MGE   ,SYC_14_1,SYC_14_2_2    ,SYC 14-2,21.8,,,
MGE   ,WEM_34  ,WEM_34_1      ,WEM 34  ,79.5,,,
MGE   ,WMD_69  ,WMD14_7_X     ,WMD14-7 ,10,,,
MHEB  ,7SISTER7,7SIS1_6G_1    ,7SIS1-6G,165.4,,,
MHEB  ,7SISTER7,7SIS1_6G_2    ,7SIS1-6G,0,,,
MHEB  ,BRANDON7,BRDN_5G_5     ,BRDN  5G,105.9,,,
MHEB  ,BRANDON7,BRDN_5G_6     ,BRDN  5G,0,,,
MHEB  ,BRANDON7,BRDN1_4G_7    ,BRDN1-4G,0,,,
MHEB  ,DORSEY_4,DRSC7_9G_7    ,DRSC7-9G,0,,,
MHEB  ,DORSEY_4,DRSC7_9G_8    ,DRSC7-9G,0,,,
MHEB  ,GR_RPDS4,GRSTC12G_1    ,GRSTC12G,120,,,
MHEB  ,GR_RPDS4,GRSTC12G_2    ,GRSTC12G,0,,,
MHEB  ,GR_RPDS4,GRAMP34G_3    ,GRAMP34G,240,,,
MHEB  ,GREATFL7,GTFL1_6G_1    ,GTFL1-6G,131.6,,,
MHEB  ,HENDAY_4,LIMEST_G_1    ,LIMEST G,1348.7,,,
MHEB  ,JENPEG_4,JNPG1_6G_1    ,JNPG1-6G,136.8,,,
MHEB  ,KELSEY_6,KLSY1_7G_1    ,KLSY1-7G,237.6,,,
MHEB  ,KETTLDC6,KET1_12G_1    ,KET1-12G,1233.2,,,
MHEB  ,KETTLE_6,KTLAC12G_1    ,KTLAC12G,102.8,,,
MHEB  ,KETTLE_6,KTLAC12G_2    ,KTLAC12G,102.8,,,
MHEB  ,LONGSPR4,LSP1_10G_1    ,LSP1-10G,1030.6,,,
MHEB  ,MCARTHR7,MCA_1_8G_1    ,MCA 1-8G,56.5,,,
MHEB  ,PINEFLS7,PNFL1_6G_1    ,PNFL1-6G,89.6,,,
MHEB  ,POINTD27,PDB_1G_1      ,PDB   1G,17,,,
MHEB  ,POINTDB7,PDB1_16G_1    ,PDB1-16G,57,,,
MHEB  ,SCA_4_6G,SCA_4_6G_4    ,SCA-4-6G,0,,,
MHEB  ,SCE_1_3G,SCE_1_3G_1    ,SCE-1-3G,0,,,
MHEB  ,SELKIRK7,SELK1_2G_1    ,SELK1-2G,147.3,,,
MHEB  ,SELKIRK7,SELK1_2G_2    ,SELK1-2G,0,,,
MHEB  ,SLAVEFL7,SLFL1_8G_1    ,SLFL1-8G,68,,,
MP    ,BABBITT7,BABBITT7_1    ,BABBITT7,4,,,
MP    ,BLNCHRD7,BLNCHRD9_1    ,BLNCHRD9,18,,,
MP    ,BOISE_7 ,IMTRA_2G_1    ,IMTRA-2G,0,,,
MP    ,BOISE_7 ,BOISEC_9_1    ,BOISEC 9,48,,,
MP    ,BOSWELL4,BOSWE43G_3    ,BOSWE43G,364.5,,,
MP    ,BOSWELL4,BOSWE44G_4    ,BOSWE44G,563,,,
MP    ,BOSWELL7,BOSWE71G_1    ,BOSWE71G,75,,,
MP    ,BOSWELL7,BOSWE72G_2    ,BOSWE72G,75,,,
MP    ,BRAINRD7,BRAINRD9_1    ,BRAINRD9,1.8,,,
MP    ,CENTRDC4,CENTER2G_2    ,CENTER2G,491,,,
MP    ,CLOQUET7,CLOQUET7_3    ,CLOQUET7,2.4,,,
MP    ,CLOQUET7,CLOQUET7_4    ,CLOQUET7,1.2,,,
MP    ,DOGLAKE7,DOGLAKE9_1    ,DOGLAKE9,2,,,
MP    ,ETCO_G  ,ETCO_G_1      ,ETCO   G,0,,,
MP    ,FONDULAC,FONDULAC_1    ,FONDULAC,12,,,
MP    ,GENBUS_G,GENBUS_G_9    ,GENBUS G,36.2,,,
MP    ,HIBBARD7,HIBBARD7_3    ,HIBBARD7,34.5,,,
MP    ,HIBBARD7,HIBBARD7_4    ,HIBBARD7,34.5,,,
MP    ,HIBBARD7,HIBRD12G_1    ,HIBRD12G,25,,,
MP    ,HIBBARD7,HIBRD12G_2    ,HIBRD12G,25,,,
MP    ,HIBBTACG,HIBBTACG_1    ,HIBBTACG,0,,,
MP    ,HYDRO_G ,HYDRO_G_2     ,HYDRO  G,4,,,
MP    ,HYDRO_G ,IMTRA_1G_2    ,IMTRA-1G,11.4,,,
MP    ,INLAND_G,INLAND_G_1    ,INLAND G,0,,,
MP    ,LASKNJCT,LASKIN_7_1    ,LASKIN 7,61,,,
MP    ,LASKNJCT,LASKIN_7_2    ,LASKIN 7,60,,,
MP    ,LITTLEF7,LITTLEF9_1    ,LITTLEF9,4.6,,,
MP    ,LSPI_7  ,LSPI_9_1      ,LSPI   9,9.1,,,
MP    ,MILLSC3G,MILLSC3G_3    ,MILLSC3G,0,,,
MP    ,MILLSC3G,PELTZR2G_2    ,PELTZR2G,0,,,
MP    ,MILLSC3G,MILLSC2G_2    ,MILLSC2G,0,,,
MP    ,MILLSC3G,PELTZR3G_3    ,PELTZR3G,0,,,
MP    ,MILLSC3G,REGRINDG_1    ,REGRINDG,0,,,
MP    ,MILLSC3G,PELTZR4G_4    ,PELTZR4G,0,,,
MP    ,MILLSC3G,PRTRDGLG_1    ,PRTRDGLG,0,,,
MP    ,MILLSC3G,MILLSC4G_4    ,MILLSC4G,0,,,
MP    ,MILLSC3G,PELTZRMG_1    ,PELTZRMG,0,,,
MP    ,MNTC_A_G,MNTC_A_G_2    ,MNTC A G,0,,,
MP    ,MNTC_C_G,MNTC_C_G_1    ,MNTC C G,0,,,
MP    ,NATIONLG,NATIONLG_1    ,NATIONLG,0,,,
MP    ,NSM_2ABG,NSM_2ABG_2    ,NSM 2ABG,0,,,
MP    ,NSM_3A_G,NSM_3A_G_3    ,NSM 3A G,0,,,
MP    ,NSM_3A_G,NSM_3B_G_3    ,NSM 3B G,0,,,
MP    ,NSM_B1_G,NSM_B1_G_2    ,NSM B1 G,0,,,
MP    ,POTLTCH7,POTLTCH7_4    ,POTLTCH7,41.5,,,
MP    ,SBAYP_1G,SBAYP_1G_1    ,SBAYP 1G,50,,,
MP    ,SBAYP_2G,SBAYP_2G_2    ,SBAYP 2G,76.8,,,
MP    ,STINSJCT,STSN_GTG_1    ,STSN GTG,90,,,
MP    ,TACHBJCT,TAC_HBRG_1    ,TAC HBRG,240,,,
MP    ,THOM46_9,THOMSON7_6    ,THOMSON7,77.3,,,
MPS   ,GRNWD1  ,GRNWD1_1      ,GRNWD#1 ,59,,,
MPS   ,GRNWD1  ,GRDWD2_2      ,GRDWD#2 ,61,,,
MPS   ,GRNWD1  ,GRNWD3_3      ,GRNWD#3 ,61,,,
MPS   ,GRNWD1  ,GRNWD4_4      ,GRNWD#4 ,60,,,
MPS   ,NEVADA1 ,NEVADA1_1     ,NEVADA#1,20,,,
MPS   ,RGREEN3 ,RGREEN3_3     ,RGREEN#3,75,,,
MPS   ,SIBLEY3 ,SIBLEY3_3     ,SIBLEY#3,395,,,
MPS   ,SIBLEY3 ,SIBLEY2_2     ,SIBLEY#2,53,,,
MPS   ,SIBLEY3 ,SIBLEY1_1     ,SIBLEY#1,53,,,
MPS   ,TWA_5   ,TWA1_1        ,TWA#1   ,15,,,
MPS   ,TWA_5   ,TWA2_1        ,TWA#2   ,18,,,
MPW   ,9_SUB_5 ,MPW_9G_9      ,MPW   9G,164,,,
MPW   ,MPW_GEN8,MPW_GEN8_7    ,MPW GEN8,25.5,,,
MPW   ,MPW_GEN8,MPW_GEN8_8    ,MPW GEN8,44.3,,,
MPW   ,MPW_GEN8,MPW_GEN8_A    ,MPW GEN8,17.1,,,
NIPS  ,17DUNAC3,17DUNAC1_7    ,17DUNACR,160,,,
NIPS  ,17DUNAC3,17DUNAC1_8    ,17DUNACR,320,,,
NIPS  ,17DUNAC3,17DUNAC1_A    ,17DUNACR,31,,,
NIPS  ,17MCHCT1,17MCHCT1_2    ,17MCHCTY,60,,,
NIPS  ,17MCHCT1,17MCHCT1_3    ,17MCHCTY,60,,,
NIPS  ,17MCHCT3,17MCHCT3_C    ,17MCHCTY,469,,,
NIPS  ,17MITCHL,17MITCHL_4    ,17MITCHL,125,,,
NIPS  ,17MITCHL,17MITCHL_5    ,17MITCHL,125,,,
NIPS  ,17MITCHL,17MITCHL_6    ,17MITCHL,125,,,
NIPS  ,17MITCHL,17MITCHL_B    ,17MITCHL,110,,,
NIPS  ,17SCHAHF,17SCHAHF_E    ,17SCHAHF,431,,,
NIPS  ,17SCHAHF,17SCHAHF_F    ,17SCHAHF,472,,,
NIPS  ,17SCHAHF,17SCHAHF_H    ,17SCHAHF,361,,,
NIPS  ,17SCHAHF,17SCHAHF_I    ,17SCHAHF,361,,,
NIPS  ,17SCHAHF,17SCHAFR_A    ,17SCHAFR,78,,,
NIPS  ,17SCHAHF,17SCHAFR_B    ,17SCHAFR,77,,,
NPPD  ,BROKENBG,BROKENBG_1    ,BROKENBG,8.3,,,
NPPD  ,CANADAY4,CANADY1G_1    ,CANADY1G,125,,,
NPPD  ,CHERRY_I,BURDIC2G_2    ,BURDIC2G,24,,,
NPPD  ,CHERRY_I,BURDIC3G_3    ,BURDIC3G,60,,,
NPPD  ,CHERRY_I,CHERRY_I_1    ,CHERRY G,16.5,,,
NPPD  ,CHERRY_I,CHERRY_I_4    ,CHERRY G,14,,,
NPPD  ,COLMBS19,COLMBS1G_1    ,COLMBS1G,13.3,,,
NPPD  ,COLMBS19,COLMBS2G_2    ,COLMBS2G,13.3,,,
NPPD  ,COLMBS19,COLMBS3G_3    ,COLMBS3G,13.4,,,
NPPD  ,COOPER_3,COOPER1G_1    ,COOPER1G,797.8,,,
NPPD  ,CRETE_G ,CRETE_G_1     ,CRETE  G,15.7,,,
NPPD  ,D_HENRYG,D_HENRYG_1    ,D.HENRYG,18.05,,,
NPPD  ,DENVER_G,DENVER_G_1    ,DENVER G,37.03,,,
NPPD  ,EGYCNTR7,EGY_CTRG_1    ,EGY CTRG,77,,,
NPPD  ,EMERSONG,EMERSONG_1    ,EMERSONG,12,,,
NPPD  ,FAIRBRYG,FAIRBRYG_1    ,FAIRBRYG,11,,,
NPPD  ,FAIRBRYG,FAIRBRYG_2    ,FAIRBRYG,4.3,,,
NPPD  ,GENTLMN3,GENTLM1G_1    ,GENTLM1G,706,,,
NPPD  ,GENTLMN3,GENTLM2G_2    ,GENTLM2G,732,,,
NPPD  ,HEBRN_N7,HEBRON_G_1    ,HEBRON G,50,,,
NPPD  ,JEFFREY7,JEFFREYG_1    ,JEFFREYG,18,,,
NPPD  ,JOHN_1_7,JOHN_1_G_1    ,JOHN.1 G,19,,,
NPPD  ,JOHN_2_7,JOHN_2_G_2    ,JOHN.2 G,19,,,
NPPD  ,KINGSLY7,KINGSLYG_1    ,KINGSLYG,38,,,
NPPD  ,MCCOOK_8,MCCOOK_G_1    ,MCCOOK G,49,,,
NPPD  ,MOORE_3 ,SHELDN1G_1    ,SHELDN1G,121,,,
NPPD  ,MOORE_3 ,SHELDN2G_2    ,SHELDN2G,136,,,
NPPD  ,MOORE_3 ,SHELDONG_3    ,SHELDONG,50,,,
NPPD  ,N_PLATT4,N_PLATTG_1    ,N.PLATTG,24,,,
NPPD  ,ORD_G   ,ORD_G_2       ,ORD    G,3,,,
NPPD  ,SIDNEY_4,SIDNEY_4_1    ,SIDNEY 4,999,,,
NPPD  ,SUB_D_7 ,PLATTE1G_1    ,PLATTE1G,111,,,
NPPD  ,VICTR10G,VICTR10G_1    ,VICTR10G,0,,,
NPPD  ,W_POINTG,W_POINTG_2    ,W.POINTG,7.4,,,
NSP   ,ANSON_CG,ANSON_CG_1    ,ANSON CG,116,,,
NSP   ,ANSON_CG,ANSON_CG_2    ,ANSON CG,116,,,
NSP   ,AS_KING3,KING_31G_1    ,KING 31G,597,,,
NSP   ,BAYFRT88,BAYFRT88_5    ,BAYFRT88,22.7,,,
NSP   ,BAYFRT88,BAYFRT88_6    ,BAYFRT88,30,,,
NSP   ,BAYFRT88,BFTG4DSG_4    ,BFTG4DSG,20.2,,,
NSP   ,BIGFALL8,BIGFALL8_1    ,BIGFALL8,2.5,,,
NSP   ,BIGFALL8,BIGFALL8_2    ,BIGFALL8,2.5,,,
NSP   ,BIGFALL8,BIGFALL8_3    ,BIGFALL8,2.6,,,
NSP   ,BLEARTH8,BLEARTH8_1    ,BLEARTH8,8,,,
NSP   ,BLK_DOG4,BLK_D71G_1    ,BLK D71G,79,,,
NSP   ,BLK_DOG4,BLK_D72G_2    ,BLK D72G,110.7,,,
NSP   ,BLK_DOG4,BLK_D73G_3    ,BLK D73G,116.8,,,
NSP   ,BLK_DOG4,BLK_D74G_4    ,BLK D74G,183,,,
NSP   ,BLUE_LK3,BLUE_LK7_1    ,BLUE LK7,47,,,
NSP   ,BLUE_LK3,BLUE_LK7_2    ,BLUE LK7,47,,,
