North American Gas and Power ,,,,,,,,,,,,,,,,,,
Global Contract Report,,,,,,,,,,,,,,,,,,
,,,,,Commodity-Type and Associated Contract Numbers,,,,,,RANK,,,,Notional Value,,,
"ProLiance Energy, LLC",49006,500000,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,150,,89,,2207060,,10000,
"ProLiance Energy, LLC",49006,500000,Master Purchase Sale Firm,Enron North America Corp.,,96056764,,,,,150,,89,,2207060,,10000,
"ProLiance Energy, LLC",49006,500000,Netting Agreement,Enron North America Corp.,,96018745,,,,,150,,89,,2207060,,10000,
"ProLiance Energy, LLC",49006,500000,No Active Financial Contracts,,,,,,,,150,,89,,2207060,,10000,
"IGI Resources, Inc.",1799,500000,GTC Purchase Spot,Enron North America Corp.,,96062595,,,,,151,,69,,1965257,,632803,
"IGI Resources, Inc.",1799,500000,GTC Sale Spot,Enron North America Corp.,,96002899,,,,,151,,69,,1965257,,632803,
"IGI Resources, Inc.",1799,500000,Master Purchase Spot,Enron North America Corp.,,96000677,,,,,151,,69,,1965257,,632803,
"IGI Resources, Inc.",1799,500000,No Active Financial Contracts,,,,,,,,151,,69,,1965257,,632803,
"IGI Resources, Inc.",1799,500000,Online Canadian Firm Gas GTC with Collateral,Enron Canada Corp.,,,,,96038065,,151,,69,,1965257,,632803,
"IGI Resources, Inc.",1799,500000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96051681,,,,,151,,69,,1965257,,632803,
EnergyUSA - Appalachian Corp,95307,1000000,No Active Financial Contracts,,,,,,,,152,,,,1888509,,,
EnergyUSA - Appalachian Corp.,95307,1000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96058691,,,,,152,,,,1888509,,,
Kaztex Energy Management Inc.,1901,200000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96062244,,,,,153,,,,1836044,,,
Kaztex Energy Management Inc.,1901,200000,Master Purchase Sale Spot,Enron North America Corp.,,96000734,,,,,153,,,,1836044,,,
Kaztex Energy Management Inc.,1901,200000,Netting Agreement,Enron North America Corp.,,96018735,,,,,153,,,,1836044,,,
Kaztex Energy Management Inc.,1901,200000,No Active Financial Contracts,,,,,,,,153,,,,1836044,,,
Kaztex Energy Management Inc.,1901,200000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96033472,,,,,153,,,,1836044,,,
"Coast Energy Group, a division of Cornerstone Propane, L.P.",1005,0,General Terms and Conditions Sale Firm,Enron North America Corp.,,96061805,,,,,154,,,,1815628,,,
"Coast Energy Group, a division of Cornerstone Propane, L.P.",1005,0,GISB Base Contract 6.3.1,Enron North America Corp.,,96023476,,,,,154,,,,1815628,,,
"Coast Energy Group, a division of Cornerstone Propane, L.P.",1005,0,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,154,,,,1815628,,,
"Coast Energy Group, a division of Cornerstone Propane, L.P.",1005,0,Netting Agreement,Enron North America Corp.,,96023244,,,,,154,,,,1815628,,,
"Coast Energy Group, a division of Cornerstone Propane, L.P.",1005,0,No Active Financial Contracts,,,,,,,,154,,,,1815628,,,
Swift Energy Company,202,1323150,Bookout,Citrus Trading Corp.,,96004701,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,Enfolio Wellhead Pooling Point Purchase GTC,ENA Upstream Company LLC,,96076962,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96080613,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,General Terms and Conditions Sale Firm,ENA Upstream Company LLC,,96095054,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,GTC Purchase Spot,Enron North America Corp.,,96061760,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,No Active Financial Contracts,,,,,,,,155,,,,1655000,,,
Swift Energy Company,202,1323150,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96062642,,,,,155,,,,1655000,,,
"Tenaska Gas Storage, LLC",77252,200000,GTC Purchase Spot,Enron North America Corp.,,96064425,,,,,156,,,,1492381,,,
"Tenaska Gas Storage, LLC",77252,200000,No Active Financial Contracts,,,,,,,,156,,,,1492381,,,
"Tenaska Gas Storage, LLC",77252,200000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96061771,,,,,156,,,,1492381,,,
Tiger Natural Gas Inc.,3078,100000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96081523,,,,,157,,,,1476942,,,
Tiger Natural Gas Inc.,3078,100000,GISB Base Contract 6.3.1,Enron North America Corp.,,96029924,,,,,157,,,,1476942,,,
Tiger Natural Gas Inc.,3078,100000,GTC Sale Spot,Enron North America Corp.,,96002952,,,,,157,,,,1476942,,,
Tiger Natural Gas Inc.,3078,100000,Master Purchase Firm,Enron North America Corp.,,96001446,,,,,157,,,,1476942,,,
Tiger Natural Gas Inc.,3078,100000,Master Purchase Interruptible,Enron North America Corp.,,96001431,,,,,157,,,,1476942,,,
Tiger Natural Gas Inc.,3078,100000,No Active Financial Contracts,,,,,,,,157,,,,1476942,,,
KeySpan Gas East Corporation,64449,1000000,No Active Financial Contracts,,,,,,,,158,,,,1378693,,,
KeySpan Gas East Corporation,64449,1000000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96070368,,,,,158,,,,1378693,,,
UGI Utilities Inc.,34811,622461,General Terms and Conditions Sale Firm,Enron North America Corp.,,96057970,,,,,159,,,,1336594,,,
UGI Utilities Inc.,34811,622461,GTC Purchase Spot,Enron North America Corp.,,96033143,,,,,159,,,,1336594,,,
UGI Utilities Inc.,34811,622461,GTC Sale Spot,Enron North America Corp.,,96032708,,,,,159,,,,1336594,,,
UGI Utilities Inc.,34811,622461,No Active Financial Contracts,,,,,,,,159,,,,1336594,,,
UGI Utilities Inc.,34811,622461,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96063268,,,,,159,,,,1336594,,,
"Upstream Energy Services Company, L.L.C.",92260,200000,GTC Purchase Spot,Enron North America Corp.,,96086459,,,,,160,,,,1253061,,,
"Upstream Energy Services Company, L.L.C.",92260,200000,GTC Sale Spot,Enron North America Corp.,,96077535,,,,,160,,,,1253061,,,
"Upstream Energy Services Company, L.L.C.",92260,200000,No Active Financial Contracts,,,,,,,,160,,,,1253061,,,
"Upstream Energy Services Company, L.L.C.",92260,200000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96065384,,,,,160,,,,1253061,,,
Burlington Resources Trading Inc.,49935,16644483,92 ISDA - Local Currency/Single Juris,Enron North America Corp.,95001003,,,,,,161,,,,1135420,,,
Burlington Resources Trading Inc.,49935,16644483,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96023732,,,,,161,,,,1135420,,,
Burlington Resources Trading Inc.,49935,16644483,GISB Base Contract,Enron North America Corp.,,96004580,,,,,161,,,,1135420,,,
Burlington Resources Trading Inc.,49935,16644483,GISB Base Contract 6.3.1,Enron North America Corp.,,96048080,,,,,161,,,,1135420,,,
CLECO Corporation,61428,25000000,GISB Base Contract,Enron North America Corp.,,96021365,,,,,162,,,,1076854,,,
CLECO Corporation,61428,25000000,No Active Financial Contracts,,,,,,,,162,,,,1076854,,,
Texaco Inc.,3947,86875738,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96016934,,,,,,163,,,,1070000,,,
Texaco Inc.,3947,86875738,GTC Purchase Spot,Enron North America Corp.,,96067539,,,,,163,,,,1070000,,,
Texaco Inc.,3947,86875738,Master Purchase Interruptible,Enron North America Corp.,,96001410,,,,,163,,,,1070000,,,
"PG&E Energy Trading, Canada Corporation",54438,5000000,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,96022603,,,96022603,,,164,,8,,1060000,,71027728,
"PG&E Energy Trading, Canada Corporation",54438,5000000,Master Purchase Sale Firm,Enron North America Corp.,,96021046,,,,,164,,8,,1060000,,71027728,
"PG&E Energy Trading, Canada Corporation",54438,5000000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013844,,164,,8,,1060000,,71027728,
"PG&E Energy Trading, Canada Corporation",54438,5000000,Master Purchase Sale Interruptible,Enron North America Corp.,,96019761,,,,,164,,8,,1060000,,71027728,
Texaco Energy Marketing L.P.,74827,1000000,EES-Natural Gas Sales/Purchase Agreement,"Enron Energy Services, Inc.",,96086939,,,,,165,,,,1005000,,,
Texaco Energy Marketing L.P.,74827,1000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96035193,,,,,165,,,,1005000,,,
Texaco Energy Marketing L.P.,74827,1000000,No Active Financial Contracts,,,,,,,,165,,,,1005000,,,
South Jersey Resources Group LLC,52109,280862,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96067244,,,,,,166,,,,936926,,,
South Jersey Resources Group LLC,52109,280862,General Terms and Conditions Sale Firm,Enron North America Corp.,,96062793,,,,,166,,,,936926,,,
South Jersey Resources Group LLC,52109,280862,GTC Purchase Spot,Enron North America Corp.,,96022194,,,,,166,,,,936926,,,
South Jersey Resources Group LLC,52109,280862,GTC Sale Spot,Enron North America Corp.,,96004204,,,,,166,,,,936926,,,
South Jersey Resources Group LLC,52109,280862,Master Purchase Sale Firm,Enron North America Corp.,,96077629,,,,,166,,,,936926,,,
South Jersey Resources Group LLC,52109,280862,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96060409,,,,,166,,,,936926,,,
"NG Energy Trading, L.L.C.",86886,2000000,GISB Base Contract 6.3.1,"enovate, L.L.C.",,96058794,,,,,167,,,,906568,,,
"NG Energy Trading, L.L.C.",86886,2000000,GTC Purchase Spot,Enron North America Corp.,,96056317,,,,,167,,,,906568,,,
"NG Energy Trading, L.L.C.",86886,2000000,GTC Sale Spot,Enron North America Corp.,,96056374,,,,,167,,,,906568,,,
"NG Energy Trading, L.L.C.",86886,2000000,Master Purchase Sale Firm,Enron North America Corp.,,96090253,,,,,167,,,,906568,,,
"NG Energy Trading, L.L.C.",86886,2000000,No Active Financial Contracts,,,,,,,,167,,,,906568,,,
"Select Energy, Inc.",64168,2500000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96063278,,,,,,168,27,,,786560,4812350,,
"Select Energy, Inc.",64168,2500000,EES-Master Firm Purchase Agreement,"Enron Energy Services, Inc.",,96071208,,,,,168,27,,,786560,4812350,,
"Select Energy, Inc.",64168,2500000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96080287,,,,,168,27,,,786560,4812350,,
"Select Energy, Inc.",64168,2500000,GISB Base Contract,Enron North America Corp.,,96021594,,,,,168,27,,,786560,4812350,,
"Select Energy, Inc.",64168,2500000,Master Power Purchase and Sale Agreement,,,,96062114,,,,168,27,,,786560,4812350,,
"Select Energy, Inc.",64168,2500000,OnLine GTC Gas Long-Term Firm,Enron North America Corp.,,96044008,,,,,168,27,,,786560,4812350,,
Torch Energy Marketing Inc.,3089,800000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96059569,,,,,169,,,,740500,,,
Torch Energy Marketing Inc.,3089,800000,GTC Sale Spot,Enron North America Corp.,,96002950,,,,,169,,,,740500,,,
Torch Energy Marketing Inc.,3089,800000,Master Agreement (1992 - ECT Form),Enron North America Corp.,95000274,,,,,,169,,,,740500,,,
Torch Energy Marketing Inc.,3089,800000,Master Purchase Interruptible,Enron North America Corp.,,96001300,,,,,169,,,,740500,,,
Torch Energy Marketing Inc.,3089,800000,Netting Agreement,Enron North America Corp.,,96018766,,,,,169,,,,740500,,,
Torch Energy Marketing Inc.,3089,800000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96048534,,,,,169,,,,740500,,,
Barrett Resources Corporation,687,,Netting Agreement,Enron North America Corp.,,96023144,,,,,170,,,,725252,,,
Barrett Resources Corporation,687,,No Active Financial Contracts,,,,,,,,170,,,,725252,,,
"Astra Power, LLC",66205,25000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96049582,,,,,,171,,,,720000,,,
"Astra Power, LLC",66205,25000,GISB Base Contract,Enron North America Corp.,,96016458,,,,,171,,,,720000,,,
Reliant Energy HL&P,65372,0,Agreement for Economy Energy Services,,,,0,,,,172,87,,,699000,39534,,
Reliant Energy HL&P,65372,0,Base Agreement for the Purchase and Sale of Wholesale Power and Energy Service,,,,96000717,,,,172,87,,,699000,39534,,
Reliant Energy HL&P,65372,0,GISB Base Contract,Enron North America Corp.,,96009383,,,,,172,87,,,699000,39534,,
Reliant Energy HL&P,65372,0,Netting Agreement,Enron North America Corp.,,96019029,,,,,172,87,,,699000,39534,,
Reliant Energy HL&P,65372,0,No Active Financial Contracts,,,,,,,,172,87,,,699000,39534,,
Entex Gas Resources Corp.,80111,3865807,GTC Sale Spot,Enron North America Corp.,,96063475,,,,,173,,,,695000,,,
Entex Gas Resources Corp.,80111,3865807,No Active Financial Contracts,,,,,,,,173,,,,695000,,,
Entex Gas Resources Corp.,80111,3865807,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96062170,,,,,173,,,,695000,,,
Firm Trade Bridgeline,76530,5000000,ENA Book-See various Bridgeline contracts as listed.,,,,,,,,174,,,,620000,,,
"Kinder Morgan Texas Pipeline, L.P.",54292,7017152,GISB Base Contract 6.3.1,Enron North America Corp.,,96039682,,,,,175,,,,612000,,,
"Kinder Morgan Texas Pipeline, L.P.",54292,7017152,GTC Purchase Spot,Enron North America Corp.,,96062105,,,,,175,,,,612000,,,
"Kinder Morgan Texas Pipeline, L.P.",54292,7017152,GTC Sale Spot,Enron North America Corp.,,96067511,,,,,175,,,,612000,,,
"Kinder Morgan Texas Pipeline, L.P.",54292,7017152,No Active Financial Contracts,,,,,,,,175,,,,612000,,,
"Kinder Morgan Texas Pipeline, L.P.",54292,7017152,Transportation,Enron North America Corp.,,96077308,,,,,175,,,,612000,,,
Xcel Energy Inc.,265,0,GISB Base Contract 6.3.1,Enron North America Corp.,,96030063,,,,,176,,,,569056,,,
Xcel Energy Inc.,265,0,No Active Financial Contracts,,,,,,,,176,,,,569056,,,
Sempra Energy Solutions,77277,1750932,General Terms and Conditions Sale Firm,Enron North America Corp.,,96061806,,,,,177,,,,546138,,,
Sempra Energy Solutions,77277,1750932,GTC Purchase Spot,Enron North America Corp.,,96057566,,,,,177,,,,546138,,,
Sempra Energy Solutions,77277,1750932,GTC Sale Spot,Enron North America Corp.,,96054278,,,,,177,,,,546138,,,
Sempra Energy Solutions,77277,1750932,No Active Financial Contracts,,,,,,,,177,,,,546138,,,
Sempra Energy Solutions,77277,1750932,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96054069,,,,,177,,,,546138,,,
The Brooklyn Union Gas Company,41,12114735,Administrative or Other Services,Enron North America Corp.,,96001992,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,GTC Purchase Spot,Enron North America Corp.,,96044819,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,Master Purchase Sale Firm,Enron North America Corp.,,96000421,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,Master Sale Interruptible,Enron North America Corp.,,96000411,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,No Active Financial Contracts,,,,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,Single Transaction Sales Firm,Enron North America Corp.,,96000409,,,,,178,,,,424195,,,
The Brooklyn Union Gas Company,41,12114735,Storage,Enron North America Corp.,,96007321,,,,,178,,,,424195,,,
Florida Gas Utility,30487,10000,Bookout,Enron North America Corp.,,96011374,,,,,179,,,,420930,,,
Florida Gas Utility,30487,10000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96070384,,,,,179,,,,420930,,,
Florida Gas Utility,30487,10000,Master Sale Interruptible,Enron North America Corp.,,96029251,,,,,179,,,,420930,,,
Florida Gas Utility,30487,10000,No Active Financial Contracts,,,,,,,,179,,,,420930,,,
Florida Gas Utility,30487,10000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96062383,,,,,179,,,,420930,,,
Exelon Energy Company,80575,1803738,GTC Purchase Spot,Enron North America Corp.,,96057963,,,,,180,,,,407658,,,
Exelon Energy Company,80575,1803738,GTC Sale Spot,Enron North America Corp.,,96053193,,,,,180,,,,407658,,,
Exelon Energy Company,80575,1803738,No Active Financial Contracts,,,,,,,,180,,,,407658,,,
Exelon Energy Company,80575,1803738,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96045729,,,,,180,,,,407658,,,
Equitable Gas Company,30281,0,GISB Base Contract,Enron North America Corp.,,96029557,,,,,181,,,,389571,,,
Equitable Gas Company,30281,0,Master Purchase Sale Firm,Enron North America Corp.,,96003499,,,,,181,,,,389571,,,
Equitable Gas Company,30281,0,No Active Financial Contracts,,,,,,,,181,,,,389571,,,
"Washington Gas Energy Services, Inc.",51521,750000,GTC Sale Spot,Enron North America Corp.,,96012768,,,,,182,,,,389486,,,
"Washington Gas Energy Services, Inc.",51521,750000,No Active Financial Contracts,,,,,,,,182,,,,389486,,,
"Washington Gas Energy Services, Inc.",51521,750000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96046504,,,,,182,,,,389486,,,
"Copano Energy Services/Upper Gulf Coast, L.P.",53238,100000,GTC Sale Spot,Enron North America Corp.,,96022317,,,,,183,,,,385000,,,
"Copano Energy Services/Upper Gulf Coast, L.P.",53238,100000,No Active Financial Contracts,,,,,,,,183,,,,385000,,,
"Copano Energy Services/Upper Gulf Coast, L.P.",53238,100000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96051457,,,,,183,,,,385000,,,
"Infinite Energy, Inc.",56039,50000,Bookout,Enron North America Corp.,,96017256,,,,,184,,,,372893,,,
"Infinite Energy, Inc.",56039,50000,GISB Base Contract 6.3.1,Enron North America Corp.,,96049612,,,,,184,,,,372893,,,
"Infinite Energy, Inc.",56039,50000,No Active Financial Contracts,,,,,,,,184,,,,372893,,,
National Fuel Gas Distribution Corporation,2289,1000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96020037,,,,,185,,90,,356150,,5000,
National Fuel Gas Distribution Corporation,2289,1000000,No Active Financial Contracts,,,,,,,,185,,90,,356150,,5000,
National Fuel Gas Distribution Corporation,2289,1000000,Single Transaction Sales Firm,Enron North America Corp.,,96000967,,,,,185,,90,,356150,,5000,
Hunt Oil Company,11175,5000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96028946,,,,,186,,,,355855,,,
Hunt Oil Company,11175,5000000,GTC Purchase Spot,ENA Upstream Company LLC,,96062388,,,,,186,,,,355855,,,
Hunt Oil Company,11175,5000000,Master Purchase Interruptible,Enron North America Corp.,,96000675,,,,,186,,,,355855,,,
Hunt Oil Company,11175,5000000,No Active Financial Contracts,,,,,,,,186,,,,355855,,,
"Consolidated Edison Solutions, Inc.",56630,1906716,EFP Master Purchase Sale Firm Contract,Enron North America Corp.,,96001634,,,,,187,,,,346793,,,
"Consolidated Edison Solutions, Inc.",56630,1906716,GISB Base Contract,Enron North America Corp.,,96029232,,,,,187,,,,346793,,,
"Consolidated Edison Solutions, Inc.",56630,1906716,Master Purchase Sale Firm,Enron North America Corp.,,96002347,,,,,187,,,,346793,,,
"Consolidated Edison Solutions, Inc.",56630,1906716,No Active Financial Contracts,,,,,,,,187,,,,346793,,,
Eagle Gas Marketing Company,1238,160000,92 ISDA - Local Currency/Single Juris,Enron North America Corp.,96019512,,,,,,188,,,,339500,,,
Eagle Gas Marketing Company,1238,160000,GISB Base Contract 6.3.1,Enron North America Corp.,,96005356,,,,,188,,,,339500,,,
Eagle Gas Marketing Company,1238,160000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96085381,,,,,188,,,,339500,,,
"AEC Marketing (USA), Inc.",58009,5000000,GTC Purchase Spot,Enron North America Corp.,,96014043,,,,,189,,,,299290,,,
"AEC Marketing (USA), Inc.",58009,5000000,GTC Sale Spot,Enron North America Corp.,,96021219,,,,,189,,,,299290,,,
"AEC Marketing (USA), Inc.",58009,5000000,Master Purchase Sale Firm,Enron North America Corp.,,96017703,,,,,189,,,,299290,,,
"AEC Marketing (USA), Inc.",58009,5000000,Netting Agreement,Enron North America Corp.,,96023573,,,,,189,,,,299290,,,
"AEC Marketing (USA), Inc.",58009,5000000,No Active Financial Contracts,,,,,,,,189,,,,299290,,,
Calcasieu Gas Gathering System,826,500000,GISB Base Contract 6.3.1,Enron North America Corp.,,96029085,,,,,190,,,,291780,,,
Calcasieu Gas Gathering System,826,500000,Master Purchase Sale Spot,Enron North America Corp.,,96004513,,,,,190,,,,291780,,,
Calcasieu Gas Gathering System,826,500000,No Active Financial Contracts,,,,,,,,190,,,,291780,,,
Calcasieu Gas Gathering System,826,500000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96061972,,,,,190,,,,291780,,,
Direct Energy Marketing Limited,6198,250000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96085778,,,,,191,,32,,289500,,6950000,
Direct Energy Marketing Limited,6198,250000,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96067324,,191,,32,,289500,,6950000,
Direct Energy Marketing Limited,6198,250000,Master Purchase Sale Interruptible,Enron North America Corp.,,96000382,,,,,191,,32,,289500,,6950000,
Direct Energy Marketing Limited,6198,250000,No Active Financial Contracts,,,,,,,,191,,32,,289500,,6950000,
Direct Energy Marketing Limited,6198,250000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96063728,,,,,191,,32,,289500,,6950000,
Sierra Pacific Power Company,2846,0,General Terms and Conditions Sale Firm,Enron North America Corp.,,96064176,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,GTC Purchase Spot,Enron North America Corp.,,96002513,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,GTC Sale Spot,Enron North America Corp.,,96002941,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,Letter Agreement - Transportation,Enron North America Corp.,,96059410,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,Master Purchase Sale Firm,Enron North America Corp.,,96002100,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,No Active Financial Contracts,,,,,,,,192,89,66,,265000,28794,670500,
Sierra Pacific Power Company,2846,0,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96034207,,192,89,66,,265000,28794,670500,
"SG Interests I, Ltd.",193,200000,Master Purchase Interruptible,Enron North America Corp.,,96001203,,,,,193,,,,248000,,,
"SG Interests I, Ltd.",193,200000,Master Purchase Sale Firm,Enron North America Corp.,,96001197,,,,,193,,,,248000,,,
"SG Interests I, Ltd.",193,200000,No Active Financial Contracts,,,,,,,,193,,,,248000,,,
"National Energy & Trade, L.L.C.",53782,10000,GTC Purchase Spot,Enron North America Corp.,,96016861,,,,,194,,,,191298,,,
"National Energy & Trade, L.L.C.",53782,10000,GTC Sale Spot,Enron North America Corp.,,96015021,,,,,194,,,,191298,,,
"National Energy & Trade, L.L.C.",53782,10000,Netting Agreement,Enron North America Corp.,,96019058,,,,,194,,,,191298,,,
"National Energy & Trade, L.L.C.",53782,10000,No Active Financial Contracts,,,,,,,,194,,,,191298,,,
"National Energy & Trade, L.L.C.",53782,10000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96036584,,,,,194,,,,191298,,,
"AES NewEnergy, Inc.",55947,75000,GTC Purchase Spot,Enron North America Corp.,,96061920,,,,,195,61,,,189278,265846,,
"AES NewEnergy, Inc.",55947,75000,GTC Sale Spot,Enron North America Corp.,,96061790,,,,,195,61,,,189278,265846,,
"AES NewEnergy, Inc.",55947,75000,Master Energy Purchase and Sale Agreement,,,,96022495,,,,195,61,,,189278,265846,,
"AES NewEnergy, Inc.",55947,75000,No Active Financial Contracts,,,,,,,,195,61,,,189278,265846,,
"AES NewEnergy, Inc.",55947,75000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96062281,,,,,195,61,,,189278,265846,,
Highland Energy Company,1709,10000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96063493,,,,,196,,,,172061,,,
Highland Energy Company,1709,10000,GTC Purchase Spot,Enron North America Corp.,,96061758,,,,,196,,,,172061,,,
Highland Energy Company,1709,10000,GTC Sale Spot,Enron North America Corp.,,96062104,,,,,196,,,,172061,,,
Highland Energy Company,1709,10000,Netting Agreement,Enron North America Corp.,,96018733,,,,,196,,,,172061,,,
Highland Energy Company,1709,10000,No Active Financial Contracts,,,,,,,,196,,,,172061,,,
Highland Energy Company,1709,10000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96061756,,,,,196,,,,172061,,,
Upstream Energy Services Co,49992,,No Active Financial Contracts,,,,,,,,197,,,,168366,,,
Upstream Energy Services Co. (Inactive CP),49992,,No Active Physical Natural Gas Contracts,,,,,,,,197,,,,168366,,,
Utilicorp United Inc.,169,44572629,Administrative or Other Services,Enron North America Corp.,,96064743,,,,,198,,,,165000,,,
Utilicorp United Inc.,169,44572629,GISB Base Contract 6.3.1,Enron North America Corp.,,96013951,,,,,198,,,,165000,,,
Utilicorp United Inc.,169,44572629,Master Purchase Sale Firm,Enron North America Corp.,,96033084,,,,,198,,,,165000,,,
Utilicorp United Inc.,169,44572629,No Active Financial Contracts,,,,,,,,198,,,,165000,,,
J. M. Huber Corporation,1763,250000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96021719,,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,Capacity Release,Enron North America Corp.,,96060260,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,GTC Purchase Spot,ENA Upstream Company LLC,,96084452,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,GTC Sale Spot,Enron North America Corp.,,96062733,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,Letter Agreement - Transportation,Enron North America Corp.,,96062586,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,Master Purchase Interruptible,Enron North America Corp.,,96003224,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,Master Purchase Sale Firm,Enron North America Corp.,,96058476,,,,,199,,,,163500,,,
J. M. Huber Corporation,1763,250000,Master Sale Interruptible,Enron North America Corp.,,96003093,,,,,199,,,,163500,,,
"Consolidated Edison Energy, Inc.",75073,3864577,Master Power Purchase and Sale Agreement,,,,96054363,,,,200,53,,,155000,582911,,
"Consolidated Edison Energy, Inc.",75073,3864577,No Active Financial Contracts,,,,,,,,200,53,,,155000,582911,,
"Consolidated Edison Energy, Inc.",75073,3864577,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96082168,,,,,200,53,,,155000,582911,,
Central Illinois Light Company,881,95145168,GTC Purchase Spot,Enron North America Corp.,,96013868,,,,,201,107,,,144930,3519,,
Central Illinois Light Company,881,95145168,Master Power Purchase and Sale Agreement,,,,96060785,,,,201,107,,,144930,3519,,
Central Illinois Light Company,881,95145168,Master Purchase Sale Firm,Enron North America Corp.,,96000389,,,,,201,107,,,144930,3519,,
Central Illinois Light Company,881,95145168,Master Sale Firm,Enron North America Corp.,,96000376,,,,,201,107,,,144930,3519,,
Central Illinois Light Company,881,95145168,Master Sale Interruptible,Enron North America Corp.,,96000380,,,,,201,107,,,144930,3519,,
Central Illinois Light Company,881,95145168,No Active Financial Contracts,,,,,,,,201,107,,,144930,3519,,
"Niagara Mohawk Energy Marketing, Inc.",62604,681843,General Terms and Conditions Sale Firm,Enron North America Corp.,,96071231,,,,,202,114,,,141593,2285,,
"Niagara Mohawk Energy Marketing, Inc.",62604,681843,GISB Base Contract,Enron North America Corp.,,96004581,,,,,202,114,,,141593,2285,,
"Niagara Mohawk Energy Marketing, Inc.",62604,681843,No Active Financial Contracts,,,,,,,,202,114,,,141593,2285,,
