,,                 HA/DA,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000-11-03 00:00:00,1,NP15,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NV4,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SF,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SR2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SR2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,SF,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-2.15,-25,-25,-22.99,-26.99,-27.43,-31.11,1,1,1,-1.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,NW2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW1,NW2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW2,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NW3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SF,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SP15,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR2,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR2,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR2,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR2,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,SR3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
