EOLTRAN,DATE,TIME,COMBINED,DAY,USERNM,USER#,COUNTERPTY,ENRON,BEGDATE,ENDDATE,TENOR,QUAN,VOLUME,MEA,P,PRICEINDEX,QUOTED,INDEX,TRDPR,DISC,US000,TRADE,SETTL
751215,2001-01-09 00:00:00,02:18:00,2001-01-09 02:18:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,27.42,     ,27.42,5.32,681,27.63,27.63
751216,2001-01-09 00:00:00,02:19:00,2001-01-09 02:19:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,27.4,     ,27.4,5.32,681,27.63,27.63
751256,2001-01-09 00:00:00,02:47:00,2001-01-09 02:47:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.42,     ,27.42,5.32,681,27.63,27.63
751311,2001-01-09 00:00:00,03:14:00,2001-01-09 03:14:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.48,     ,27.48,5.32,683,27.63,27.63
756008,2001-01-10 00:00:00,03:34:00,2001-01-10 03:34:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.72,     ,27.71,    ,693,     ,     
760895,2001-01-10 00:00:00,21:08:00,2001-01-10 21:08:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.54,     ,29.54,    ,738,     ,     
760896,2001-01-10 00:00:00,21:24:00,2001-01-10 21:24:00,MON,RICHAR,52521,ECT - SING,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.57,     ,29.57,    ,739,     ,     
815465,2001-01-28 00:00:00,21:40:00,2001-01-28 21:40:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.9,     ,29.9,    ,747,     ,     
821634,2001-01-29 00:00:00,22:20:00,2001-01-29 22:20:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.08,     ,29.08,    ,727,     ,     
821906,2001-01-30 00:00:00,03:22:00,2001-01-30 03:22:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.06,     ,29.05,    ,726,     ,     
822058,2001-01-30 00:00:00,04:45:00,2001-01-30 04:45:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.02,     ,29.02,    ,725,     ,     
834240,2001-01-31 00:00:00,23:50:00,2001-01-31 23:50:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,28.6,     ,28.6,    ,715,     ,     
834333,2001-02-01 00:00:00,02:20:00,2001-02-01 02:20:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,28.58,     ,28.58,    ,714,     ,     
841195,2001-02-02 00:00:00,04:19:00,2001-02-02 04:19:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.74,     ,29.74,    ,743,     ,     
841198,2001-02-02 00:00:00,04:21:00,2001-02-02 04:21:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.7,     ,29.7,    ,742,     ,     
858514,2001-02-07 00:00:00,00:23:00,2001-02-07 00:23:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.22,     ,30.21,    ,755,     ,     
858550,2001-02-07 00:00:00,01:37:00,2001-02-07 01:37:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.24,     ,30.24,    ,756,     ,     
858827,2001-02-07 00:00:00,04:30:00,2001-02-07 04:30:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.38,     ,30.37,    ,759,     ,     
871124,2001-02-09 00:00:00,03:26:00,2001-02-09 03:26:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,31.26,     ,31.26,    ,781,     ,     
871135,2001-02-09 00:00:00,03:32:00,2001-02-09 03:32:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,31.2,     ,31.2,    ,780,     ,     
871169,2001-02-09 00:00:00,03:45:00,2001-02-09 03:45:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC2      ,31.16,     ,31.16,    ,779,     ,     
871215,2001-02-09 00:00:00,04:13:00,2001-02-09 04:13:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.45,     ,31.45,    ,786,     ,     
875873,2001-02-11 00:00:00,20:25:00,2001-02-11 20:25:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,30.69,     ,30.69,    ,767,     ,     
880950,2001-02-12 00:00:00,20:47:00,2001-02-12 20:47:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.41,     ,30.41,    ,760,     ,     
880957,2001-02-12 00:00:00,22:51:00,2001-02-12 22:51:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,20000,   ,S,NXC1      ,30.36,     ,30.36,    ,607,     ,     
881018,2001-02-13 00:00:00,02:00:00,2001-02-13 02:00:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,5000,   ,S,NXC1      ,30.36,     ,30.36,    ,151,     ,     
881078,2001-02-13 00:00:00,03:00:00,2001-02-13 03:00:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.33,     ,30.33,    ,758,     ,     
892369,2001-02-14 00:00:00,19:35:00,2001-02-14 19:35:00,MON,RICHAR,52521,ECT - SING,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,20000,   ,S,NXC1      ,29.38,     ,29.37,    ,587,     ,     
903343,2001-02-20 00:00:00,02:05:00,2001-02-20 02:05:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC1      ,29.38,     ,29.37,    ,734,     ,     
908018,2001-02-21 00:00:00,02:25:00,2001-02-21 02:25:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.72,     ,28.71,    ,718,     ,     
908019,2001-02-21 00:00:00,02:26:00,2001-02-21 02:26:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.74,     ,28.74,    ,718,     ,     
908029,2001-02-21 00:00:00,02:29:00,2001-02-21 02:29:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.76,     ,28.76,    ,719,     ,     
908030,2001-02-21 00:00:00,02:30:00,2001-02-21 02:30:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.78,     ,28.78,    ,719,     ,     
913043,2001-02-21 00:00:00,18:51:00,2001-02-21 18:51:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC1      ,28.93,     ,28.93,    ,723,     ,     
913044,2001-02-21 00:00:00,18:52:00,2001-02-21 18:52:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,L,NXC1      ,28.91,     ,28.91,    ,722,     ,     
936215,2001-02-27 00:00:00,20:03:00,2001-02-27 20:03:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC1      ,28.24,     ,28.24,    ,706,     ,     
942206,2001-02-28 00:00:00,20:58:00,2001-02-28 20:58:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,27.42,     ,27.42,    ,685,     ,     
942207,2001-02-28 00:00:00,20:58:00,2001-02-28 20:58:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,3,1,25000,   ,S,NXC2      ,27.44,     ,27.44,    ,686,     ,     
947936,2001-03-01 00:00:00,20:05:00,2001-03-01 20:05:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,10000,   ,S,NXC1      ,27.86,     ,27.86,    ,278,     ,     
947938,2001-03-01 00:00:00,20:05:00,2001-03-01 20:05:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,27.86,     ,27.86,    ,696,     ,     
953043,2001-03-04 00:00:00,19:54:00,2001-03-04 19:54:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,28.02,     ,28.02,    ,700,     ,     
975366,2001-03-08 00:00:00,20:57:00,2001-03-08 20:57:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,28.31,     ,28.3,    ,707,     ,     
975542,2001-03-09 00:00:00,02:58:00,2001-03-09 02:58:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC1      ,28.33,     ,28.33,    ,708,     ,     
975771,2001-03-09 00:00:00,04:41:00,2001-03-09 04:41:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,28.31,     ,28.3,    ,707,     ,     
998936,2001-03-15 00:00:00,03:38:00,2001-03-15 03:38:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,S,NXC1      ,26.65,     ,26.65,    ,666,     ,     
1004266,2001-03-15 00:00:00,20:26:00,2001-03-15 20:26:00,MON,RICHAR,52521,ECT - SING,Y,2001-04-01 00:00:00,2001-04-30 00:00:00,2,1,25000,   ,L,NXC1      ,26.51,     ,26.51,    ,662,     ,     
1020633,2001-03-21 00:00:00,02:13:00,2001-03-21 02:13:00,MON,RICHAR,52521,ECT - SING,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,35000,   ,L,NXC1      ,26.08,     ,26.08,    ,912,     ,     
1056903,2001-03-29 00:00:00,01:31:00,2001-03-29 01:31:00,MON,RICHAR,52521,ECT - SING,Y,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,S,NXC1      ,26.56,     ,26.55,    ,1328,     ,     
1057257,2001-03-29 00:00:00,05:25:00,2001-03-29 05:25:00,MON,NSAPER,92858,GLENCORE C, ,2001-05-01 00:00:00,2001-05-31 00:00:00,3,1,50000,   ,L,NXC2      ,26.62,     ,26.62,    ,1331,     ,     
726298,2001-01-01 00:00:00,18:04:00,2001-01-01 18:04:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,26.97,     ,26.96,6,669,26.79,27.63
726303,2001-01-01 00:00:00,18:12:00,2001-01-01 18:12:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.07,     ,27.07,6,671,26.79,27.63
726305,2001-01-01 00:00:00,18:20:00,2001-01-01 18:20:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.11,     ,27.11,6,672,26.79,27.63
726306,2001-01-01 00:00:00,18:21:00,2001-01-01 18:21:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.13,     ,27.12,6,673,26.79,27.63
726307,2001-01-01 00:00:00,18:21:00,2001-01-01 18:21:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.15,     ,27.15,6,673,26.79,27.63
726518,2001-01-02 00:00:00,05:48:00,2001-01-02 05:48:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.23,     ,27.23,5.94,675,27.2,27.63
726519,2001-01-02 00:00:00,05:48:00,2001-01-02 05:48:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.25,     ,27.25,5.94,676,27.2,27.63
726535,2001-01-02 00:00:00,06:03:00,2001-01-02 06:03:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.27,     ,27.27,5.94,676,27.2,27.63
726565,2001-01-02 00:00:00,06:50:00,2001-01-02 06:50:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.29,     ,27.29,5.94,677,27.2,27.63
731874,2001-01-03 00:00:00,07:55:00,2001-01-03 07:55:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.24,     ,27.24,5.79,676,28,0.104
736590,2001-01-04 00:00:00,05:53:00,2001-01-04 05:53:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.78,     ,27.78,5.55,690,28.13,27.63
736592,2001-01-04 00:00:00,05:59:00,2001-01-04 05:59:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.76,     ,27.76,5.55,689,28.13,27.63
736601,2001-01-04 00:00:00,06:06:00,2001-01-04 06:06:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.74,     ,27.74,5.55,689,28.13,27.63
736607,2001-01-04 00:00:00,06:22:00,2001-01-04 06:22:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.72,     ,27.71,5.55,688,28.13,27.63
736731,2001-01-04 00:00:00,07:09:00,2001-01-04 07:09:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,S,NXC2      ,27.76,     ,27.76,5.55,413,28.13,0.109
736827,2001-01-04 00:00:00,07:27:00,2001-01-04 07:27:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.74,     ,27.74,5.55,689,28.13,0.109
741383,2001-01-05 00:00:00,07:16:00,2001-01-05 07:16:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.22,     ,28.21,5.36,701,27.95,27.63
741407,2001-01-05 00:00:00,07:20:00,2001-01-05 07:20:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.19,     ,28.19,5.36,700,27.95,27.63
741617,2001-01-05 00:00:00,07:56:00,2001-01-05 07:56:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.2,     ,28.2,5.36,700,27.95,27.63
746093,2001-01-07 00:00:00,18:00:00,2001-01-07 18:00:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.14,     ,28.13,5.36,699,27.95,0.111
746094,2001-01-07 00:00:00,18:00:00,2001-01-07 18:00:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.16,     ,28.16,5.36,700,27.95,27.63
746096,2001-01-07 00:00:00,18:00:00,2001-01-07 18:00:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.18,     ,28.18,5.36,700,27.95,0.111
746099,2001-01-07 00:00:00,18:01:00,2001-01-07 18:01:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.2,     ,28.2,5.36,701,27.95,0.111
746101,2001-01-07 00:00:00,18:01:00,2001-01-07 18:01:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.22,     ,28.21,5.36,701,27.95,0.111
746107,2001-01-07 00:00:00,18:04:00,2001-01-07 18:04:00,MON,DREWCH,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.2,     ,28.2,5.36,701,27.95,0.111
746111,2001-01-07 00:00:00,18:10:00,2001-01-07 18:10:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.22,     ,28.21,5.36,701,27.95,0.111
746112,2001-01-07 00:00:00,18:11:00,2001-01-07 18:11:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.24,     ,28.24,5.36,702,27.95,27.63
746113,2001-01-07 00:00:00,18:11:00,2001-01-07 18:11:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.26,     ,28.26,5.36,702,27.95,27.63
746122,2001-01-07 00:00:00,18:21:00,2001-01-07 18:21:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.24,     ,28.24,5.36,702,27.95,0.111
746125,2001-01-07 00:00:00,18:22:00,2001-01-07 18:22:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.22,     ,28.21,5.36,701,27.95,0.111
746143,2001-01-07 00:00:00,18:58:00,2001-01-07 18:58:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.2,     ,28.2,5.36,701,27.95,0.111
746144,2001-01-07 00:00:00,18:58:00,2001-01-07 18:58:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.18,     ,28.18,5.36,700,27.95,27.63
746145,2001-01-07 00:00:00,19:04:00,2001-01-07 19:04:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.16,     ,28.16,5.36,700,27.95,27.63
746146,2001-01-07 00:00:00,19:04:00,2001-01-07 19:04:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,28.14,     ,28.13,5.36,699,27.95,27.63
746358,2001-01-08 00:00:00,04:08:00,2001-01-08 04:08:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.1,     ,28.1,5.3,698,27.32,27.63
746555,2001-01-08 00:00:00,06:57:00,2001-01-08 06:57:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.14,     ,28.13,5.3,699,27.32,0.108
746562,2001-01-08 00:00:00,06:59:00,2001-01-08 06:59:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.16,     ,28.16,5.3,700,27.32,27.63
746570,2001-01-08 00:00:00,07:01:00,2001-01-08 07:01:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.18,     ,28.18,5.3,700,27.32,27.63
746611,2001-01-08 00:00:00,07:10:00,2001-01-08 07:10:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,S,NXC1      ,28.2,     ,28.2,5.3,420,27.32,27.63
770070,2001-01-15 00:00:00,18:00:00,2001-01-15 18:00:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.34,     ,30.34,    ,758,     ,     
770081,2001-01-15 00:00:00,18:07:00,2001-01-15 18:07:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.32,     ,30.32,    ,758,     ,     
770086,2001-01-15 00:00:00,18:13:00,2001-01-15 18:13:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.34,     ,30.34,    ,758,     ,     
770097,2001-01-15 00:00:00,20:52:00,2001-01-15 20:52:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.4,     ,30.4,    ,760,     ,     
770098,2001-01-15 00:00:00,21:00:00,2001-01-15 21:00:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.36,     ,30.36,    ,759,     ,     
770099,2001-01-15 00:00:00,21:01:00,2001-01-15 21:01:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.32,     ,30.32,    ,758,     ,     
770100,2001-01-15 00:00:00,21:10:00,2001-01-15 21:10:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.34,     ,30.34,    ,758,     ,     
770157,2001-01-16 00:00:00,01:50:00,2001-01-16 01:50:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.38,     ,30.37,    ,759,     ,     
770332,2001-01-16 00:00:00,03:25:00,2001-01-16 03:25:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.44,     ,30.44,    ,761,     ,     
770347,2001-01-16 00:00:00,03:30:00,2001-01-16 03:30:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.47,     ,30.46,    ,761,     ,     
770351,2001-01-16 00:00:00,03:34:00,2001-01-16 03:34:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.5,     ,30.5,    ,762,     ,     
770354,2001-01-16 00:00:00,03:35:00,2001-01-16 03:35:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.56,     ,30.55,    ,764,     ,     
770416,2001-01-16 00:00:00,04:19:00,2001-01-16 04:19:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.5,     ,30.5,    ,762,     ,     
770424,2001-01-16 00:00:00,04:27:00,2001-01-16 04:27:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.47,     ,30.46,    ,761,     ,     
770429,2001-01-16 00:00:00,04:29:00,2001-01-16 04:29:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.44,     ,30.44,    ,761,     ,     
770433,2001-01-16 00:00:00,04:33:00,2001-01-16 04:33:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.41,     ,30.41,    ,760,     ,     
770437,2001-01-16 00:00:00,04:35:00,2001-01-16 04:35:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.38,     ,30.37,    ,759,     ,     
770587,2001-01-16 00:00:00,05:48:00,2001-01-16 05:48:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.26,     ,30.26,    ,756,     ,     
770601,2001-01-16 00:00:00,06:02:00,2001-01-16 06:02:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.23,     ,30.23,    ,755,     ,     
770603,2001-01-16 00:00:00,06:04:00,2001-01-16 06:04:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.2,     ,30.2,    ,755,     ,     
770604,2001-01-16 00:00:00,06:04:00,2001-01-16 06:04:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.17,     ,30.17,    ,754,     ,     
770613,2001-01-16 00:00:00,06:10:00,2001-01-16 06:10:00,MON,RSRSRS,55109,HESS ENERG,N,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.14,     ,30.13,    ,753,     ,     
