,,,,,
Entity,Entity,Entity,Attribute,Attribute,Attribute
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,SOURCE_SYSTEM_ID,The SOURCE_SYSTEM's unique code for the SERVICE_STATUS,
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,SERVICE_STATUS_DESCRIPTION,The description of the SERVICE_STATUS,
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,JOB_KEY,The job which created the row,
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,UPDATE_JOB_KEY,The job which updated the row,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",SOURCE_SYSTEM_KEY,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",SOURCE_SYSTEM_NUMBER,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",SOURCE_SYSTEM_STRING,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",SOURCE_SYSTEM_DESCRIPTION,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",DATAWAREHOUSE_FIELD_NAME,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",DATAWAREHOUSE_KEY,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",DATEWAREHOUSE_DESCRIPTION,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",EFFECTIVE_DATE,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",TERMINATION_DATE,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",JOB_KEY,,
SOURCE_CODE_TRANSLATION,"This table is used to support commonization of SOURCE_SYSTEM codes, types and status's.  SOURCE_SYSTEM codes will be commonized via translations to predefined data warehouse target values (DATAWAREHOUSE_KEY) n the SOURCE_CODE_TRANSLATION table.","One of the main focuses of V7 will be using this table to commonize codes, types, and status's.  Until V7, this table will only be used lightly and on an as-needed basis.",UPDATE_JOB_KEY,,
SOURCE_SYSTEM,"A system from which data in the data warehouse was sourced.  e.g. STAT, LodeStar, ALTRA, HP National, HP CA, HP COH, HP Power, OFSAP, MSAP, etc.",,SOURCE_SYSTEM_KEY,The data warehouse's unique identifier of a SOURCE_SYSTEM.,
SOURCE_SYSTEM,"A system from which data in the data warehouse was sourced.  e.g. STAT, LodeStar, ALTRA, HP National, HP CA, HP COH, HP Power, OFSAP, MSAP, etc.",,SOURCE_SYSTEM_NAME,"The name of the source system (ie STAT, Lodestar, etc)",
SOURCE_SYSTEM,"A system from which data in the data warehouse was sourced.  e.g. STAT, LodeStar, ALTRA, HP National, HP CA, HP COH, HP Power, OFSAP, MSAP, etc.",,JOB_KEY,Job that created the row.,
SOURCE_SYSTEM,"A system from which data in the data warehouse was sourced.  e.g. STAT, LodeStar, ALTRA, HP National, HP CA, HP COH, HP Power, OFSAP, MSAP, etc.",,UPDATE_JOB_KEY,Job that updated the row,
STATE,A STATE is a Geographical region within a COUNTRY.,,STATE_KEY,,
STATE,A STATE is a Geographical region within a COUNTRY.,,STATE_NAME,,
STATE,A STATE is a Geographical region within a COUNTRY.,,STATE_ABBREVIATION,,
STATREADFLAG,,,STATUS,,
STATREADFLAG,,,TMSTAMP,,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,SUPPLIER_KEY,The data warehouse unique identifier for a SUPPLIER.,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,SUPPLIER_TYPE_KEY,System generated key representing a type of SUPPLIER.    Possible Values: 0 = 'Unknown' 1 = 'UDC',
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM from which this row was created and/or updated,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,SOURCE_SYSTEM_ID,"The SOURCE_SYSTEM's identifier for the SUPPLIER.  (ie, STAT's id for a given utility)",
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,SUPPLIER_NAME,The name of the SUPPLIER.,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,DUNS_NUMBER,The number that identifies each utility company.,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,JOB_KEY,The job which created the row,
SUPPLIER,This will contain all of the providers of MASTER_SERVICEs from the Enron perspective.  This includes Utility Distribution Companies that transmit and distribute a commodity to a BILLING_CUSTOMER'S PHYSICAL_LOCATION.,,UPDATE_JOB_KEY,The job which updated the row,
SUPPLIER_TYPE,"During iteration 1, UDC will be the only valid SUPPLIER_TYPE.",,SUPPLIER_TYPE_KEY,System generated key representing a type of SUPPLIER.    Possible Values: 0 = 'Unknown' 1 = 'UDC',
SUPPLIER_TYPE,"During iteration 1, UDC will be the only valid SUPPLIER_TYPE.",,SUPPLIER_TYPE_NAME,"The name of the SUPPLIER_TYPE.  e.g. Unknown, UDC, etc.",
SUPPLIER_TYPE,"During iteration 1, UDC will be the only valid SUPPLIER_TYPE.",,JOB_KEY,The job that created the row,
SUPPLIER_TYPE,"During iteration 1, UDC will be the only valid SUPPLIER_TYPE.",,UPDATE_JOB_KEY,The job that updated the row,
