"ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)"
2014,354,ARROWWOOD ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,354,ARROWWOOD ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,361,FRUITA 8/9 SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,361,FRUITA 8/9 SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,362,RIM ROCK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,362,RIM ROCK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,363,PEAR PARK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,363,PEAR PARK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,370,ARVADA HIGH SCHOOL,H,74,46.5,74,33,n<20,-,n<20,-,n<20,-,31,0.677,21,0.905
2014,370,ARVADA HIGH SCHOOL,A,74,46.5,74,33,n<20,-,n<20,-,n<20,-,31,0.677,21,0.905
2014,378,ARVADA WEST HIGH SCHOOL,H,20,38,20,40,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,378,ARVADA WEST HIGH SCHOOL,A,20,38,20,40,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,388,ASBURY ELEMENTARY SCHOOL,E,32,55.5,30,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,388,ASBURY ELEMENTARY SCHOOL,A,32,55.5,30,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,408,VALDEZ ELEMENTARY SCHOOL,E,88,57.5,87,33,n<20,-,n<20,-,36,0.639,20,0.75,n<20,-
2014,408,VALDEZ ELEMENTARY SCHOOL,A,88,57.5,87,33,n<20,-,n<20,-,36,0.639,20,0.75,n<20,-
2014,418,ASHLEY ELEMENTARY SCHOOL,E,117,71,116,29,22,0.909,29,0.793,37,0.784,23,0.87,n<20,-
2014,418,ASHLEY ELEMENTARY SCHOOL,A,117,71,116,29,22,0.909,29,0.793,37,0.784,23,0.87,n<20,-
2014,428,ASPEN ELEMENTARY SCHOOL,E,43,62,40,15.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,428,ASPEN ELEMENTARY SCHOOL,A,43,62,40,15.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,429,CARBONDALE COMMUNITY CHARTER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,429,CARBONDALE COMMUNITY CHARTER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,429,CARBONDALE COMMUNITY CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,430,ASPEN MIDDLE SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,430,ASPEN MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,430,ASPEN MIDDLE SCHOOL,A,20,66,20,58.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,432,ASPEN HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,432,ASPEN HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,441,ASPEN CREEK K-8 SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,441,ASPEN CREEK K-8 SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,441,ASPEN CREEK K-8 SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,442,ASPEN CROSSING ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,442,ASPEN CROSSING ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,452,AUDUBON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,452,AUDUBON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,458,AURORA ACADEMY CHARTER SCHOOL,E,66,48.5,63,19,n<20,-,n<20,-,n<20,-,n<20,-,20,1
2014,458,AURORA ACADEMY CHARTER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,458,AURORA ACADEMY CHARTER SCHOOL,A,79,51,76,22,n<20,-,n<20,-,n<20,-,23,0.696,25,1
2014,464,AURORA HILLS MIDDLE SCHOOL,M,221,52,217,53,n<20,-,n<20,-,53,0.245,84,0.452,68,0.485
2014,464,AURORA HILLS MIDDLE SCHOOL,A,221,52,217,53,n<20,-,n<20,-,53,0.245,84,0.452,68,0.485
2014,465,AURORA FRONTIER K-8,E,55,49,52,19.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,465,AURORA FRONTIER K-8,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,465,AURORA FRONTIER K-8,A,69,55,66,27.5,n<20,-,n<20,-,n<20,-,20,0.7,23,0.957
2014,469,ATLAS PREPARATORY SCHOOL,E,43,25,39,59,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,469,ATLAS PREPARATORY SCHOOL,M,85,50,85,41,n<20,-,n<20,-,20,0.3,44,0.636,n<20,-
2014,469,ATLAS PREPARATORY SCHOOL,A,128,45.5,124,49,n<20,-,n<20,-,33,0.394,58,0.552,27,0.519
2014,471,AVON ELEMENTARY SCHOOL,E,142,54.5,139,22,35,0.914,n<20,-,35,0.771,31,0.71,20,0.7
2014,471,AVON ELEMENTARY SCHOOL,A,142,54.5,139,22,35,0.914,n<20,-,35,0.771,31,0.71,20,0.7
2014,472,AVONDALE ELEMENTARY SCHOOL,E,37,40,37,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,472,AVONDALE ELEMENTARY SCHOOL,A,37,40,37,39,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,477,ZACH ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,477,ZACH ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,490,BACON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,490,BACON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,492,BAKER CENTRAL SCHOOL,E,95,40,92,57,n<20,-,n<20,-,n<20,-,53,0.396,25,0.6
2014,492,BAKER CENTRAL SCHOOL,A,95,40,92,57,n<20,-,n<20,-,n<20,-,53,0.396,25,0.6
2014,498,BETHKE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,498,BETHKE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,501,MONTEREY COMMUNITY SCHOOL,E,102,49.5,96,26.5,n<20,-,n<20,-,33,0.606,23,0.609,n<20,-
2014,501,MONTEREY COMMUNITY SCHOOL,M,54,53.5,54,59,n<20,-,n<20,-,n<20,-,30,0.533,n<20,-
2014,501,MONTEREY COMMUNITY SCHOOL,A,156,52,150,35.5,n<20,-,n<20,-,42,0.548,53,0.566,30,0.733
2014,502,MEADOW COMMUNITY SCHOOL,E,85,34,83,30,n<20,-,n<20,-,26,0.308,27,0.704,n<20,-
2014,502,MEADOW COMMUNITY SCHOOL,M,44,39,43,57,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,502,MEADOW COMMUNITY SCHOOL,A,129,38,126,37.5,n<20,-,n<20,-,40,0.3,46,0.609,n<20,-
2014,503,YORK INTERNATIONAL,E,113,45,108,19.5,n<20,-,n<20,-,36,0.667,31,0.613,n<20,-
2014,503,YORK INTERNATIONAL,M,58,62.5,57,57,n<20,-,n<20,-,n<20,-,31,0.419,n<20,-
2014,503,YORK INTERNATIONAL,H,24,67.5,24,29.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,503,YORK INTERNATIONAL,A,195,53,189,34,n<20,-,n<20,-,48,0.667,76,0.592,36,0.861
2014,504,WELBY MONTESSORI SCHOOL,E,43,48,43,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,504,WELBY MONTESSORI SCHOOL,A,43,48,43,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,505,ACHIEVE ACADEMY,E,100,42,100,28.5,n<20,-,n<20,-,44,0.568,29,0.621,n<20,-
2014,505,ACHIEVE ACADEMY,M,61,48,61,56,n<20,-,n<20,-,22,0.227,29,0.483,n<20,-
2014,505,ACHIEVE ACADEMY,A,161,45,161,39,n<20,-,n<20,-,66,0.455,58,0.552,n<20,-
2014,506,EXPLORE ELEMENTARY,E,65,34,63,32,n<20,-,n<20,-,22,0.455,21,0.333,n<20,-
2014,506,EXPLORE ELEMENTARY,A,65,34,63,32,n<20,-,n<20,-,22,0.455,21,0.333,n<20,-
2014,507,ADVENTURE ELEMENTARY,E,142,29.5,139,34,n<20,-,n<20,-,58,0.31,44,0.455,n<20,-
2014,507,ADVENTURE ELEMENTARY,A,142,29.5,139,34,n<20,-,n<20,-,58,0.31,44,0.455,n<20,-
2014,509,CLAYTON PARTNERSHIP SCHOOL,E,95,48,93,32,n<20,-,n<20,-,42,0.5,21,0.667,n<20,-
2014,509,CLAYTON PARTNERSHIP SCHOOL,M,51,36,48,60.5,n<20,-,n<20,-,n<20,-,23,0.261,n<20,-
2014,509,CLAYTON PARTNERSHIP SCHOOL,A,146,45,141,42,n<20,-,n<20,-,53,0.453,44,0.455,20,0.55
2014,510,CONRAD BALL MIDDLE SCHOOL,M,22,74,22,58.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,510,CONRAD BALL MIDDLE SCHOOL,A,22,74,22,58.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,515,AYRES ELEMENTARY SCHOOL,E,22,73.5,22,18,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,515,AYRES ELEMENTARY SCHOOL,A,22,73.5,22,18,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,520,BARNUM ELEMENTARY SCHOOL,E,207,71,207,29,49,0.918,39,0.667,65,0.723,51,0.725,n<20,-
2014,520,BARNUM ELEMENTARY SCHOOL,A,207,71,207,29,49,0.918,39,0.667,65,0.723,51,0.725,n<20,-
2014,540,BARRETT ELEMENTARY SCHOOL,E,49,75,48,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,540,BARRETT ELEMENTARY SCHOOL,A,49,75,48,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,555,BANNING LEWIS RANCH ACADEMY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,555,BANNING LEWIS RANCH ACADEMY,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,555,BANNING LEWIS RANCH ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,560,BASALT ELEMENTARY SCHOOL,E,194,73,194,27,43,1,20,0.9,67,0.791,55,0.945,n<20,-
2014,560,BASALT ELEMENTARY SCHOOL,A,194,73,194,27,43,1,20,0.9,67,0.791,55,0.945,n<20,-
2014,561,BASALT MIDDLE SCHOOL,E,66,64.5,65,43,n<20,-,n<20,-,n<20,-,43,0.721,20,0.9
2014,561,BASALT MIDDLE SCHOOL,M,23,48,23,56,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,561,BASALT MIDDLE SCHOOL,A,89,61,88,49.5,n<20,-,n<20,-,n<20,-,55,0.673,20,0.9
2014,570,BASALT HIGH SCHOOL,H,28,54.5,28,29,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,570,BASALT HIGH SCHOOL,A,28,54.5,28,29,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,604,BATTLE MOUNTAIN HIGH SCHOOL,H,149,61,138,35.5,n<20,-,n<20,-,31,0.677,44,0.705,48,0.958
2014,604,BATTLE MOUNTAIN HIGH SCHOOL,A,149,61,138,35.5,n<20,-,n<20,-,31,0.677,44,0.705,48,0.958
2014,609,BATTLE ROCK CHARTER SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,609,BATTLE ROCK CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,612,BAUDER ELEMENTARY SCHOOL,E,27,74,27,33,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,612,BAUDER ELEMENTARY SCHOOL,A,27,74,27,33,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,632,BAYFIELD ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,632,BAYFIELD ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,636,BAYFIELD MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,636,BAYFIELD MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,640,BAYFIELD HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,640,BAYFIELD HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,650,BEACH COURT ELEMENTARY SCHOOL,E,105,58,105,22,n<20,-,n<20,-,33,0.636,26,0.731,n<20,-
2014,650,BEACH COURT ELEMENTARY SCHOOL,A,105,58,105,22,n<20,-,n<20,-,33,0.636,26,0.731,n<20,-
2014,651,BEAR CANYON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,651,BEAR CANYON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,652,BEAR CREEK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,652,BEAR CREEK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,653,STONE CREEK SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,653,STONE CREEK SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,653,STONE CREEK SCHOOL,A,25,47,25,33,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,E,349,43,348,24.5,50,1,57,0.877,101,0.495,97,0.701,43,0.744
2014,654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,A,349,43,348,24.5,50,1,57,0.877,101,0.495,97,0.701,43,0.744
2014,655,HIGH POINT ACADEMY,E,88,50,87,31,n<20,-,n<20,-,35,0.657,33,0.818,n<20,-
2014,655,HIGH POINT ACADEMY,M,26,57,26,55.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,655,HIGH POINT ACADEMY,A,114,51,113,35,n<20,-,n<20,-,43,0.605,46,0.783,n<20,-
2014,657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,660,BEAR CREEK K-8 SCHOOL,E,48,64.5,46,28,n<20,-,n<20,-,n<20,-,20,0.85,n<20,-
2014,660,BEAR CREEK K-8 SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,660,BEAR CREEK K-8 SCHOOL,A,67,68,65,29,n<20,-,n<20,-,n<20,-,29,0.862,n<20,-
2014,664,BEAR CREEK HIGH SCHOOL,H,60,64.5,56,31,n<20,-,n<20,-,n<20,-,n<20,-,27,0.852
2014,664,BEAR CREEK HIGH SCHOOL,A,60,64.5,56,31,n<20,-,n<20,-,n<20,-,n<20,-,27,0.852
2014,678,BEATTIE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,678,BEATTIE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,694,BELL MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,694,BELL MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,700,BELLE CREEK CHARTER SCHOOL,E,60,70,60,19.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,700,BELLE CREEK CHARTER SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,700,BELLE CREEK CHARTER SCHOOL,A,77,68,77,24,n<20,-,n<20,-,24,0.583,n<20,-,n<20,-
2014,714,BELLEVIEW ELEMENTARY SCHOOL,E,35,69,34,23,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,714,BELLEVIEW ELEMENTARY SCHOOL,A,35,69,34,23,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,724,BELMAR ELEMENTARY SCHOOL,E,27,34,26,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,724,BELMAR ELEMENTARY SCHOOL,A,27,34,26,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,738,BELMONT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,738,BELMONT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,752,FRANKLIN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,752,FRANKLIN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,754,BENJAMIN EATON ELEMENTARY SCHOOL,E,22,46.5,22,29.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,754,BENJAMIN EATON ELEMENTARY SCHOOL,A,22,46.5,22,29.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,766,BENNETT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,766,BENNETT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,770,BENNETT ELEMENTARY SCHOOL,E,30,27.5,28,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,770,BENNETT ELEMENTARY SCHOOL,A,30,27.5,28,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,774,BENNETT MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,774,BENNETT MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,775,BENNETT HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,775,BENNETT HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,776,BERGEN MEADOW PRIMARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,776,BERGEN MEADOW PRIMARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,779,BERGEN VALLEY INTERMEDIATE SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,779,BERGEN VALLEY INTERMEDIATE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,793,BERRY CREEK MIDDLE SCHOOL,M,139,54,137,56,n<20,-,n<20,-,39,0.385,52,0.519,31,0.516
2014,793,BERRY CREEK MIDDLE SCHOOL,A,139,54,137,56,n<20,-,n<20,-,39,0.385,52,0.519,31,0.516
2014,808,BERTHOUD ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,808,BERTHOUD ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,812,BERTHOUD HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,812,BERTHOUD HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,822,BESSEMER ELEMENTARY SCHOOL,E,33,80,33,25,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,822,BESSEMER ELEMENTARY SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,822,BESSEMER ELEMENTARY SCHOOL,A,45,63,45,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,832,BETHUNE ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,832,BETHUNE ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,860,BEULAH HEIGHTS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,860,BEULAH HEIGHTS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,865,B F KITCHEN ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,865,B F KITCHEN ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,870,BIG THOMPSON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,870,BIG THOMPSON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,872,BIRCH ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,872,BIRCH ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,875,BLACK ROCK ELEMENTARY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,875,BLACK ROCK ELEMENTARY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,878,BLUE MOUNTAIN ELEMENTARY,E,33,68,31,23,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,878,BLUE MOUNTAIN ELEMENTARY,A,33,68,31,23,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,890,MARY BLAIR ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,890,MARY BLAIR ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,892,BLEVINS MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,892,BLEVINS MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,898,BOLTZ MIDDLE SCHOOL,M,37,44,37,59,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,898,BOLTZ MIDDLE SCHOOL,A,37,44,37,59,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
