College,Campus,CIP,State Title,Award Type,Number of Terms,Credit Hours,Number of Weeks,ITSO,Local Name
11,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,AAS,5,68,80,03 02 11 03,GRAPHIC TECHNOLOGY
11,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,CERT2,2,23,32,03 02 11 03,CERTIFICATE: DIGITAL PUBLISHING & PREPRESS
11,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,CERT3,2,17,32,03 02 11 03,CERTIFICATE: PRINTING TECHNOLOGIES
11,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,Cert4,1,18,16,03 02 11 03,CERTIFICATE: GRAPHIC SALES AND CUSTOMER SERVICE
11,,1003030200,DESKTOP PUBLISHING & DIGITAL IMAGING DESIGN TECHNO,DIPL1,3,44,48,03 02 11 03,VISUAL COMMUNICATIONS DIPLOMA
11,,1101030200,INFORMATION TECHNOLOGY,AAS,4,65,64,03 02 11 03,BUSINESS INFORMATION SYSTEMS
11,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS,5,72,80,03 02 11 03,COMPUTER ANALYST
11,,1108010200,Web Page Digital/Multimedia and Information Resources Design,AAS,5,66,80,03 02 11 03,Web Development
11,,1108010200,Web Page Digital/Multimedia and Information Resources Design,Cert3,2,21,32,03 02 11 03,Web Developer Cert
11,,1108010200,Web Page Digital/Multimedia and Information Resources Design,Cert4,1,18,16,03 02 11 03,Adv Web Developer Cert
11,,1108010200,Web Page Digital/Multimedia and Information Resources Design,DIPL2,3,36,48,03 02 11 03,Web Developer Dipl
11,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,ASCO,4,69,64,03 06 11 03,MANAGEMENT INFO SYSTEMS
11,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,ASCO1,4,67,64,03 06 11 03,MANAGEMENT INFO SYSTEMS-INFORMATICS
11,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,CERT2,1,19,16,03 06 11 03,CERTIFICATE: NETWORK SECURITY MANAGER
11,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,CERT3,2,24,32,03 06 11 03,CERTIFICATE: DIGITAL FORENSIC INVESTIGATION
11,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,CERT4,2,24,32,03 06 11 03,CERTIFICATE: INFORMATICS
11,,1199990200,"COMPUTER, INFO. SCIENCES, AND SUPPORT SRVS TECHNO",AAS,5,69,80,03 02 11 03,INFORMATION TECHNOLOGY/NETWORK ADMINISTRATION - MCSE SPECIALIZATION
11,,1199990200,"COMPUTER, INFO. SCIENCES, AND SUPPORT SRVS TECHNO",AAS1,5,68,80,03 02 11 03,INFORMATION TECHNOLOGY/NETWORK ADMINISTRATION - LINUX SPECIALIZATION
11,,1203010100,FUNERAL SERVICES AND MORTUARY SCIENCES TECHNICIAN,DIPL,3,48,48,03 12 11 03,MORTUARY SCIENCE ADVANCED STANDING
11,,1205030200,CULINARY ARTS MANAGEMENT,AAS,5,67,80,03 02 11 03,CULINARY ARTS
11,,1205030200,CULINARY ARTS MANAGEMENT,DIPL1,3,38,48,03 02 11 03,DIPLOMA: CULINARY ARTS
11,,1438010200,SURVEYING TECHNOLOGY,AAS,4,71,64,03 02 11 03,LAND SURVEYING
11,,1502010200,CIVIL ENGINEERING TECHNOLOGY,AAS,5,73,80,03 02 11 03,CIVIL AND CONSTRUCTION ENGINEERING TECHNOLOGY
11,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,5,77,80,03 02 11 03,"ELECTRONICS , ROBOTICS & AUTOMATION"
11,,1505060200,WATER QUALITY & WASTEWATER TREATMENT MANAGEMENT & RECYCLING TECHNOLOGY/TECHNICIAN,AAS,6,72,96,03 02 11 03,WATER ENVIRONMENTAL TECHNOLOGY - WATER TREATEMENT EMPAHSIS
11,,1505060200,WATER QUALITY & WASTEWATER TREATMENT MANAGEMENT & RECYCLING TECHNOLOGY/TECHNICIAN,AAS1,6,76,96,03 02 11 03,WATER ENVIRONMENTAL TECHNOLOGY - WASTE WATER TREATEMENT EMPAHSIS
11,,1505060200,WATER QUALITY & WASTEWATER TREATMENT MANAGEMENT & RECYCLING TECHNOLOGY/TECHNICIAN,CERT3,1,18,16,03 02 11 03,Water Treatment Certificate of Specialization
11,,1505060200,WATER QUALITY & WASTEWATER TREATMENT MANAGEMENT & RECYCLING TECHNOLOGY/TECHNICIAN,CERT4,1,18,16,03 02 11 03,Wastewater Treatment Certificate of Specialization
11,,1505060200,WATER QUALITY & WASTEWATER TREATMENT MANAGEMENT & RECYCLING TECHNOLOGY/TECHNICIAN,DIPL2,3,46,48,03 02 11 03,WATER & WASTEWATER TREATMENT DIPLOMA
11,,1511030200,HYDRAULIC AND FLUID POWER TECHNOLOGY,AAS,5,64,80,03 02 11 03,FLUID POWER TECHNOLOGY
11,,1511030200,HYDRAULIC AND FLUID POWER TECHNOLOGY,DIPL1,2,30,32,03 02 11 03,DIPLOMA: FLUID POWER TECHNOLOGY
11,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,4,64,64,03 02 11 03,ARCHITECTURAL TECHNOLOGIES
11,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,DIPL1,3,47,48,03 02 11 03,ARCHITECTURAL TECHNOLOGIES DIPLOMA
11,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,5,69,80,03 02 11 03,COMPUTER AIDED DRAFTING AND DESIGN-COL PAR/CA OP
11,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Dipl1,3,39,48,03 02 11 03,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY DIPL1
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,ASCO,6,64,96,03 06 11 03,INTERPRETATION AND TRANSLATION - JUDICIAL EMPHASIS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,ASCO1,6,64,96,03 06 11 03,INTERPRETATION AND TRANSLATION - HEALTHCARE EMPHASIS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,ASCO2,6,64,96,03 06 11 03,INTERPRETATION AND TRANSLATION - BUSINESS EMPHASIS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,ASCO3,6,64,96,03 06 11 03,INTERPRETATION AND TRANSLATION - EDUCATION EMPHASIS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,ASCO4,6,64,96,03 06 11 03,INTERPRETATION AND TRANSLATION - HUMAN SERVICES EMPHASIS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,CERT5,3,36,48,03 06 11 03,CERTIFICATE: INTERPRETATION AND TRANSLATION BUSINESS
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,CERT6,3,36,48,03 06 11 03,CERTIFICATE: INTERPRETATION AND TRANSLATION HEALTHCARE
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,CERT7,3,36,48,03 06 11 03,CERTIFICATE: INTERPRETATION AND TRANSLATION JUDICIARY
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,CERT8,3,36,48,03 06 11 03,CERTIFICATE: INTERPRETATION AND TRANSLATION EDUCATION
11,,1601030200,LANGUAGE INTREPRETATION AND TRANSLATION TECHNOLOGY,CERT9,3,36,48,03 06 11 03,CERTIFICATE: INTERPRETATION AND TRANSLATION HUMAN SERVICES
11,,1907090200,CHILD CARE MANAGEMENT,ASCO,4,66,64,03 06 11 03,EARLY CHILDHOOD EDUCATION ASSOCIATE
11,,1907090200,CHILD CARE MANAGEMENT,CERT2,1,13,16,03 06 11 03,CERTIFICATE: EARLY CHILDHOOD EDUCATION
11,,1907090200,CHILD CARE MANAGEMENT,DIPL1,3,36,48,03 06 11 03,DIPLOMA: EARLY CHILDHOOD EDUCATION
11,,2203020200,LEGAL ASSISTANT/PARALEGAL MANAGEMENT,ASCO,4,64,64,03 06 11 03,PARALEGAL/LEGAL STUDIES PROGRAM-COLL PARALLEL
11,,2203020200,LEGAL ASSISTANT/PARALEGAL MANAGEMENT,Cert1,2,34,32,03 06 11 03,LEGAL ASSISTANT/PARALEGAL MANAGEMENT CERT1
11,,2612010200,BIOTECHNOLOGY,ASCO,4,64,64,03 06 11 03,BIOTECHNOLOGY
11,,3105040200,SPORTS AND FITNESS MANAGEMENT,ASCO,4,65,64,03 06 11 03,FITNESS AND SPORTS MANAGEMENT - FITNESS MANAGEMENT EMPHASIS
11,,3105040200,SPORTS AND FITNESS MANAGEMENT,ASCO1,4,66,64,03 06 11 03,FITNESS AND SPORTS MANAGEMENT - HEALTH EMPHASIS
11,,3105040200,SPORTS AND FITNESS MANAGEMENT,ASCO2,4,64,64,03 06 11 03,FITNESS AND SPORTS MANAGEMENT - SPORTS MANAGEMENT EMPHASIS
11,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO,4,64,64,03 06 11 03,CRIMINAL JUSTICE - LAW ENFORCEMENT TRACK
11,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO1,4,64,64,03 06 11 03,CRIMINAL JUSTICE - CORRECTIONS TRACK
11,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO2,5,67,80,03 06 11 03,CRIMINAL JUSTICE - ELECTRONIC CRIME TRACK
11,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO3,4,64,64,03 06 11 03,CRIMINAL JUSTICE - HOMELAND SECURITY
11,,4302010200,FIRE PROTECTION  AND SAFETY TECHNOLOGY,ASCO,4,64,64,03 06 11 03,FIRE SCIENCE TECHNOLOGY
11,,4302010200,FIRE PROTECTION  AND SAFETY TECHNOLOGY,Cert1,2,27,32,03 06 11 03,CERTIFICATE: FIRE SPECIALIST
11,,4402010200,COMMUNITY ORGANIZATION AND ADVOCACY MANAGEMENT,ASCO,4,67,64,03 06 11 03,HUMAN SERVICES
11,,4402010200,COMMUNITY ORGANIZATION AND ADVOCACY MANAGEMENT,CERT1,2,33,32,03 06 11 03,CERTIFICATE: CHEMICAL DEPENDENCY COUNSELING
11,,4602010100,CARPENTRY TECHNICIAN,Dipl,3,46,48,03 02 11 03,CARPENTRY
11,,4603020100,ELECTRICAL TECHNICIAN,DIPL,3,40,48,03 02 11 03,ELECTRICAL CONSTRUCTION TRADES
11,,4701030200,COMMUNICATIONS SYSTEMS TECHNOLOGY,AAS,5,65,80,03 02 11 03,TELECOMMUNICATIONS TECHNOLOGY
11,,4701030200,COMMUNICATIONS SYSTEMS TECHNOLOGY,CERT1,2,27,32,03 02 11 03,CERTIFICATE: TELECOMMUNICATIONS CERTIFICATE
11,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,AAS,5,76,80,03 02 11 03,ELECTRONICS SYSTEMS SERVICING TECHNOLOGY
11,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,AAS,5,70,80,03 02 11 03,CLIMATE CONTROL TECHNOLOGY
11,,4702010200,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO.,DIPL1,3,41,48,03 02 11 03,HEATING/AC/VENTILATION/REFRIG . MAINTEN. TECHNO. DIPL1
11,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS,5,68,80,03 02 11 03,MANUFACTURING MAINTENANCE TECHNOLOGIES
11,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS1,5,67,80,03 02 11 03,BIOMASS MAINTENANCE TECHNOLOGIES
11,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,AAS2,5,68,80,03 02 11 03,WIND TURBINE MECHANICAL SYSTEMS
11,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,CERT3,1,7,16,03 02 11 03,CERTIFICATE: BUILDING MAINTENANCE CERTIFICATE
11,,4703030200,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY,CERT4,1,17,16,03 02 11 03,INDUSTRIAL EQUIPMENT MAINTENANCE TECHNOLOGY CERTIFICATE
11,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,AAS,5,75,80,03 02 11 03,AUTO COLLISION TECHNOLOGY
11,,4706030200,AUTOMOTIVE COLLISION TECHNOLOGY,DIPL1,3,46,48,03 02 11 03,DIPLOMA: AUTO COLLISION
11,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,5,75,80,03 02 11 03,AUTOMOTIVE MECHANICS TECHNOLOGY
11,,4706040200,AUTOMOTIVE TECHNOLOGY,DIPL1,3,44,48,03 02 11 03,DIPLOMA: AUTO ENGINES AND TUNE-UP
11,,4706040200,AUTOMOTIVE TECHNOLOGY,DIPL2,2,36,32,03 02 11 03,DIPLOMA: AUTO CHASSIS AND POWER TRAIN
11,,4706040200,AUTOMOTIVE TECHNOLOGY,DIPL3,3,43,48,03 02 11 03,DIPLOMA: AUTO MAINTENANCE AND LIGHT REPAIR TECHNOLOGY
11,,4706041200,AUTOMOTIVE TECHNOLOGY-ASEP,AAS,5,74,80,03 02 11 03,ASEP-GENERAL MOTORS
11,,4706042200,AUTOMOTIVE TECHNOLOGY-ASSET,AAS,5,72,80,03 02 11 03,FORD ASSET
11,,4706043200,AUTOMOTIVE TECHNOLOGY-CHRYSLER-CAP,AAS,6,75,96,03 02 11 03,CHRYSLER AUTOMOTIVE PROGRAM (CAP)
11,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,6,80,96,03 02 11 03,DIESEL TECHNOLOGY
11,,4706050200,DIESEL MECHANICS TECHNOLOGY,CERT2,2,21,32,03 02 11 03,MAINTENANCE CERTIFICATE
11,,4706050200,DIESEL MECHANICS TECHNOLOGY,DIPL1,3,42,48,03 02 11 03,DIESEL TECHNOLOGY DIPLOMA
11,,4706051200,DIESEL EQUIPMENT TECHNOLOGY-CATERPILLAR,AAS,6,80,96,03 02 11 03,CATERPILLAR TECHNOLOGY
11,,4805010200,MACHINE TOOL TECHNOLOGY,AAS,5,67,80,03 02 11 03,MANUFACTURING TECHNOLOGY
11,,4805070200,TOOL AND DIE TECHNOLOGY,AAS,6,84,96,03 02 11 03,TOOL AND DIE MAKING
11,,4805070200,TOOL AND DIE TECHNOLOGY,Cert3,1,18,16,03 02 11 03,CERTIFICATE: CNC OPERATOR
11,,4805070200,TOOL AND DIE TECHNOLOGY,DIPL1,3,48,48,03 02 11 03,DIPLOMA: MACHINIST TECHNOLOGY
11,,4805070200,TOOL AND DIE TECHNOLOGY,DIPL2,3,48,48,03 02 11 03,DIPLOMA: DIEMAKING
11,,4805080100,WELDING TECHNICIAN,CERT1,1,2,16,03 02 11 03,CERTIFICATE: OXY-ACETYLENE WELDING
11,,4805080100,WELDING TECHNICIAN,CERT2,1,15,16,03 02 11 03,CERTIFICATE: SHIELDED METAL ARC WELDING
11,,4805080100,WELDING TECHNICIAN,CERT3,1,2,16,03 02 11 03,CERTIFICATE: GAS METAL ARE WELDING
11,,4805080100,WELDING TECHNICIAN,CERT4,1,2,16,03 02 11 03,CERTIFICATE: GAS TUNGSTEN ARC WELDING
11,,4805080100,WELDING TECHNICIAN,CERT5,1,3,16,03 02 11 03,CERTIFICATE: BLUE PRINT READING
11,,4805080100,WELDING TECHNICIAN,CERT6,1,5,16,03 02 11 03,CERTIFICATE: STRUCTURAL WELDING
11,,4805080100,WELDING TECHNICIAN,CERT7,1,3,16,03 02 11 03,CERTIFICATE; PIPE WELDING
11,,4805080100,WELDING TECHNICIAN,DIPL,2,30,32,03 02 11 03,WELDING
11,,4807030100,CABINETMAKING AND MILLWORKING TECHNICIAN,DIPL,3,43,48,03 02 11 03,ARCHITECTURAL MILLWORK
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,AAS,5,72,80,03 02 11 03,GRAPHIC DESIGN
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT1,1,8,16,03 02 11 03,CERTIFICATE: AIRBRUSH ART
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT2,2,21,32,03 02 11 03,CERTIFICATE: E-COMMERCE DESIGN
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT3,1,6,16,03 02 11 03,CERTIFICATE: COREL PAINTER
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT4,1,6,16,03 02 11 03,CERTIFICATE: INTERACTIVE MEDIA
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT5,1,6,16,03 02 11 03,CERTIFICATE: INDESIGN
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT6,1,9,16,03 02 11 03,CERTIFICATE: DIGITAL ILLUSTRATION
11,,5004020200,COMMERCIAL AND ADVERTISING ART TECHNOLOGY,CERT7,1,15,16,03 02 11 03,CERTIFICATE: BASIC VISUAL COMMUNICATION
11,,5004060100,COMMERCIAL PHOTOGRAPHY TECHNICIAN,DIPL,3,36,48,03 02 11 03,COMMERCIAL PHOTOGRAPHY
11,,5106010100,DENTAL ASSISTANT,DIPL,3,47,48,03 02 11 03,DENTAL ASSISTING
11,,5106020200,DENTAL HYGIENE,AAS,5,77,80,03 02 11 03,DENTAL HYGIENE
11,,5107010200,HEALTH CARE ADMINISTRATION,ASCO,4,68,64,03 06 11 03,AGING SERVICES MANAGEMENT LONG TERM CARE
11,,5107010200,HEALTH CARE ADMINISTRATION,ASCO1,4,67,64,03 06 11 03,AGING SERVICES MANAGEMENT ADULT SERVICES TRACK
11,,5107010200,HEALTH CARE ADMINISTRATION,CERT2,3,40,48,03 06 11 03,CERTIFICATE: LONG TERM CARE ADMINISTRATOR
11,,5107010200,HEALTH CARE ADMINISTRATION,Cert3,2,31,32,03 06 11 03,CERTIFICATE: ADULT SERVICES
11,,5107010200,HEALTH CARE ADMINISTRATION,Cert4,1,8,16,03 06 11 03,CERTIFICATE: GERONTOLOGY SPECIALIST
11,,5107010200,HEALTH CARE ADMINISTRATION,CERT5,1,12,16,03 06 11 03,CERTIFICATE: LONG TERM CARE ADM-PRACTICUM
11,,5107070200,HEALTH INFORMATION TECHNOLOGY,AAS,5,64,80,03 02 11 03,HEALTH INFORMATION TECHNOLOGY
11,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,AAS,4,64,64,03 02 11 03,MEDICAL OFFICE SPECIALIST
11,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,CERT2,2,25,32,03 02 11 03,CERTIFICATE: MEDICAL TRANSCRIPTIONIST
11,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,CERT3,2,25,32,03 02 11 03,CERTIFICATE: MEDICAL INSURANCE AND CODING
11,,5107160200,MEDICAL ADMINISTRATIVE ASSISTANT MANAGEMENT,DIPL1,3,46,48,03 02 11 03,DIPLOMA: MEDICAL OFFICE SPECIALIST
11,,5108010100,MEDICAL ASSISTANT,DIPL,3,48,48,03 02 11 03,MEDICAL ASSISTANT
11,,5108050100,PHARMACY TECHNICIAN,DIPL,3,36,48,03 02 11 03,PHARMACY TECHNICIAN
11,,5108080200,VETERINARY/ANIMAL HEALTH ASSISTANT TECHNOLOGY,AAS,5,66,80,03 02 11 03,VETERINARY TECHNOLOGY
11,,5109040200,EMERGENCY MEDICAL TECHNOLOGY-PARAMEDIC (DELE. 05),AAS,6,80,96,03 02 11 03,PARAMEDIC SPECIALIST - CLINICAL TRACK
11,,5109040200,EMERGENCY MEDICAL TECHNOLOGY-PARAMEDIC (DELE. 05),AAS1,6,81,96,03 02 11 03,PARAMEDIC SPECIALIST - FIRE SCIENCE TRACK
11,,5109040200,EMERGENCY MEDICAL TECHNOLOGY-PARAMEDIC (DELE. 05),AAS2,6,80,96,03 02 11 03,PARAMEDIC SPECIALIST - PUBLIC ADMIN TRACK
11,,5109040200,EMERGENCY MEDICAL TECHNOLOGY-PARAMEDIC (DELE. 05),CERT3,3,46,48,03 02 11 03,CERTIFICATE: PARAMEDIC SPECIALIST
11,,5109042000,EMERGENCY MEDICAL TECHNICIAN - BASIC,Cert,1,6,16,03 03 11 03,EMT-B PART-TIME
11,,5109080200,RESPIRATORY CARE THERAPY,AAS,6,79,96,03 02 11 03,RESPIRATORY THERAPY
11,,5109090100,SURGICAL TECHNICIAN,DIPL,3,38,48,03 02 11 03,SURGICAL TECHNOLOGY
11,,5110040200,CLINICAL/MEDICAL LABORATORY TECHNOLOGY,AAS,5,73,80,03 02 11 03,MEDICAL LABORATORY TECHNICIAN
11,,5110091000,PHLEBOTOMY,CERT,1,5,16,03 03 11 03,PHLEBOTOMY
11,,5118030100,OPTOMETRIC TECHNICIAN,DIPL,3,39,48,03 02 11 03,OPTOMETRIC/OPHTHALMIC TECHNICIAN
11,,5131041000,DIETITIAN ASSISTANT,CERT,2,15,32,03 03 11 03,DIETARY MANAGER SPECIALIST
11,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,5,65,80,03 02 11 03,ASSOCIATE DEGREE NURSING
11,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS1,3,37,48,03 12 11 03,NURSING-ADVANCED STANDING
11,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,DIPL,2,30,32,03 02 11 03,PRACTICAL NURSING
11,,5139021000,NURSING ASSISTANT/AIDE AND PATIENT CARE ASSISTANT/AIDE,CERT,1,9,16,03 03 11 03,GERIATRIC AIDE/NURSING ASST-CREDIT - SHORT TERM
11,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4,66,64,03 06 11 03,BUSINESS ADMINISTRATION
11,,5202040200,OFFICE MANAGEMENT,AAS,4,64,64,03 02 11 03,ADMINISTRATIVE ASSISTANT
11,,5203010200,ACCOUNTING MANAGEMENT,AAS1,5,66,80,03 02 11 03,ACCOUNTING SPECIALIST
11,,5203010200,ACCOUNTING MANAGEMENT,ASCO,4,65,64,03 06 11 03,ACCOUNTING PARAPROFESSIONAL
11,,5203010200,ACCOUNTING MANAGEMENT,CERT2,1,16,16,03 02 11 03,CERTIFICATE: ACCOUNTING PAYROLL
11,,5203010200,ACCOUNTING MANAGEMENT,CERT3,1,13,16,03 02 11 03,ACCOUNTING INCOME TAX PREPARER
11,,5203020100,ACCOUNTING AND BOOKKEEPING SPECIALIST,CERT1,1,17,16,03 02 11 03,CERTIFICATE: ACCOUNTING 1
11,,5203020100,ACCOUNTING AND BOOKKEEPING SPECIALIST,CERT2,1,14,16,03 02 11 03,CERTIFICATE: ACCOUNTING 2
11,,5203020100,ACCOUNTING AND BOOKKEEPING SPECIALIST,DIPL,3,42,48,03 02 11 03,ACCOUNTING AND BOOKKEEPING
11,,5203020200,ACCOUNTING INFORMATION SYSTEMS MANAGEMENT,ASCO,4,69,64,03 06 11 03,ACCOUNTING INFORMATION SYSTEMS-COLL PAR/CAR OP
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,CERT6,1,17,16,03 02 11 03,CERTIFICATE: OFFICE SPECIALIST
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,CERT7,1,8,16,03 02 11 03,CERTIFICATE: DATA ENTRY 1
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,CERT8,1,19,16,03 02 11 03,CERTIFICATE: INFORMATION PROCESSING SUPPORT
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,CERT9,1,16,16,03 02 11 03,CERTIFICATE: COMPUTER APPLICATIONS SUPPORT
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL,2,34,32,03 02 11 03,OFFICE SPECIALIST
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL1,2,34,32,03 02 11 03,DIPLOMA: INFORMATION PROCESSING EMPHASIS OPTION
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL2,2,34,32,03 02 11 03,DIPLOMA: OFFICE MANAGEMENT EMPHASIS OPTION
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL3,2,34,32,03 02 11 03,DIPLOMA: BOOKKEEPING EMPHASIS OPTION
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL4,2,34,32,03 02 11 03,DIPLOMA: LEGAL EMPHASIS OPTION
11,,5204080100,GENERAL OFFICE CLERICAL & TYPING SRVS SPECIALIST,DIPL5,2,34,32,03 02 11 03,DIPLOMA; DATA ENTRY EMPHASIS OPTION
11,,5207030100,SMALL BUSINESS ADMINISTRATION,CERT1,2,20,32,03 02 11 03,CERTIFICATE: ENTREPRENEURSHIP
11,,5207030100,SMALL BUSINESS ADMINISTRATION,DIPL,3,38,48,03 02 11 03,ENTREPRENEURSHIP
11,,5209010100,HOSPITALITY  SUPERVISION,DIPL,3,38,48,03 02 11 03,HOSPITATLITY BUSINESS
11,,5209010100,HOSPITALITY  SUPERVISION,DIPL1,3,39,48,03 02 11 03,DIPLOMA: RESTAURANT MANAGEMENT EMPHASIS
11,,5209010200,HOSPITALITY  MANAGEMENT,AAS,5,64,80,03 02 11 03,HOTEL & RESTAURANT MGT - RESTAURANT EMPHASIS
11,,5209010200,HOSPITALITY  MANAGEMENT,AAS1,5,65,80,03 02 11 03,HOTEL & RESTAURANT MGT- HOTEL EMPHASIS
11,,5214010200,MARKETING MANAGEMENT,AAS,5,66,80,03 02 11 03,MANAGEMENT
11,,5214010200,MARKETING MANAGEMENT,CERT1,2,30,32,03 02 11 03,CERTIFICATE: MANAGEMENT
11,,5214010200,MARKETING MANAGEMENT,CERT2,2,16,32,03 02 11 03,CERTIFICATE: SUPERVISION
11,,5214010200,MARKETING MANAGEMENT,CERT3,2,21,32,03 02 11 03,CERTIFICATE: HUMAN RESOURCE MANAGEMENT
11,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",AAS,5,66,80,03 02 11 03,MARKETING
11,,5218030100,RETAILING AND RETAIL SPECIALIST,CERT1,1,12,16,03 02 11 03,RETAILING AND RETAIL SPECIALIST CERT1
11,,5218030100,RETAILING AND RETAIL SPECIALIST,DIPL,3,40,48,03 02 11 03,RETAILING
11,,5218040100,SELLING SKILLS AND SALES SPECIALIST,CERT1,1,17,16,03 02 11 03,CERTIFICATE: SALES
11,,5218040100,SELLING SKILLS AND SALES SPECIALIST,DIPL,3,37,48,03 02 11 03,SALES AND MANAGEMENT
11,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,AAS,5,66,80,03 02 11 03,FASHION / DESIGN
11,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,CERT2,1,15,16,03 02 11 03,CERTIFICATE: FASHION
11,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,CERT3,1,18,16,03 02 11 03,CERTIFICATE: INTERIOR DESIGN CONSULTANT
11,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,DIPL1,3,43,48,03 02 11 03,DIPLOMA: FASHION / DESIGN
11,,5219101000,HOSPITALITY & RECREATION MKTG OPERATIONS,CERT,2,20,32,03 03 11 03,WINE SERVICE
