property_name_text,address_line1_text,address_line2_text,city_name_text,state_code,zip_code,county_name_text,property_on_site_phone_number,fha_number,contract_number,soa_description_text,property_category_name,client_group_name,client_group_type,total_assisted_unit_count,total_unit_count,owner_contact_indv_full_name,owner_organization_name,owner_address_line1,owner_address_line2,owner_city_name,owner_state_code,owner_zip_code,owner_zip4_code,owner_main_phone_number_text,owner_main_fax_number_text,owner_email_text,mgmt_contact_full_name,mgmt_agent_org_name,mgmt_agent_address_line1,mgmt_agent_address_line2,mgmt_agent_city_name,mgmt_agent_state_code,mgmt_agent_zip_code,mgmt_agent_zip4_code,mgmt_agent_main_phone_number,mgmt_agent_main_fax_number,mgmt_agent_email_text,project_manager_name_text,hub_name_text,servicing_site_name_text
KINNEAR PARK,2510 Sentry Drive,,ANCHORAGE,AK,99507,Anchorage,907-349-8185,,,,Use Restriction,Indv. families - not eld/ handicap,Family,0,54,Ryan Pleas,Lakeshore Apartment Partners,2410 Boyer Avenue East,Suite 1,Seattle,WA,98112,0000,206- 325-3537,,need_email@hud.gov,Ryan Pleas,Lakeshore Apartment Partners,2410 Boyer Avenue East,Suite 1,Seattle,WA,98112,0000,206- 325-3537,,need_email@hud.gov,LEONA L BLANKENSHIP,Seattle,Anchorage
LITTLE DIPPER APTS,1910 Turner St,,Fairbanks,AK,99701,Fairbanks North Star,907-452-6092,,AK02M000011,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,30,52,Robert Hull,1910 Turner Street Associates,1630 Washington Drive,,Fairbanks,AK,99709,,907-479-3644,907-474-0465,need_email@hud.gov,Robert C Hull,"Ben Lomond, Inc.",1630 Washington Dr.,,Fairbanks,AK,99709,,907-378-7223,,benlomond@gci.net,KATHY CLAIBORNE,Seattle,Anchorage
Mary A. Nordale House,594 Slater Drive,,FAIRBANKS,AK,99701,Fairbanks North Star,907-456-8901,176HD012,AK06Q961003,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,4,4,Emily  Ennis,Mary A. Nordale House,805 Airport Road,,Fairbanks,AK,99701,,(907) 456-8901,(907) 452-5171,need_email@hud.gov,Noel Murray,Fairbanks Resource Agency Inc,805 Airport Road,,Fairbanks,AK,99701,7530,(907) 456-8901,(907) 452-5171,noel@fra-alaska.net,LEONA L BLANKENSHIP,Seattle,Anchorage
Marybeth Hafele House,430 Craig Street,,Fairbanks,AK,99701,Fairbanks North Star,,176HD024,AK06Q031002,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,4,4,Walter Carlo,MaryBeth Hafele House Foundation,805 Airport Road,,Fairbanks,AK,99701,,907-456-8901,,need_email@hud.gov,Emily F. Ennis,Fairbanks Resource Agency Inc,805 Airport Road,,Fairbanks,AK,99701,7530,(907) 456-8901,(907) 452-5171,noel@fra-alaska.net,LEONA L BLANKENSHIP,Seattle,Anchorage
Marydale Manor Apartments,112 West Marydale Avenue,,Soldotna,AK,99669,Kenai Peninsula,907-398-8858,17611042,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,40,Erick Watkins,Marydale LLC,PO Box 2536,,Soldotna,AK,99669,,9073980419,,need_email@hud.gov,Erick Watkins,Erick Watkins,PO Box 2536,,Soldotna,AK,99669,,9073980419,,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
McKinley Tower Apartments,337 East 4th Avenue,,Anchorage,AK,99501,Anchorage,(907) 229-8176,17635043,,221d4 NC/SR,Insured-Unsubsidized,,,0,100,Marc A. Marlow,"EGAE, LLC",229 Whitney Rd,,Anchorage,AK,99501,1616,907/229-8176,,need_email@hud.gov,Patrick O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
Mendenhall Woods,3510 Mendenhall Loop Road,,Juneau,AK,99801,Juneau,,176HD029,AK06Q071001,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,4,4,Peggy Schick,"REACH for Housing, Inc.",213 Third Street,,Juneau,AK,99801,1220,907-586-8228,907-586-8226,need_email@hud.gov,Richard Fagundes,"REACH, Inc.",213 Third Street,,Juneau,AK,99801,,907-586-8228,907-586-8226,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
Mid-Valley Manor,11913 West Mid-Valley Way,,HOUSTON,AK,99694,Matanuska Susitna,907-892-6114,176EE013,AK06S971003,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,5,5,George Dusek,"Mid-Valley Senior Citizen Housing, Inc.","11975 W. Mid Valley Way, Suite B",,Wasilla,AK,99654,,(907) 892-6114,(907) 892-7972,housing@mtaonline.net,Mary Anderson,"Mid-Valley Senior Citizen Housing, Inc.","11975 W. Mid Valley Way, Suite B",,Wasilla,AK,99654,,(907) 892-6114,(907) 892-7972,housing@mtaonline.net,KATHY CLAIBORNE,Seattle,Anchorage
MONASTERY STREET APARTMENTS,414 HOLLYWOOD WAY,,SITKA,AK,99835,Sitka,,,,,Use Restriction,Wholly Elderly Housekeeping,Elderly,0,24,Bart Meyer,Baranof Island Housing Authority,304 Baranof Street,P.O. Box 517,Sitka,AK,99835,,907-747-5088,907-747-7685,gusbiha@yahoo.com,Bart Meyer,Baranof Island Housing Authority,304 Baranof Street,P.O. Box 517,Sitka,AK,99835,,907-747-5088,907-747-7685,gusbiha@yahoo.com,LEONA L BLANKENSHIP,Seattle,Anchorage
MOORE STREET SENIOR APARTMENTS,1420 Moore Street,,FAIRBANKS,AK,99701,Fairbanks North Star,,176EE001,AK06S911001,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,19,20,Joyce Harris,"Moore Street Seniors, Inc.",1427 Gillam Way,,Fairbanks,AK,99701,0000,907-452-2100,907-452-7945,c21gr@gci.net,Melissa Bidwell,"MB Management Services, Inc","3801 S. Cushman St, Ste 4",,Fairbanks,AK,99701,,907-479-0265,,melissa@mvirealty.com,LEONA L BLANKENSHIP,Seattle,Anchorage
MULDOON MANOR,2040 MULDOON RD,,ANCHORAGE,AK,99504,Anchorage,,176EE007,AK06S951002,202 Capital Advance for Elderly,202/811,Wholly elderly congregate,Elderly,19,20,Spencer Biegel,"Elder Services, Inc.",2040   Muldoon  RD,,ANCHORAGE,AK,99504,0000,(907) 338-8700,(503)235-5915,patrick@manormanagement.com,Patrick O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
New Neighbors,247 Melody Place,,ANCHORAGE,AK,99504,Anchorage,907-277-6677,176HD010,AK06Q961001,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,8,10,Gwendolyn Lee,"New Neighbors, Inc.",2211 Arca Drive,,Anchorage,AK,99508,,907-277-6677,907-272-2161,glee@arc-anchorage.org,Michaela Sisson,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,KATHY CLAIBORNE,Seattle,Anchorage
New Stuyahok Senior Apartments,Wallace Street,,NEW STUYAHOK,AK,99636,Dillingham,907-693-3344,176EE026,AK06S021001,202 Capital Advance for Elderly,202/811,Elderly,Elderly,5,6,Luki Akelkok,Bristol Bay Housing Development Corporation,1244 Tower Road,P.O. Box 50,Dillingham,AK,99576,0050,907 842 5956,907 842 2784,dmcclure@bbha.org,Dave McClure,Bristol Bay Housing Authority,P. O. Box 50,,Dillingham,AK,99576,,907-842-5956,,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
NORTH WIND APARTMENTS,PO Box 1965,,Petersburg,AK,99833,Wrangell Petersburg,(907)772-3035,,AK06L000003,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,24,24,Daniel Abts,Northwind Apartments LLC,20740 Ptarmigan Blvd,,Eagle River,AK,99577,,9077278958,,dan432@mtaonline.net,Daniel Abts,Northwind Apartments LLC,20740 Ptarmigan Blvd,,Eagle River,AK,99577,,9077278958,,dan432@mtaonline.net,KATHY CLAIBORNE,Seattle,Anchorage
Oakhill Apts,PO Box 202222,,Anchorage,AK,99520,Anchorage,907-677-8411,176HD027,AK06Q051001,811 Capital Advance for Disabled,202/811,,,10,10,Shannon K. Wilks,A.A.S.C. Housing II,315 Barrow St.,,Anchorage,AK,99501,,907-261-5361,,swilks@achms.com,Michaela Sisson,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,KATHY CLAIBORNE,Seattle,Anchorage
Olgonikgum Uttuganaknich Senior Housing,2126 Emaiknik Rd,,WAINWRIGHT,AK,99782,North Slope,907-763-2575,176EE031,AK06S021006,202 Capital Advance for Elderly,202/811,,,5,5,Rossman Petook,"Allualikmiut, Inc.",1212 Airport Road,P.O. Box 143,Wainwright,AK,99782,,907-763-2012,,need_email@hud.gov,Daryl Kooley,Tagiugmiullu Nunamiullu Housing Authority,PO Box 409,,Barrow,AK,99723,0409,907-852-7150,907-852-2038,wendy.knight@tnha.net,KATHY CLAIBORNE,Seattle,Anchorage
Opportunity House,323 Carlanna Lake Road,,Ketchikan,AK,99901,Ketchikan Gateway,,176HD030,AK06Q071002,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,8,8,Blake Chupka,"Opportunity, Inc.",201 Deermount Street,,Ketchikan,AK,99901,,907-225-7825,907-225-1541,mmercer@comconnections.org,,"Community Connections, Inc.",201 Deermount Street,,Ketchikan,AK,99901,,907-225-7825,907-225-1541,mmercer@comconnections.org,KATHY CLAIBORNE,Seattle,Anchorage
Palmer Manor,327 East Auklet  Drive,,Palmer,AK,99645,Matanuska Susitna,,176EE035,AK06S031002,202 Capital Advance for Elderly,202/811,Elderly,Elderly,4,5,Spencer Biegel,"Palmer Senior Housing, Inc.",1625 SE Lafayette St,,Portland,OR,97202,3862,503-231-4922,,need_email@hud.gov,Patrick C O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
PARKWEST APARTMENTS,2006 Sandvik Road,,FAIRBANKS,AK,99709,Fairbanks North Star,907-479-4918,17635048,AK020005001,223(a)(7) Refi of 221d4 NC/SR,Insured-Subsidized,Indv. families - not eld/ handicap,Family,82,84,Leonard B Hyde,University Park Apartments LLC,PO Box 202845,,Anchorage,AK,99520,2845,907/258-3841,,need_email@hud.gov,Andrea Bean,"JL Properties, Inc.",Post Office Box 202845,,Anchorage,AK,99520,2845,907-279-8068,907-279-8066,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
PETERSBURG ELDERLY,PO Box 1530,,Petersburg,AK,99833,Wrangell Petersburg,(907)772-3445,,AK02R000004,,"Subsidized, No HUD Financing",Elderly,Elderly,24,24,Kathy O'Rear,"City of Petersburg,Alaska",16 N. 12th St.,,Petersburg,AK,99833,,907-772-34445,907-772-4217,shelynb@ci.petersburg.ak.us,Kathy O'Rear,"City of Petersburg,Alaska",16 N. 12th St.,,Petersburg,AK,99833,,907-772-34445,907-772-4217,shelynb@ci.petersburg.ak.us,KATHY CLAIBORNE,Seattle,Anchorage
PTARMIGAN PARK APARTMENTS,1122 E. 19th Avenue,,ANCHORAGE,AK,99501,Anchorage,907-272-9617,,AK020102011,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,17,17,Daniel R Fauske,Alaska Housing Finance Corporation,4300 Boniface Parkway,P.O. Box 101020,Anchorage,AK,99510,1020,907-338-6100,907-338-1683,need_email@hud.gov,Daniel R Fauske,Alaska Housing Finance Corporation,4300 Boniface Parkway,P.O. Box 101020,Anchorage,AK,99510,1020,907-338-6100,907-338-1683,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
"River's Edge Property, Inc.",200 Flume Circle,,Sitka,AK,99835,Sitka,,176HD026,AK19Q041002,811 Capital Advance for Disabled,202/811,,,5,6,Robert Alexander,"River's Edge Property, Inc.",701 Indian River Rd,,Sitka,AK,99835,7480,907-747-3636,,need_email@hud.gov,Nancy LeClerc-Davidson,Sitka Counseling and Prevention,701 Indian River Rd,,Sitka,AK,99835,7480,907-747-3636,907-747-5316,ndavidson@scpsak.org,KATHY CLAIBORNE,Seattle,Anchorage
"Roosevelt, The",1403 West 32nd Ave,,Anchorage,AK,99503,Anchorage,(907) 677-8411,176HD032,AK06Q091001,811 Capital Advance for Disabled,202/811,,,10,10,,"The Roosevelt, Inc.",1403 W. 32nd Ave.,,Anchorage,AK,99503,,907-677-8490,907-677-8450,psanden@nwanchorage.org,Michaela Sisson,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,KATHY CLAIBORNE,Seattle,Anchorage
RUSSIAN JACK MANOR,1260 Delasala Place,,ANCHORAGE,AK,99508,Anchorage,907-332-4083,176EE015,AK06S991001,202 Capital Advance for Elderly,202/811,Elderly,Elderly,19,20,Spencer Biegel,Senior Living Alternatives Inc.,1569 Garden Street,,Anchorage,AK,99508,,(907) 277-7041,(503)235-5915,patrick@manormanagement.com,Patrick O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
Salmon Creek Housing,NHN Waterfall Lane,,Juneau,AK,99802,Juneau,907-463-3303,176HD023,AK06Q031001,811 Capital Advance for Disabled,202/811,Wholly developmentally disabled,Disabled,6,7,Anthony Sholty,Salmon Creek Housing,3406 Glacier Hwy.,,Juneau,AK,99801,,(907) 463- 6826,,michelle@jamhi.org,Dale Valcarce,"Juneau Alliance for the Mentally Ill, Inc.",3406 Glacier Hwy Ste A,,Juneau,AK,99801,7251,(907) 463-3303,,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
SMITH HALL,8619 TEAL ST,,JUNEAU,AK,99801,Juneau,(907)789-5535,176EE004,AK06S941001,202 Capital Advance for Elderly,202/811,Wholly Elderly Housekeeping,Elderly,24,25,"Robert Rehfeld, C/O St. Vincent de Paul Society","Smith Hall, Inc.",8617 Teal St,,Juneau,AK,99801,8055,(907) 789-5535,(907) 789-2557,st.vincentdepaul.juneau@gci.net,Dan  Austin,St. Vincent de Paul Society Diocesan Council,8617   Teal  ST,,Juneau,AK,99801,0000,(907) 789-5535,,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
St. Lucy's Senior Living,3rd and Union,,Haines,AK,99827,Haines,,176EE042,AK06S081002,202 Capital Advance for Elderly,202/811,,,5,5,Dan Austin,"St. Lucy's Senior Living, Inc.",P.O. Box 916,,Haines,AK,99827,,9073215222,,halincn@aptalaska.net,Dan Austin,"Haines Assisted Living, Inc.",219 Union St.,Box 916,Haines,AK,99827,0916,9077663616,9077663617,halincn@aptalaska.net,KATHY CLAIBORNE,Seattle,Anchorage
STEPHEN'S PARK APARTMENTS,3200 LATOUCHE ST,,ANCHORAGE,AK,99508,Anchorage,(907) 677-8490,,AK06L000020,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,31,160,Debe Mahoney,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,Michaela Sisson,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,KATHY CLAIBORNE,Seattle,Anchorage
SUNSET VIEW,401 2nd Street,,CORDOVA,AK,99574,Valdez Cordova,907-424-7697,,AK020102008,,"Subsidized, No HUD Financing",Elderly,Elderly,22,22,Daniel R Fauske,Alaska Housing Finance Corporation,4300 Boniface Parkway,P.O. Box 101020,Anchorage,AK,99510,1020,907-338-6100,907-338-1683,need_email@hud.gov,Daniel R Fauske,Alaska Housing Finance Corporation,4300 Boniface Parkway,P.O. Box 101020,Anchorage,AK,99510,1020,907-338-6100,907-338-1683,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
Sutton Annex,15838 N Glen Hwy,,Sutton,AK,99674,Matanuska Susitna,907-745-1372,176EE028,AK06S021003,202 Capital Advance for Elderly,202/811,Elderly,Elderly,4,5,Spencer Biegel,Sutton Senior Annex,1625 SE Lafayette St,,Portland,OR,97202,3862,503 231 4922,,need_email@hud.gov,Patrick O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
Sutton Manor,15816 North Glenn Highway,,Sutton,AK,99674,Matanuska Susitna,907-745-1372,176EE025,AK06S011008,202 Capital Advance for Elderly,202/811,Elderly,Elderly,4,5,Spencer Biegel,"Sutton Senior Housing, Inc.",1625 SE Lafayette St,,Portland,OR,97202,3862,503/231-4922,,need_email@hud.gov,Patrick C O'Toole,"MANOR MANAGEMENT OF ALASKA, INC.",1625 SE Lafayette Street,,PORTLAND,OR,97202,0000,(503) 231-4922,(503) 235-5915,patrick@manormanagement.com,KATHY CLAIBORNE,Seattle,Anchorage
Tikigaqmiut Senior Housing,818 Qalgi Ave,,POINT HOPE,AK,99766,North Slope,907-368-2836,176EE029,AK06S021004,202 Capital Advance for Elderly,202/811,,,5,5,"David Stone, Senior","Tikigaqmiut, Inc.",1745 Qalgi Avenue,P.O. Box 44,Point Hope,AK,99766,,907-368-7108,,need_email@hud.gov,Daryl Kooley,Tagiugmiullu Nunamiullu Housing Authority,PO Box 409,,Barrow,AK,99723,0409,907-852-7150,907-852-2038,wendy.knight@tnha.net,KATHY CLAIBORNE,Seattle,Anchorage
Togiak Senior Housing,NHN 3rd Street,Plat 86-9,Togiak,AK,99678,Dillingham,907-842-5956,176EE043,AK06S081003,202 Capital Advance for Elderly,202/811,,,5,6,Dave E. McClure,Bristol Bay Housing Development Corporation,1244 Tower Road,P.O. Box 50,Dillingham,AK,99576,0050,907 842 5956,907 842 2784,dmcclure@bbha.org,Dave Mcclure,Bristol Bay Housing Authority,P. O. Box 50,,Dillingham,AK,99576,,907-842-5956,,need_email@hud.gov,KATHY CLAIBORNE,Seattle,Anchorage
Tupqich Elder Apartments,607 C Wolverine Dr,,Kotzebue,AK,99752,Northwest Arctic,907-442-7669,176EE038,AK19S041005,202 Capital Advance for Elderly,202/811,Elderly,Elderly,4,5,Willie Goodwin,"Tupqich Elder apartments, Inc.",PO Box 256,,Kotzebue,AK,99752,,9074427150,9074427250,phansen@maniilaq.org,Michaela Sisson,NeighborWorks Anchorage,480 West Tudor Road,,ANCHORAGE,AK,99503,0000,(907) 677-8490,(907) 677-8450,dmahoney@nwanchorage.org,KATHY CLAIBORNE,Seattle,Anchorage
Tyee Court,346 Tyee Street,,Soldotna,AK,99669,Kenai Peninsula,,176HD035,,811 Capital Advance for Disabled,202/811,,,0,1,,"Tyee Court Housing, Inc.",3751 Sterling Highway,,Homer,AK,99603,,907-677-8435,907-677-8451,rtovsen@nwanchorage.org,,,,,,,,,,,,KATHY CLAIBORNE,Seattle,Anchorage
Utuqqanaaqagvik Senior Housing,417 Nigiq Street,,NUIQSUT,AK,99789,North Slope,907-480-6220,176EE033,AK06S021008,202 Capital Advance for Elderly,202/811,,,5,5,Margaret Pardue,"Utuqqanaaqagvik, Inc.",4123 Taalak Street,P.O. Box 89143,Nuiqsut,AK,99789,,907-480-6220,,need_email@hud.gov,Daryl Kooley,Tagiugmiullu Nunamiullu Housing Authority,PO Box 409,,Barrow,AK,99723,0409,907-852-7150,907-852-2038,wendy.knight@tnha.net,KATHY CLAIBORNE,Seattle,Anchorage
WOODRIDGE APARTMENTS,903 Cook Street,,KENAI,AK,99611,Kenai Peninsula,907-283-4755,,AK02R000003,,"Subsidized, No HUD Financing",Elderly,Elderly,24,24,Emily Briedenbach,APD Housing Partners 21 Limited,1700 7th Ave,Suite 2000,Seattle,WA,98101,,760-557-1476,,Adam.gutteridge@vitusgroup.com,Liam J. Bayly,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,KATHY CLAIBORNE,Seattle,Anchorage
12th and River Senior Housing,514 S 12th St,,Boise,ID,83702,Ada,208-514-1601,124EE024,ID16S091002,202 Capital Advance for Elderly,202/811,,,41,53,Bill Rumpf,"Boise Senior 202 Owner, LP","1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303 830 3300,877-693-7945,twalorski@mercyhousing.org,Joe Thompson,Mercy Housing Management Group,"1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303-830-3300,877-693-7945,twalorski@mercyhousing.org,CYNTHIA E INGEBRETSON,Seattle,Portland
ADAMS LANE,424-4 ADAMS LN,,LEWISTON,ID,83501,Nez Perce,208 743-0418,,ID16H020077,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,31,31,Tammy Baldus,Roy Baldus,3978 Foothill Drive,,Lewiston,ID,83501,,208-746-0380,208-746-0380,prtran@cableone.net,Marla Leedy,B & D Management,137 W. Court Street,,Weiser,ID,83672,1904,(208) 549-0154,(208) 549-3880,bdmgnt85@gmail.com,RICHARD OTIS,Seattle,Portland
AMSTUTZ APARTMENTS,320  S. ADA ST,,GLENNS FERRY,ID,83623,Elmore,208-342-2930,,ID16H020082,,"Subsidized, No HUD Financing",Wholly Elderly Housekeeping,Elderly,12,12,Randy McGinnis,"Amstutz Associates, an Idaho General Partnership",2500 Sunset Ave,,Boise,ID,83702,0342,208-343-7999,,need_email@hud.gov,Randy McGinnis,"Amstutz Associates, an Idaho General Partnership",2500 Sunset Ave,,Boise,ID,83702,0342,208-343-7999,,need_email@hud.gov,KRISTINE PETRILLO,Seattle,Portland
AMY LYN APTS,115 E PORTLAND AVE,,KELLOGG,ID,83837,Shoshone,,,ID05L000004,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,40,40,Russ Heaton,DAB PROPERTIES,4020 S. BEST CT,,VERADALE,WA,99037,,509-891-9256,,HEATONS13@COMCAST.NET,Lorraine Brooks,KIEMLE & HAGOOD CO,601  W MAIN  AVE SUITE 400,,SPOKANE,WA,99201,0613,(509) 838-6541,(509)458-4014,info@khco.com,MELISSA A SCHAFTE,Seattle,Portland
APPLE POINTE APARTMENTS,3330-3486 N 34TH STREET,,BOISE,ID,83703,Ada,208-426-0779,,ID05L000002,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,30,32,James R. Tomlinson,Oak Lawn LLC,205 N. 10th,,Boise,ID,83702,,(208) 343-6438,(208) 338-1777,shan.miller@tomlinson-assoc.com,James R. Tomlinson,"Tomlinson & Associates, Inc.",205 N. 10th Street,Suite 200,Boise,ID,83702,,20834306438,208338-1777,jim.tomlinson@tomlinson-assoc.com,MELISSA A SCHAFTE,Seattle,Portland
Arbor Crossing Apartments,5122 W Stoker Ln,,Boise,ID,83703,Ada,(208)853-8109,12435096,,223(a)(7) Refi of 221d4 NC/SR,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,229,Mason and Julie Williams,Blue Meadows Holdings LLC,c/o Mason D Williams MBR,1414 E Walnut Ave,El Segundo,CA,90245,2624,310-322-9255,,jackdw55@yahoo.com,Chad Christensen,"Cottonwood Capital Property Management II, LLC","6350 South 3000 East, Suite 510",,Salt Lake City,UT,84121,,(801)278-0700,,gregg@cottonwoodcap.com,CYNTHIA E INGEBRETSON,Seattle,Portland
ARC LIVING RESIDENTIAL HOME,217 RUBY ST,,BOISE,ID,83705,Ada,,124EH016,ID16T801005,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly developmentally disabled,Disabled,16,18,Jack  Craven,"ARC Living, Inc.",4402 Albion,,Boise,ID,87305,1324,(208) 343-5583,208-343-5683,lcahill@thearcinc.org,Lisa Cahill,"ARC of Ada County, Inc.",4402 Albion St,,Boise,ID,83705,1324,(208) 343-5583,,lcahill@thearcinc.org,STEPHANIE P SMITH,Seattle,Portland
ASPENWOOD,235 S 4TH ST,,MONTPELIER,ID,83254,Bear Lake,208-465-4544,,ID16H020081,,"Subsidized, No HUD Financing",Elderly,Elderly,36,36,,Aspenwood Montpelier LLC,223 W. 700 S.,,Salt Lake City,UT,84101,,801-531-9200,,becki@wrnphc.org,Dianne Hunt,Syringa Property Management Inc.,1277 Shoreline Lane,,Boise,ID,83702,,(208) 336-4610,(208) 345-8990,dianne@syringaproperties.com,KRISTINE PETRILLO,Seattle,Portland
BALANCED ROCK TOWNHOUSE,439 Maple St,,CASTLEFORD,ID,83321,Twin Falls,,,ID16R000020,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,8,8,Paula J Gooding,Balanced Rock Associates,PO Box 1717,,TWIN FALLS,ID,83303,1717,(208) 734-6295,208 734 6215,jgooding@pmt.org,JEFF  GOODING,Gooding Management Corp.,PO Box 1717,,Twin Falls,ID,83303,1717,(208) 734-6295,208 734 6215,JGOODING@pmt.org,STEPHANIE P SMITH,Seattle,Portland
BANNOCK ARMS APTS,330 E Bannock ST,,BOISE,ID,83712,Ada,208-344-3770,,ID160005001,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,65,66,Glbert Silverman,Bannock Arms LLC,32100 Telegraph Road,Suite 220,Bingham Farms,MI,48025,,248-540-1228,,nort@wynnestone.com,Sha-Wanna Cook,WYNNESTONE COMMUNITIES,32100 Telegraph Rd,Suite 250,Bingham Farms,MI,48025,,(248) 646-0202,(248) 646-0482,nort@wynnestone.com,KRISTINE PETRILLO,Seattle,Portland
