DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
2011-12-09,4.08,4.11,4.08,4.1,4768
2011-12-08,4.25,4.372,4.05,4.05,7382
2011-12-07,4.16,4.18,4.16,4.18,5780
2011-12-06,4.08,4.49,4.07,4.18,8070
2011-12-05,4.06,4.1,4.01,4.09,30389
2011-12-02,3.75,4.05,3.75,4.05,31093
2011-12-01,3.53,3.82,3.53,3.71,28267
2011-11-30,3.5,3.88,3.32,3.6,119221
2011-11-29,3.57,3.57,3.42,3.51,5312
2011-11-28,3.69,3.71,3.51,3.51,6680
2011-11-25,3.79,3.79,3.45,3.72,6290
2011-11-23,3.87,3.87,3.6,3.84,6237
2011-11-22,3.9,3.92,3.61,3.92,2915
2011-11-21,3.86,3.92,3.8,3.92,5100
2011-11-18,3.68,3.95,3.66,3.9,6800
2011-11-17,3.9,3.95,3.9,3.9,3600
2011-11-16,3.91,4,3.77,3.95,17215
2011-11-15,3.9,3.95,3.7,3.91,13599
2011-11-14,3.67,4.15,3.67,3.99,41373
2011-11-11,3.95,4.17,3.75,3.8,13269
2011-11-10,3.85,4.12,3.77,4,31033
2011-11-09,3.73,4.05,3.68,3.78,13018
2011-11-08,3.95,4,3.631,3.99,3800
2011-11-07,3.9,4.05,3.43,3.92,22133
2011-11-03,4.16,4.16,3.91,4.03,4975
2011-11-02,3.98,4.13,3.959,4.13,2383
2011-10-31,4.05,4.16,4.01,4.04,1100
2011-10-28,4.11,4.22,4.05,4.09,11581
2011-10-27,4.16,4.2,3.97,4.2,45909
2011-10-26,4,4.1,3.84,4.1,5670
2011-10-25,4,4.11,4,4.06,12950
2011-10-24,4.06,4.11,3.85,4.01,14175
2011-10-21,4.32,4.5,3.81,4.11,29580
2011-10-20,4.41,4.53,4.4,4.53,500
2011-10-19,4.6,4.663,4.49,4.49,3600
2011-10-18,4.55,4.71,4.25,4.67,2700
2011-10-17,4.49,4.79,4.48,4.79,2300
2011-10-14,4.49,4.49,4.49,4.49,100
2011-10-13,4.25,4.5,4.25,4.5,4800
2011-10-12,4.1,4.3,4.1,4.3,9500
2011-10-11,3.95,4,3.95,4,1800
2011-10-10,4.01,4.05,4,4,600
2011-10-06,3.76,4,3.7,4,10773
2011-10-05,3.48,3.98,3.48,3.93,11000
2011-10-04,3.9,3.94,3.34,3.52,32467
2011-10-03,4.06,4.07,3.52,3.91,22622
2011-09-30,4.27,4.45,4.14,4.15,4100
2011-09-29,4.34,4.47,4.201,4.46,1900
2011-09-28,4.54,4.7,4.32,4.4,4774
2011-09-27,4.34,4.74,4.31,4.707,5733
2011-09-26,4.92,5.04,4.37,4.69,11008
2011-09-23,5.04,5.04,5.04,5.04,4
2011-09-22,5,5,5,5,86
2011-09-21,4.92,5.04,4.82,4.9,3798
2011-09-20,5.11,5.14,4.91,4.91,10402
2011-09-19,5.24,5.25,5.23,5.23,1380
2011-09-16,5.39,5.4,5.23,5.4,1300
2011-09-15,5.3,5.35,5.11,5.23,4096
2011-09-14,5.28,5.35,5.2,5.29,2200
2011-09-13,5.21,5.28,5.08,5.28,2000
2011-09-12,5.02,5.29,5,5.25,9353
2011-09-09,5.23,5.29,5.1,5.25,2200
2011-09-08,5.26,5.41,5.148,5.25,5000
2011-09-07,5.39,5.39,5.16,5.3,3100
2011-09-06,5.44,5.47,5.26,5.26,18870
2011-09-02,5.43,5.56,5.31,5.48,13064
2011-09-01,5.46,5.5,5.41,5.49,2560
2011-08-31,5.49,5.5,5.49,5.49,400
2011-08-30,5.53,5.6,5.5,5.5,2025
2011-08-29,5.48,5.53,5.45,5.51,2375
2011-08-26,5.49,5.52,5.29,5.49,800
2011-08-25,5.55,5.55,5.55,5.55,400
2011-08-24,5.49,5.55,5.45,5.55,1100
2011-08-23,5.37,5.54,5.36,5.47,2976
2011-08-22,5.49,5.58,5.26,5.54,6700
2011-08-19,5.52,5.65,5.4,5.4,3976
2011-08-18,5.7,5.71,5.55,5.68,3274
2011-08-17,5.71,5.72,5.58,5.71,2250
2011-08-16,5.65,5.79,5.45,5.74,8855
2011-08-15,5.69,5.79,5.598,5.73,4572
2011-08-12,5.79,5.8,5.62,5.62,11792
2011-08-11,5.83,5.83,5.67,5.78,5911
2011-08-10,5.59,5.92,5.51,5.8,37832
2011-08-09,5.71,5.89,5.64,5.65,7100
2011-08-08,5.84,5.84,5.45,5.79,7940
2011-08-05,5.93,6.08,5.75,5.79,9903
2011-08-04,6,6.01,5.861,5.95,12275
2011-08-03,6.05,6.05,5.85,5.86,6460
2011-08-02,6.02,6.1,6,6.05,6100
2011-08-01,6,6.04,5.93,6,8900
2011-07-29,5.99,6.1,5.85,6,33289
2011-07-28,6.1,6.14,6.01,6.03,33076
2011-07-27,6.09,6.19,5.98,6.15,70859
2011-07-26,5.92,6.19,5.92,6.19,50880
2011-07-25,5.72,5.99,5.7,5.95,178302
2011-07-22,5.6,5.75,5.552,5.69,42981
2011-07-21,5.78,5.8,5.3,5.727,19674
2011-07-20,5.74,5.85,5.72,5.8,34300
2011-07-19,5.75,5.75,5.732,5.75,31459
2011-07-18,5.75,5.75,5.65,5.75,2657
2011-07-15,5.73,5.75,5.65,5.7,17899
2011-07-14,5.72,5.75,5.66,5.75,6100
2011-07-13,5.75,5.75,5.7,5.75,16100
2011-07-12,5.7,5.75,5.667,5.75,900
2011-07-11,5.67,5.78,5.6,5.7,52700
2011-07-08,5.7,5.8,5.66,5.7,3000
2011-07-07,5.8,5.85,5.74,5.8,3898
2011-07-06,5.76,5.8,5.7,5.79,6100
2011-07-05,5.69,5.79,5.69,5.78,3000
2011-07-01,5.7,5.7,5.69,5.69,4426
2011-06-30,5.68,5.8,5.66,5.78,4815
2011-06-29,5.68,5.79,5.67,5.7,3440
2011-06-28,5.75,5.83,5.65,5.7,11080
2011-06-27,5.61,5.8,5.61,5.8,4444
2011-06-24,5.75,5.8,5.59,5.59,10512
2011-06-23,5.71,5.77,5.58,5.76,4027
2011-06-22,5.66,5.8,5.66,5.75,7328
2011-06-21,5.75,5.8,5.56,5.6,900
2011-06-20,5.7,5.7,5.61,5.7,6313
2011-06-17,5.8,5.85,5.8,5.85,1468
2011-06-16,5.8,5.8,5.77,5.8,2175
2011-06-15,5.74,5.8,5.66,5.8,5135
2011-06-14,5.78,5.85,5.65,5.78,7200
2011-06-13,5.76,5.9,5.76,5.76,8332
2011-06-10,5.8,5.8,5.69,5.8,1000
2011-06-09,5.88,5.9,5.69,5.86,12068
2011-06-08,5.88,5.9,5.77,5.86,36600
2011-06-07,5.86,5.9,5.81,5.9,500
2011-06-06,5.72,5.98,5.72,5.89,7152
2011-06-03,5.97,6,5.88,5.88,2500
2011-06-02,5.88,6,5.84,5.95,1500
2011-06-01,5.99,5.99,5.88,5.9,89340
2011-05-31,5.95,6,5.9,5.96,10260
2011-05-27,5.9,5.95,5.9,5.9,53406
2011-05-25,5.93,5.99,5.91,5.99,440
2011-05-24,5.99,6.06,5.99,6,693
2011-05-23,6.07,6.07,6.02,6.02,400
2011-05-20,5.98,6.09,5.89,5.95,51928
2011-05-19,5.95,6.09,5.95,5.98,64577
2011-05-18,5.99,6.05,5.95,5.95,1500
2011-05-17,6.02,6.02,6.02,6.02,100
2011-05-16,6.05,6.05,5.73,6.03,4550
2011-05-13,6.05,6.05,6.05,6.05,2100
2011-05-12,6.05,6.12,5.97,6.1,1900
2011-05-11,6.11,6.11,6.009,6.05,2272
2011-05-10,6.05,6.11,6.011,6.1,2405
2011-05-09,6.03,6.12,6.03,6.12,300
2011-05-06,6.11,6.15,6.061,6.12,2136
2011-05-05,6.16,6.2,6.04,6.13,13594
2011-05-04,6.18,6.19,6.18,6.19,200
2011-05-03,6.11,6.2,6.11,6.17,1200
2011-05-02,6.17,6.17,6.061,6.15,800
2011-04-29,6.18,6.19,6.13,6.19,8300
2011-04-28,6,6.2,6,6.18,1800
2011-04-27,6.06,6.07,5.94,5.94,11730
2011-04-26,6.15,6.25,6.032,6.12,18927
2011-04-25,5.92,6.19,5.9,6.19,13523
2011-04-21,5.8,5.95,5.79,5.91,33825
2011-04-20,5.79,5.8,5.7,5.79,11178
2011-04-19,5.66,5.79,5.66,5.79,1100
2011-04-18,5.78,5.78,5.67,5.78,400
2011-04-15,5.85,5.85,5.665,5.749,18718
2011-04-14,5.85,5.85,5.8,5.8,500
2011-04-13,5.85,5.85,5.776,5.85,500
2011-04-12,5.8,5.89,5.8,5.84,500
2011-04-11,5.98,5.98,5.72,5.83,25308
2011-04-08,5.99,5.99,5.931,5.96,770
2011-04-07,5.87,5.97,5.85,5.96,13721
2011-04-06,5.99,5.99,5.922,5.99,3843
2011-04-05,5.99,6,5.918,5.974,1225
2011-04-04,5.98,6,5.947,6,425
2011-04-01,6,6.03,5.984,6,3312
2011-03-31,5.91,6.04,5.86,6.04,3749
2011-03-30,5.99,5.99,5.86,5.86,3824
2011-03-29,5.96,5.98,5.85,5.95,9339
2011-03-28,5.96,6.02,5.91,5.95,6930
2011-03-25,5.97,6.04,5.95,6,14795
2011-03-24,5.95,6,5.85,5.87,21025
2011-03-23,5.85,5.9,5.8,5.8,11038
2011-03-22,5.95,6,5.76,5.92,44690
2011-03-21,5.99,6,5.84,6,7300
2011-03-18,5.85,6,5.85,6,5136
2011-03-17,5.87,5.87,5.846,5.86,500
2011-03-16,5.9,5.9,5.56,5.9,2100
2011-03-15,5.91,5.91,5.56,5.9,2759
2011-03-14,5.9,5.92,5.9,5.92,300
2011-03-11,5.86,5.94,5.829,5.94,12771
2011-03-10,5.85,5.85,5.75,5.84,300
2011-03-09,5.82,5.89,5.82,5.89,596
2011-03-08,5.83,5.92,5.75,5.9,3620
2011-03-07,5.88,5.95,5.77,5.95,1893
2011-03-04,5.84,5.93,5.84,5.85,19350
2011-03-03,5.87,5.91,5.74,5.85,15256
2011-03-02,5.67,5.98,5.63,5.95,2353
2011-03-01,5.02,6,5.01,5.6,10877
2011-02-28,5.79,5.94,5.54,5.784,5114
2011-02-25,5.9,5.94,5.76,5.88,16374
2011-02-24,5.96,6.05,5.9,5.95,18750
2011-02-23,6.01,6.01,5.9,5.98,1875
2011-02-22,6.07,6.07,5.9,5.98,9750
2011-02-18,5.96,6.08,5.95,6.06,1500
2011-02-17,6.08,6.08,5.95,6,7400
2011-02-16,5.99,6.14,5.9,6.13,6400
2011-02-15,6,6.05,5.87,5.99,7975
2011-02-14,6,6.13,5.9,6,84311
2011-02-11,6,6.07,5.91,6,16584
2011-02-10,6.07,6.09,5.99,6.08,1150
2011-02-09,6.09,6.18,5.96,6.09,9600
2011-02-08,5.96,6.14,5.96,6.11,2525
2011-02-07,5.92,6.22,5.9,5.96,57796
2011-02-04,6.09,6.09,5.96,5.96,1199
2011-02-03,5.83,6.19,5.56,6.19,8560
2011-02-02,6.04,6.04,5.81,6.01,27688
2011-02-01,6.17,6.17,5.89,6.03,11028
2011-01-31,6.14,6.22,6.05,6.17,22400
2011-01-28,6.2,6.23,6.06,6.21,9172
2011-01-27,6.23,6.24,6.1,6.2,9662
2011-01-26,5.97,6.19,5.96,6.08,51982
2011-01-25,5.97,5.97,5.91,5.96,1183
2011-01-24,5.92,6.03,5.89,5.98,3288
2011-01-21,6,6.01,5.811,6,3532
2011-01-20,5.89,5.98,5.78,5.91,2200
2011-01-19,5.97,6.02,5.88,5.98,1500
2011-01-18,5.88,6,5.76,5.96,11450
2011-01-14,5.83,5.89,5.62,5.776,19914
2011-01-13,5.63,5.72,5.61,5.61,72806
2011-01-12,5.55,5.75,5.55,5.6,11677
2011-01-11,5.6,5.65,5.56,5.56,12793
2011-01-10,5.65,5.65,5.52,5.6,7048
2011-01-07,5.6,5.61,5.6,5.61,3266
2011-01-06,5.57,5.61,5.51,5.54,17889
2011-01-05,5.43,5.88,5.39,5.57,30224
2011-01-04,5.71,5.72,5.465,5.48,45222
2011-01-03,5.7,5.75,5.7,5.71,3559
2010-12-31,5.75,5.75,5.74,5.74,11278
2010-12-30,5.8,5.81,5.69,5.74,1350
2010-12-29,5.8,5.8,5.8,5.8,500
2010-12-28,5.78,5.8,5.72,5.74,800
2010-12-27,5.69,5.7,5.69,5.7,1205
2010-12-23,5.75,5.77,5.65,5.68,14285
2010-12-22,5.76,5.82,5.74,5.74,1209
2010-12-21,5.62,5.83,5.61,5.83,14786
2010-12-20,5.76,5.83,5.74,5.74,5080
2010-12-17,5.69,5.89,5.69,5.89,8184
2010-12-16,5.77,5.8,5.74,5.8,935
2010-12-15,5.81,5.89,5.8,5.85,16000
2010-12-14,5.92,5.94,5.77,5.93,3740
2010-12-13,5.69,5.9,5.69,5.75,6705
2010-12-10,5.91,5.98,5.68,5.89,62464
2010-12-09,6.04,6.05,5.79,5.95,10084
2010-12-08,5.93,5.97,5.88,5.88,3213
2010-12-07,5.98,6.04,5.91,5.919,10917
2010-12-06,5.88,6.04,5.88,5.98,8775
2010-12-03,5.6,6,5.6,5.89,221147
2010-12-02,5.65,5.73,5.65,5.73,15608
2010-12-01,5.7,5.74,5.65,5.69,14410
2010-11-30,5.72,5.77,5.63,5.68,5582
2010-11-29,5.74,5.8,5.71,5.799,6500
2010-11-26,5.81,5.84,5.7,5.73,21723
2010-11-24,5.85,5.9,5.71,5.9,6500
2010-11-23,5.69,5.8,5.68,5.75,10100
2010-11-22,5.67,5.86,5.67,5.86,7251
2010-11-19,5.65,5.86,5.57,5.8,14602
2010-11-18,5.65,5.65,5.55,5.64,6600
2010-11-17,5.61,5.672,5.56,5.644,1546
2010-11-16,5.53,5.87,5.53,5.63,2250
2010-11-15,5.52,5.52,5.5,5.5,3300
2010-11-12,5.5,5.52,5.44,5.52,3200
2010-11-11,5.65,5.69,5.65,5.69,5200
2010-11-10,5.62,5.63,5.61,5.61,5800
2010-11-09,5.65,5.69,5.61,5.69,6950
2010-11-08,5.71,5.72,5.66,5.7,2700
2010-11-05,5.62,5.81,5.52,5.81,47178
2010-11-04,5.57,5.63,5.55,5.63,26500
2010-11-03,5.5,5.59,5.42,5.58,11850
2010-11-02,5.24,5.53,5.24,5.53,12802
2010-11-01,5.26,5.34,5.17,5.3,7598
2010-10-29,5.29,5.38,5.26,5.33,1900
2010-10-28,5.29,5.41,5.28,5.32,16021
2010-10-27,5.48,5.48,5.31,5.37,6144
2010-10-26,5.64,5.68,5.54,5.54,5750
2010-10-25,5.58,5.689,5.37,5.54,5971
2010-10-22,5.65,5.7,5.15,5.54,42120
2010-10-21,5.78,5.79,5.551,5.79,12650
2010-10-20,5.57,5.89,5.46,5.79,31079
2010-10-19,5.4,5.6,5.4,5.6,42530
2010-10-18,5.27,5.4,5.208,5.4,28518
2010-10-15,5.205,5.25,5.19,5.24,5100
2010-10-14,5.22,5.24,5.18,5.18,16243
2010-10-13,5.21,5.25,5.15,5.15,15700
2010-10-12,5.16,5.32,5.15,5.2,9290
2010-10-11,5.31,5.37,5.299,5.36,11925
2010-10-08,5.03,5.3,5,5.25,24480
2010-10-07,5.08,5.16,5.03,5.07,4700
2010-10-06,5.06,5.19,5.03,5.08,11914
2010-10-05,5.08,5.2,4.96,5.151,13339
2010-10-04,4.95,5.01,4.86,4.95,3120
2010-10-01,5.01,5.022,4.9,5.01,1610
2010-09-30,5,5.1,4.915,5.1,6975
2010-09-29,5.03,5.07,4.87,5.05,26375
2010-09-28,5,5.09,4.95,4.967,38616
2010-09-27,4.96,5.09,4.96,5.05,10300
2010-09-24,5.09,5.09,4.899,5.02,5153
2010-09-23,5,5.2,4.89,4.89,3300
2010-09-22,5.23,5.23,4.96,5.12,16182
2010-09-21,4.7,5.25,4.7,5.2,40415
2010-09-20,4.6,4.68,4.45,4.65,23986
2010-09-17,4.57,4.7,4.34,4.7,17693
2010-09-16,4.41,4.6,4.33,4.57,16554
2010-09-15,4.36,4.65,4.35,4.58,21200
2010-09-14,4.48,4.61,4.48,4.5,25190
2010-09-13,4.42,4.6,4.39,4.44,16573
2010-09-10,4.35,4.41,4.27,4.32,22911
2010-09-09,4.54,4.54,4.385,4.41,11910
2010-09-08,4.73,4.75,4.31,4.55,36489
2010-09-07,4.81,4.84,4.62,4.76,5862
2010-09-03,4.68,4.85,4.68,4.84,11343
2010-09-02,4.6,4.78,4.546,4.63,38269
2010-09-01,4.56,4.62,4.27,4.61,14414
2010-08-30,4.56,4.65,4.5,4.64,7495
2010-08-27,4.54,4.54,4.4,4.44,21035
2010-08-26,4.29,4.64,4.25,4.54,35591
2010-08-25,3.96,4.21,3.9,4.17,148674
2010-08-24,4.11,4.12,3.99,4.01,15250
2010-08-23,4.43,4.52,4.22,4.226,29927
2010-08-20,4.8,4.88,4.5,4.61,16174
2010-08-19,4.67,4.8,4.67,4.79,27432
2010-08-18,4.8,4.8,4.59,4.64,28290
2010-08-17,4.81,4.92,4.73,4.9,22799
2010-08-16,4.71,4.88,4.71,4.8,5517
2010-08-13,4.74,4.91,4.74,4.89,300
2010-08-12,4.75,4.99,4.7,4.8,16892
2010-08-11,5.05,5.05,4.75,4.75,26039
2010-08-10,5,5.1,4.92,5.1,20584
2010-08-09,4.9,5.1,4.88,4.91,19793
2010-08-06,4.88,5,4.88,5,20639
2010-08-05,5.1,5.1,4.9,4.9,14274
2010-08-04,5.04,5.13,5.02,5.11,19111
2010-08-03,5.1,5.1,4.99,5,38978
2010-08-02,5.17,5.23,5.07,5.091,25260
2010-07-30,5,5.06,4.95,4.95,22451
2010-07-29,4.95,5.22,4.85,5.18,42384
2010-07-28,4.89,5.37,4.772,5.09,21693
2010-07-27,4.87,5.16,4.86,5.01,5250
2010-07-26,5.44,5.44,4.83,4.84,7900
2010-07-23,5.2,5.2,4.77,5,54491
2010-07-22,5.09,5.1,4.77,5.09,6950
2010-07-21,4.61,4.866,4.61,4.866,914
2010-07-19,4.83,5.02,4.785,4.93,3250
2010-07-16,4.62,4.62,4.62,4.62,200
2010-07-14,4.995,5,4.995,5,2816
2010-07-13,4.91,5.2,4.91,5,6562
2010-07-12,4.87,5.01,4.8,4.89,4127
2010-07-09,4.9,4.95,4.8,4.94,4485
2010-07-08,5,5,4.78,4.92,2900
2010-07-07,5.02,5.09,4.79,5,26736
2010-07-06,5,5.17,5,5.07,19200
2010-07-02,5.09,5.09,4.94,4.95,1909
2010-07-01,5.14,5.14,5,5.01,8024
2010-06-30,5.04,5.13,5.01,5.083,5225
2010-06-29,5.1,5.15,5.1,5.1,3200
2010-06-28,5.24,5.35,5.03,5.29,23349
2010-06-25,5.05,5.3,5.05,5.3,14375
2010-06-24,5.05,5.11,5,5.11,6500
2010-06-23,5.1,5.134,5.09,5.11,7831
2010-06-22,4.99,5.05,4.99,5,39155
2010-06-21,4.9,4.95,4.9,4.9,11803
2010-06-18,5,5.01,4.92,5.01,7332
2010-06-17,4.93,5.02,4.93,5.02,3650
2010-06-16,4.66,5.1,4.66,4.95,60526
2010-06-15,4.57,4.81,4.547,4.62,24610
2010-06-14,4.4,4.61,4.35,4.53,17399
2010-06-11,4.51,4.51,4.35,4.4,7811
2010-06-10,4.4,4.55,4.4,4.51,31793
2010-06-09,4.51,4.51,4.3,4.34,26078
2010-06-08,4.39,4.49,4.34,4.39,15402
2010-06-07,4.47,4.53,4.45,4.47,9481
2010-06-04,4.35,4.35,4.3,4.35,25103
2010-06-03,4.47,4.47,4.305,4.43,3960
2010-06-02,4.33,4.48,4.3,4.3,11580
2010-06-01,4.32,4.41,4.3,4.3,5838
2010-05-28,4.205,4.42,4.2,4.25,15800
2010-05-27,4.1,4.44,4.1,4.28,900
2010-05-26,4.1,4.22,4.1,4.2,15000
2010-05-25,4.1,4.12,4.1,4.1,6026
2010-05-24,4.1,4.16,4.1,4.1,4600
2010-05-21,4.13,4.27,4.13,4.2,14306
2010-05-20,4.13,4.21,3.75,4.2,39400
2010-05-19,4.26,4.26,4.05,4.05,9700
2010-05-18,4.26,4.31,4.2,4.26,14286
2010-05-17,4.19,4.21,4.01,4.15,11500
2010-05-14,4.2,4.58,4.06,4.2,5000
2010-05-13,4.41,4.48,4.27,4.3,25251
2010-05-12,4.38,4.4,4.21,4.39,10002
2010-05-11,4.28,4.35,4.25,4.35,3977
2010-05-10,4.43,4.43,4.16,4.2,5400
2010-05-07,4.31,4.45,4.06,4.11,1000
2010-05-06,4.37,4.37,4.04,4.37,10138
2010-05-05,4.52,4.52,4.26,4.26,33245
2010-05-04,4.52,4.52,4.4,4.43,7338
2010-05-03,4.42,4.69,4.41,4.51,25400
2010-04-30,4.62,4.68,4.6,4.6,25408
2010-04-29,4.5,4.76,4.5,4.6,178266
2010-04-28,4.66,4.66,4.4,4.41,16298
2010-04-27,4.9,5.04,4.62,4.64,28868
2010-04-26,4.79,4.93,4.71,4.75,29368
2010-04-23,4.79,4.79,4.79,4.79,355
2010-04-22,4.81,4.81,4.65,4.73,13700
2010-04-21,4.66,4.86,4.66,4.78,14818
2010-04-20,4.54,4.6,4.54,4.55,17652
2010-04-16,4.62,4.69,4.6,4.66,21800
2010-04-15,4.6,4.6,4.57,4.57,18600
2010-04-14,4.66,4.66,4.5,4.5,21399
2010-04-13,4.64,4.64,4.58,4.6,750
2010-04-12,4.52,4.55,4.5,4.54,57949
2010-04-09,4.5,4.518,4.48,4.51,21401
2010-04-08,4.44,4.45,4.44,4.45,15000
2010-04-07,4.44,4.49,4.44,4.45,73955
2010-04-06,4.41,4.41,4.41,4.41,100
2010-04-05,4.46,4.48,4.4,4.4,4000
2010-04-01,4.44,4.475,4.4,4.419,8550
2010-03-31,4.61,4.67,4.5,4.61,700
2010-03-30,4.58,4.66,4.49,4.49,2900
2010-03-29,4.57,4.65,4.47,4.57,1200
2010-03-26,4.55,4.69,4.48,4.6,17774
2010-03-25,4.54,4.63,4.54,4.54,931
2010-03-24,4.56,4.64,4.56,4.59,1902
2010-03-23,4.42,4.69,4.42,4.63,14194
2010-03-22,4.41,4.625,4.32,4.5,100378
2010-03-19,4.31,4.45,4.3,4.41,4500
2010-03-18,4.41,4.49,4.34,4.37,5015
2010-03-17,4.31,4.501,4.29,4.4,7348
2010-03-16,4.39,4.48,4.2,4.3,8785
2010-03-15,4.49,4.49,4.3,4.44,6701
2010-03-12,4.36,4.44,4.35,4.44,6045
2010-03-11,4.28,4.4,4.2,4.4,1300
2010-03-10,4.22,4.31,4.2,4.31,1300
2010-03-09,4.22,4.27,4.15,4.15,5500
2010-03-08,4.25,4.34,4.11,4.15,13467
2010-03-05,4.24,4.3,4.05,4.2,22990
2010-03-04,4.25,4.3,4.1,4.19,42226
2010-03-03,4.25,4.325,4.25,4.27,14982
2010-03-02,4.31,4.39,4.2,4.33,22744
2010-03-01,4.26,4.43,4.26,4.31,17071
2010-02-26,4.26,4.465,3.67,4.3,21670
2010-02-25,4.5,4.55,4.41,4.55,8941
2010-02-24,4.5,4.55,4.5,4.5,10670
2010-02-23,4.49,4.55,4.4,4.52,34900
2010-02-22,4.47,4.49,4.39,4.4,8300
2010-02-19,4.44,4.5,4.44,4.49,1400
2010-02-18,4.41,4.48,4.399,4.4,12173
2010-02-17,4.55,4.55,4.41,4.41,4055
2010-02-16,4.51,4.58,4.5,4.55,7511
2010-02-12,4.41,4.43,4.35,4.43,22355
2010-02-11,4.45,4.5,4.4,4.5,19750
2010-02-10,4.37,4.5,4.37,4.5,9510
2010-02-09,4.4,4.54,4.37,4.44,5599
2010-02-08,4.46,4.59,4.35,4.37,44046
2010-02-05,4.7,4.71,4.41,4.41,15826
2010-02-04,4.5,4.56,4.5,4.5,5100
2010-02-03,4.63,4.63,4.47,4.53,19700
2010-02-02,4.52,4.62,4.39,4.39,10100
2010-02-01,4.52,4.73,4.43,4.43,24400
2010-01-29,4.45,4.45,4.351,4.37,13922
2010-01-28,4.24,4.51,4.24,4.44,10250
2010-01-27,4.59,4.59,4.29,4.45,12300
2010-01-26,4.29,4.51,4.28,4.385,12650
2010-01-25,4.26,4.4,4.15,4.33,7436
2010-01-22,4.24,4.43,4.18,4.29,8900
2010-01-21,4.51,4.6,4.47,4.54,4800
2010-01-20,4.53,4.681,4.49,4.54,4200
2010-01-19,4.66,4.7,4.41,4.41,8025
2010-01-15,4.67,4.67,4.52,4.6,3125
2010-01-14,4.4,4.7,4.4,4.68,20466
2010-01-13,4.55,4.56,4.32,4.32,13748
2010-01-12,4.65,4.65,4.56,4.56,8300
2010-01-11,4.62,4.72,4.6,4.61,33938
2010-01-08,4.33,4.7,4.3,4.65,35541
2010-01-07,4.41,4.41,4.31,4.35,13357
2010-01-06,4.39,4.5,4.26,4.42,21073
2010-01-05,4.27,4.43,4.17,4.43,2900
2010-01-04,4.31,4.46,4.17,4.32,28985
2009-12-31,4.16,4.48,4.13,4.46,41898
2009-12-30,4.16,4.24,4.16,4.24,29550
2009-12-29,4.23,4.34,4.11,4.27,37373
2009-12-28,4.16,4.16,3.88,4.1,11570
2009-12-24,4.01,4.01,4.01,4.01,15300
2009-12-23,3.92,4.05,3.75,4.04,29535
2009-12-22,3.74,3.95,3.68,3.68,8010
2009-12-21,3.75,3.93,3.71,3.8,5150
2009-12-18,3.92,3.98,3.67,3.67,5717
2009-12-17,3.75,3.99,3.69,3.99,2644
2009-12-16,3.78,3.8,3.75,3.75,19440
2009-12-15,3.71,3.78,3.7,3.74,5000
2009-12-14,3.8,3.8,3.8,3.8,21210
2009-12-11,3.92,3.96,3.75,3.83,6546
2009-12-10,3.81,3.89,3.81,3.89,500
2009-12-09,3.76,3.87,3.67,3.85,26574
2009-12-08,3.96,4.01,3.92,3.92,18857
2009-12-07,3.97,4.08,3.91,4,19523
2009-12-04,4,4.01,3.94,3.99,13404
2009-12-03,4,4.04,3.8,3.92,9314
2009-12-02,4,4,3.88,3.96,9400
2009-12-01,4.09,4.09,3.8,3.9,43085
2009-11-30,4,4.05,3.993,4,53258
2009-11-27,3.985,4,3.985,4,6460
2009-11-25,3.91,4.01,3.83,4,74163
2009-11-24,3.8,3.93,3.8,3.895,15100
2009-11-23,3.91,4.08,3.87,3.9,2444
2009-11-20,3.85,3.97,3.8,3.965,5650
2009-11-19,4.04,4.24,3.784,3.87,12500
2009-11-18,4.17,4.2,4.17,4.2,4350
2009-11-17,4.15,4.19,4.15,4.19,1166
2009-11-16,4.12,4.23,4.12,4.23,450
2009-11-13,4.23,4.23,4.15,4.15,2016
2009-11-12,4.15,4.27,4.142,4.2,2881
2009-11-11,4.09,4.27,4.09,4.23,5000
2009-11-10,4.44,4.44,4.04,4.2,17854
2009-11-09,4.1,4.462,4,4.45,20927
2009-11-06,3.85,4.2,3.839,4.03,43150
2009-11-05,3.69,3.693,3.69,3.69,2511
2009-11-04,3.75,3.85,3.689,3.85,15466
2009-11-03,3.91,3.91,3.75,3.82,2300
2009-11-02,3.91,3.91,3.76,3.87,1600
2009-10-30,3.75,3.85,3.75,3.8,2700
2009-10-29,3.66,3.84,3.65,3.67,12751
2009-10-28,3.78,3.78,3.65,3.65,13431
2009-10-27,3.99,3.99,3.76,3.76,44320
2009-10-26,3.99,4,3.967,4,14400
2009-10-23,3.99,3.99,3.89,3.99,5400
2009-10-22,4,4,3.92,3.99,7330
2009-10-21,3.99,4,3.99,4,7600
2009-10-20,4.04,4.05,3.99,4.05,10000
2009-10-19,3.99,4,3.91,3.91,5700
2009-10-16,4.02,4.03,4.02,4.03,1000
2009-10-15,4.01,4.01,3.96,3.966,5550
2009-10-14,4,4.02,3.888,4.02,12815
2009-10-13,3.91,3.97,3.89,3.97,29139
2009-10-12,3.98,4.138,3.98,4.138,14400
2009-10-09,3.98,3.99,3.98,3.99,687
2009-10-06,3.79,3.79,3.79,3.79,200
2009-09-30,3.83,3.95,3.83,3.83,8811
2009-09-29,3.95,3.95,3.807,3.94,25700
