Dist,aea,SchName,year,type,grade,subgroup,description,Enroll,Number Tested,Participation Rate Percentage,Number Full Academic Year Tested,Number Proficient,Percent Proficient
0387,13,Atlantic Comm School District,2012,Mathematics,04,00,All Students        ,105,105,100,93,77,82.79569892473118
0387,13,Atlantic Comm School District,2012,Mathematics,05,00,All Students        ,112,112,100,99,77,77.77777777777779
0387,13,Atlantic Comm School District,2012,Mathematics,06,00,All Students        ,119,119,100,110,79,71.81818181818181
0387,13,Atlantic Comm School District,2012,Mathematics,07,00,All Students        ,111,111,100,107,91,85.04672897196261
0387,13,Atlantic Comm School District,2012,Mathematics,08,00,All Students        ,96,96,100,89,67,75.28089887640449
0387,13,Atlantic Comm School District,2012,Mathematics,11,00,All Students        ,96,96,100,90,81,90
0387,13,Atlantic Comm School District,2012,Reading,03,00,All Students        ,112,112,100,103,75,72.81553398058253
0387,13,Atlantic Comm School District,2012,Reading,04,00,All Students        ,105,104,99.04761904761905,92,70,76.08695652173914
0387,13,Atlantic Comm School District,2012,Reading,05,00,All Students        ,112,112,100,99,75,75.75757575757575
0387,13,Atlantic Comm School District,2012,Reading,06,00,All Students        ,119,119,100,110,73,66.36363636363637
0387,13,Atlantic Comm School District,2012,Reading,07,00,All Students        ,111,111,100,107,82,76.63551401869158
0387,13,Atlantic Comm School District,2012,Reading,08,00,All Students        ,95,95,100,89,63,70.78651685393258
0387,13,Atlantic Comm School District,2012,Reading,11,00,All Students        ,96,96,100,90,75,83.33333333333334
0414,11,Audubon Comm School District,2012,Mathematics,03,00,All Students        ,40,40,100,39,33,84.61538461538461
0414,11,Audubon Comm School District,2012,Mathematics,04,00,All Students        ,39,39,100,30,25,83.33333333333334
0414,11,Audubon Comm School District,2012,Mathematics,05,00,All Students        ,28,28,100,26,20,76.92307692307693
0414,11,Audubon Comm School District,2012,Mathematics,06,00,All Students        ,36,35,97.22222222222221,33,29,87.87878787878788
0414,11,Audubon Comm School District,2012,Mathematics,07,00,All Students        ,37,37,100,34,30,88.23529411764706
0414,11,Audubon Comm School District,2012,Mathematics,08,00,All Students        ,54,54,100,51,46,90.19607843137256
0414,11,Audubon Comm School District,2012,Mathematics,11,00,All Students        ,55,54,98.18181818181819,50,49,98
0414,11,Audubon Comm School District,2012,Reading,03,00,All Students        ,40,40,100,39,33,84.61538461538461
0414,11,Audubon Comm School District,2012,Reading,04,00,All Students        ,39,39,100,30,22,73.33333333333333
0414,11,Audubon Comm School District,2012,Reading,05,00,All Students        ,28,28,100,26,20,76.92307692307693
0414,11,Audubon Comm School District,2012,Reading,06,00,All Students        ,36,36,100,34,26,76.47058823529412
0414,11,Audubon Comm School District,2012,Reading,07,00,All Students        ,37,37,100,34,22,64.70588235294117
0414,11,Audubon Comm School District,2012,Reading,08,00,All Students        ,54,54,100,51,33,64.70588235294117
0414,11,Audubon Comm School District,2012,Reading,11,00,All Students        ,55,54,98.18181818181819,50,44,88
0423,12,Aurelia Comm School District,2012,Mathematics,03,00,All Students        ,21,21,100,19,10,52.63157894736842
0423,12,Aurelia Comm School District,2012,Mathematics,04,00,All Students        ,17,17,100,16,12,75
0423,12,Aurelia Comm School District,2012,Mathematics,05,00,All Students        ,16,16,100,14,12,85.71428571428571
0423,12,Aurelia Comm School District,2012,Mathematics,06,00,All Students        ,55,55,100,48,28,58.333333333333336
0423,12,Aurelia Comm School District,2012,Mathematics,07,00,All Students        ,49,49,100,18,14,77.77777777777779
0423,12,Aurelia Comm School District,2012,Mathematics,08,00,All Students        ,55,55,100,14,9,64.28571428571429
0423,12,Aurelia Comm School District,2012,Reading,03,00,All Students        ,21,21,100,19,11,57.89473684210527
0423,12,Aurelia Comm School District,2012,Reading,04,00,All Students        ,17,17,100,16,9,56.25
0423,12,Aurelia Comm School District,2012,Reading,05,00,All Students        ,16,16,100,14,10,71.42857142857143
0423,12,Aurelia Comm School District,2012,Reading,06,00,All Students        ,55,55,100,48,34,70.83333333333334
0423,12,Aurelia Comm School District,2012,Reading,07,00,All Students        ,49,49,100,18,12,66.66666666666666
0423,12,Aurelia Comm School District,2012,Reading,08,00,All Students        ,55,55,100,14,8,57.14285714285714
0441,13,A-H-S-T Comm School District,2012,Mathematics,03,00,All Students        ,35,35,100,33,24,72.72727272727273
0441,13,A-H-S-T Comm School District,2012,Mathematics,04,00,All Students        ,39,39,100,36,28,77.77777777777779
0441,13,A-H-S-T Comm School District,2012,Mathematics,05,00,All Students        ,36,36,100,32,22,68.75
0441,13,A-H-S-T Comm School District,2012,Mathematics,06,00,All Students        ,52,52,100,50,37,74
0441,13,A-H-S-T Comm School District,2012,Mathematics,07,00,All Students        ,55,55,100,51,43,84.31372549019608
0441,13,A-H-S-T Comm School District,2012,Mathematics,08,00,All Students        ,49,49,100,46,36,78.26086956521739
0441,13,A-H-S-T Comm School District,2012,Mathematics,11,00,All Students        ,45,44,97.77777777777777,37,32,86.48648648648648
0441,13,A-H-S-T Comm School District,2012,Reading,03,00,All Students        ,35,35,100,33,26,78.78787878787878
0441,13,A-H-S-T Comm School District,2012,Reading,04,00,All Students        ,39,39,100,36,29,80.55555555555556
0441,13,A-H-S-T Comm School District,2012,Reading,05,00,All Students        ,36,36,100,32,23,71.875
0441,13,A-H-S-T Comm School District,2012,Reading,06,00,All Students        ,52,52,100,50,33,66
0441,13,A-H-S-T Comm School District,2012,Reading,07,00,All Students        ,55,55,100,51,39,76.47058823529412
0441,13,A-H-S-T Comm School District,2012,Reading,08,00,All Students        ,49,49,100,46,29,63.04347826086957
0441,13,A-H-S-T Comm School District,2012,Reading,11,00,All Students        ,45,44,97.77777777777777,37,26,70.27027027027027
0472,11,Ballard Comm School District,2012,Mathematics,03,00,All Students        ,142,141,99.29577464788733,133,104,78.19548872180451
0472,11,Ballard Comm School District,2012,Mathematics,04,00,All Students        ,134,132,98.50746268656717,123,102,82.92682926829268
0472,11,Ballard Comm School District,2012,Mathematics,05,00,All Students        ,120,120,100,109,91,83.4862385321101
0472,11,Ballard Comm School District,2012,Mathematics,06,00,All Students        ,129,129,100,120,99,82.5
0472,11,Ballard Comm School District,2012,Mathematics,07,00,All Students        ,133,132,99.24812030075188,124,100,80.64516129032258
0472,11,Ballard Comm School District,2012,Mathematics,08,00,All Students        ,117,115,98.29059829059828,101,80,79.20792079207921
0472,11,Ballard Comm School District,2012,Mathematics,11,00,All Students        ,108,107,99.07407407407408,98,84,85.71428571428571
0472,11,Ballard Comm School District,2012,Reading,03,00,All Students        ,142,141,99.29577464788733,133,101,75.93984962406014
0472,11,Ballard Comm School District,2012,Reading,04,00,All Students        ,134,132,98.50746268656717,123,105,85.36585365853658
0472,11,Ballard Comm School District,2012,Reading,05,00,All Students        ,120,120,100,109,86,78.89908256880734
0472,11,Ballard Comm School District,2012,Reading,06,00,All Students        ,129,129,100,120,91,75.83333333333333
0472,11,Ballard Comm School District,2012,Reading,07,00,All Students        ,133,133,100,125,85,68
0472,11,Ballard Comm School District,2012,Reading,08,00,All Students        ,117,115,98.29059829059828,101,77,76.23762376237624
0472,11,Ballard Comm School District,2012,Reading,11,00,All Students        ,108,107,99.07407407407408,98,90,91.83673469387756
0504,12,Battle Creek-Ida Grove Comm School District,2012,Mathematics,03,00,All Students        ,51,51,100,48,41,85.41666666666666
0504,12,Battle Creek-Ida Grove Comm School District,2012,Mathematics,04,00,All Students        ,63,63,100,56,43,76.78571428571429
0504,12,Battle Creek-Ida Grove Comm School District,2012,Mathematics,05,00,All Students        ,44,44,100,38,29,76.31578947368422
0504,12,Battle Creek-Ida Grove Comm School District,2012,Mathematics,11,00,All Students        ,73,73,100,69,57,82.6086956521739
0504,12,Battle Creek-Ida Grove Comm School District,2012,Reading,03,00,All Students        ,51,51,100,48,39,81.25
0504,12,Battle Creek-Ida Grove Comm School District,2012,Reading,04,00,All Students        ,63,63,100,56,45,80.35714285714286
0504,12,Battle Creek-Ida Grove Comm School District,2012,Reading,05,00,All Students        ,44,44,100,38,27,71.05263157894737
0504,12,Battle Creek-Ida Grove Comm School District,2012,Reading,11,00,All Students        ,73,73,100,69,57,82.6086956521739
0513,11,Baxter Comm School District,2012,Mathematics,03,00,All Students        ,30,30,100,30,25,83.33333333333334
0513,11,Baxter Comm School District,2012,Mathematics,04,00,All Students        ,34,34,100,31,20,64.51612903225806
0513,11,Baxter Comm School District,2012,Mathematics,05,00,All Students        ,34,34,100,32,21,65.625
0513,11,Baxter Comm School District,2012,Mathematics,06,00,All Students        ,34,33,97.05882352941177,26,18,69.23076923076923
0513,11,Baxter Comm School District,2012,Mathematics,07,00,All Students        ,36,36,100,34,25,73.52941176470588
0513,11,Baxter Comm School District,2012,Mathematics,08,00,All Students        ,34,34,100,32,27,84.375
0513,11,Baxter Comm School District,2012,Mathematics,11,00,All Students        ,36,36,100,35,31,88.57142857142857
0513,11,Baxter Comm School District,2012,Reading,03,00,All Students        ,30,30,100,30,24,80
0513,11,Baxter Comm School District,2012,Reading,04,00,All Students        ,34,34,100,31,21,67.74193548387096
0513,11,Baxter Comm School District,2012,Reading,05,00,All Students        ,34,34,100,32,21,65.625
0513,11,Baxter Comm School District,2012,Reading,06,00,All Students        ,34,33,97.05882352941177,26,15,57.692307692307686
0513,11,Baxter Comm School District,2012,Reading,07,00,All Students        ,36,36,100,34,14,41.17647058823529
0513,11,Baxter Comm School District,2012,Reading,08,00,All Students        ,34,34,100,32,21,65.625
0513,11,Baxter Comm School District,2012,Reading,11,00,All Students        ,36,36,100,35,30,85.71428571428571
0540,07,BCLUW Comm School District,2012,Mathematics,03,00,All Students        ,36,36,100,32,26,81.25
0540,07,BCLUW Comm School District,2012,Mathematics,04,00,All Students        ,43,43,100,40,39,97.5
0540,07,BCLUW Comm School District,2012,Mathematics,05,00,All Students        ,54,54,100,43,39,90.69767441860465
0540,07,BCLUW Comm School District,2012,Mathematics,06,00,All Students        ,49,49,100,43,36,83.72093023255815
0540,07,BCLUW Comm School District,2012,Mathematics,07,00,All Students        ,53,53,100,46,43,93.47826086956522
0540,07,BCLUW Comm School District,2012,Mathematics,08,00,All Students        ,50,50,100,46,39,84.78260869565217
0540,07,BCLUW Comm School District,2012,Mathematics,11,00,All Students        ,52,51,98.07692307692307,46,40,86.95652173913044
0540,07,BCLUW Comm School District,2012,Reading,03,00,All Students        ,36,36,100,32,23,71.875
0540,07,BCLUW Comm School District,2012,Reading,04,00,All Students        ,43,43,100,40,36,90
0540,07,BCLUW Comm School District,2012,Reading,05,00,All Students        ,54,54,100,43,31,72.09302325581395
0540,07,BCLUW Comm School District,2012,Reading,06,00,All Students        ,48,48,100,43,28,65.11627906976744
0540,07,BCLUW Comm School District,2012,Reading,07,00,All Students        ,51,51,100,45,34,75.55555555555556
0540,07,BCLUW Comm School District,2012,Reading,08,00,All Students        ,50,50,100,46,35,76.08695652173914
0540,07,BCLUW Comm School District,2012,Reading,11,00,All Students        ,52,51,98.07692307692307,46,39,84.78260869565217
0549,13,Bedford Comm School District,2012,Mathematics,03,00,All Students        ,31,31,100,29,26,89.65517241379311
0549,13,Bedford Comm School District,2012,Mathematics,04,00,All Students        ,31,31,100,30,25,83.33333333333334
0549,13,Bedford Comm School District,2012,Mathematics,05,00,All Students        ,32,32,100,32,29,90.625
0549,13,Bedford Comm School District,2012,Mathematics,06,00,All Students        ,34,34,100,31,26,83.87096774193549
0549,13,Bedford Comm School District,2012,Mathematics,07,00,All Students        ,40,40,100,39,34,87.17948717948718
0549,13,Bedford Comm School District,2012,Mathematics,08,00,All Students        ,45,45,100,44,38,86.36363636363636
0549,13,Bedford Comm School District,2012,Mathematics,11,00,All Students        ,43,43,100,39,33,84.61538461538461
0549,13,Bedford Comm School District,2012,Reading,03,00,All Students        ,31,31,100,29,23,79.3103448275862
0549,13,Bedford Comm School District,2012,Reading,04,00,All Students        ,31,31,100,30,21,70
0549,13,Bedford Comm School District,2012,Reading,05,00,All Students        ,33,33,100,32,26,81.25
0549,13,Bedford Comm School District,2012,Reading,06,00,All Students        ,34,34,100,31,19,61.29032258064516
0549,13,Bedford Comm School District,2012,Reading,07,00,All Students        ,40,40,100,39,28,71.7948717948718
0549,13,Bedford Comm School District,2012,Reading,08,00,All Students        ,45,45,100,44,37,84.0909090909091
0549,13,Bedford Comm School District,2012,Reading,11,00,All Students        ,43,43,100,39,34,87.17948717948718
0576,10,Belle Plaine Comm School District,2012,Mathematics,03,00,All Students        ,46,46,100,36,23,63.888888888888886
0576,10,Belle Plaine Comm School District,2012,Mathematics,04,00,All Students        ,47,47,100,42,30,71.42857142857143
0576,10,Belle Plaine Comm School District,2012,Mathematics,05,00,All Students        ,54,53,98.14814814814815,47,35,74.46808510638297
0576,10,Belle Plaine Comm School District,2012,Mathematics,06,00,All Students        ,39,39,100,34,24,70.58823529411765
0576,10,Belle Plaine Comm School District,2012,Mathematics,07,00,All Students        ,36,36,100,33,26,78.78787878787878
0576,10,Belle Plaine Comm School District,2012,Mathematics,08,00,All Students        ,40,40,100,34,24,70.58823529411765
0576,10,Belle Plaine Comm School District,2012,Mathematics,11,00,All Students        ,50,49,98,45,37,82.22222222222221
0576,10,Belle Plaine Comm School District,2012,Reading,03,00,All Students        ,46,46,100,36,26,72.22222222222221
0576,10,Belle Plaine Comm School District,2012,Reading,04,00,All Students        ,47,47,100,42,28,66.66666666666666
0576,10,Belle Plaine Comm School District,2012,Reading,05,00,All Students        ,54,53,98.14814814814815,47,32,68.08510638297872
